Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,28.65,18.75,17.69,19.23,27.98,29.55,35.76,24.15,39.96,24.44,27.84,22.31,38.13,,,,,
Quarterly Results,Expenses,22.67,16.00,13.46,14.90,23.45,22.22,28.62,17.95,32.79,17.22,20.47,16.24,30.80,,,,,
Quarterly Results,Operating Profit,5.98,2.75,4.23,4.33,4.53,7.33,7.14,6.20,7.17,7.22,7.37,6.07,7.33,,,,,
Quarterly Results,OPM %,20.87%,14.67%,23.91%,22.52%,16.19%,24.81%,19.97%,25.67%,17.94%,29.54%,26.47%,27.21%,19.22%,,,,,
Quarterly Results,Other Income,0.62,0.97,0.41,0.42,0.90,0.50,0.48,0.52,2.38,0.63,0.91,0.54,0.59,,,,,
Quarterly Results,Interest,1.93,1.90,2.39,2.68,2.59,2.57,3.05,2.93,5.62,3.69,3.69,3.33,2.86,,,,,
Quarterly Results,Depreciation,1.27,1.41,1.48,1.53,1.64,1.74,1.71,2.06,2.22,2.18,2.24,2.31,2.37,,,,,
Quarterly Results,Profit before tax,3.40,0.41,0.77,0.54,1.20,3.52,2.86,1.73,1.71,1.98,2.35,0.97,2.69,,,,,
Quarterly Results,Tax %,73.82%,-36.59%,-276.62%,46.30%,45.83%,53.41%,72.38%,59.54%,-45.03%,-47.47%,35.32%,59.79%,36.43%,,,,,
Quarterly Results,Net Profit,0.89,0.55,2.89,0.29,0.65,1.64,0.80,0.70,2.49,2.92,1.53,0.39,1.70,,,,,
Quarterly Results,EPS in Rs,0.02,-0.08,1.63,0.28,0.55,0.88,0.62,0.59,0.93,1.53,0.68,0.19,1.26,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,106,,,,83,,,,129,,,,113,44,58,36,61,62
Profit & Loss,Expenses,90,,,,67,,,,100,,,,85,39,55,35,47,52
Profit & Loss,Operating Profit,16,,,,16,,,,29,,,,28,5,3,1,14,9
Profit & Loss,OPM %,15%,,,,19%,,,,22%,,,,25%,12%,6%,1%,23%,15%
Profit & Loss,Other Income,1,,,,2,,,,4,,,,3,3,4,4,3,2
Profit & Loss,Interest,8,,,,10,,,,14,,,,14,0,1,0,8,8
Profit & Loss,Depreciation,5,,,,6,,,,8,,,,9,2,3,2,6,5
Profit & Loss,Profit before tax,4,,,,2,,,,11,,,,8,6,4,2,3,-2
Profit & Loss,Tax %,60%,,,,-63%,,,,40%,,,,18%,20%,21%,27%,15%,-37%
Profit & Loss,Net Profit,1,,,,4,,,,6,,,,7,3,-0,0,2,-1
Profit & Loss,EPS in Rs,0.60,,,,2.39,,,,3.01,,,,4.14,1.84,-0.09,0.07,1.08,-1.15
Profit & Loss,Dividend Payout %,25%,,,,0%,,,,0%,,,,0%,41%,-807%,1100%,14%,-13%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,13,,,,13,,,,13,,,,14,12,12,12,13,13
Balance Sheet,Reserves,80,,,,88,,,,102,,,,112,78,76,75,81,75
Balance Sheet,Borrowings,88,,,,115,,,,144,,,,113,0,0,46,68,83
Balance Sheet,Other Liabilities,34,,,,31,,,,52,,,,47,11,14,17,28,27
Balance Sheet,Total Liabilities,215,,,,248,,,,312,,,,286,101,102,149,191,199
Balance Sheet,Fixed Assets,118,,,,129,,,,158,,,,165,23,21,109,106,110
Balance Sheet,CWIP,1,,,,1,,,,8,,,,4,1,0,0,0,0
Balance Sheet,Investments,8,,,,28,,,,40,,,,4,29,2,1,5,4
Balance Sheet,Other Assets,88,,,,89,,,,106,,,,114,49,79,39,79,85
Balance Sheet,Total Assets,215,,,,248,,,,312,,,,286,101,102,149,191,199
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-2,,,,30,,,,24,,,,21,26,6,8,-15,19
Cash Flows,Cash from Investing Activity,-5,,,,-34,,,,-42,,,,14,-19,2,-63,-5,-6
Cash Flows,Cash from Financing Activity,-4,,,,16,,,,13,,,,-41,-1,-2,42,21,-0
Cash Flows,Net Cash Flow,-11,,,,12,,,,-5,,,,-6,5,6,-14,1,12
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,125,,,,188,,,,157,,,,198,145,97,172,221,201
Ratios,Inventory Days,,,,,,,,,,,,,82,,,,,
Ratios,Days Payable,,,,,,,,,,,,,136,,,,,
Ratios,Cash Conversion Cycle,125,,,,188,,,,157,,,,144,145,97,172,221,201
Ratios,Working Capital Days,164,,,,153,,,,113,,,,145,149,56,79,187,167
Ratios,ROCE %,7%,,,,5%,,,,10%,,,,8%,,5%,2%,7%,3%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,9.85%,9.85%,16.85%,16.85%,16.85%,16.85%,16.85%,16.84%,17.21%,17.21%,17.33%,,,,,
Shareholding Pattern (Quarterly),DIIs,,13.31%,3.46%,3.46%,3.44%,3.43%,3.43%,3.43%,3.42%,2.23%,2.23%,2.23%,2.23%,,,,,
Shareholding Pattern (Quarterly),Government,,6.11%,6.11%,6.11%,6.11%,6.11%,6.11%,6.11%,6.11%,6.11%,4.64%,4.64%,4.64%,,,,,
Shareholding Pattern (Quarterly),Public,,80.58%,80.58%,80.58%,73.60%,73.61%,73.61%,73.62%,73.62%,74.82%,75.92%,75.92%,75.80%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,1326,2571,2442,2638,2609,3044,3145,3925,5325,5036,5352,5310,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,0.00%,,,,16.85%,,,,16.85%,,,,17.33%,0.00%,0.00%,0.00%,0.00%,0.00%
