Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,617,748,919,760,597,547,540,488,547,550,596,517,607,,,,,,
Quarterly Results,Expenses,457,533,665,600,395,407,410,371,403,410,446,414,487,,,,,,
Quarterly Results,Operating Profit,159,214,254,159,202,140,130,117,144,139,150,103,120,,,,,,
Quarterly Results,OPM %,26%,29%,28%,21%,34%,26%,24%,24%,26%,25%,25%,20%,20%,,,,,,
Quarterly Results,Other Income,14,17,19,15,13,14,17,17,22,24,22,25,26,,,,,,
Quarterly Results,Interest,1,1,1,1,1,1,1,1,1,1,0,0,1,,,,,,
Quarterly Results,Depreciation,11,11,12,12,13,12,14,15,15,12,12,13,15,,,,,,
Quarterly Results,Profit before tax,162,219,260,161,201,143,132,119,150,151,159,115,130,,,,,,
Quarterly Results,Tax %,25%,27%,22%,34%,26%,30%,22%,21%,24%,25%,26%,28%,25%,,,,,,
Quarterly Results,Net Profit,122,160,203,106,149,100,103,94,115,113,117,83,97,,,,,,
Quarterly Results,EPS in Rs,39.74,52.12,66.09,34.65,48.74,32.54,33.71,30.73,37.36,36.94,38.30,26.97,31.68,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1876,,,,3023,,,,2123,,,,2269,660,778,856,1060,1038,1133
Profit & Loss,Expenses,1513,,,,2194,,,,1592,,,,1757,514,633,697,827,803,935
Profit & Loss,Operating Profit,363,,,,829,,,,531,,,,512,146,145,158,234,235,198
Profit & Loss,OPM %,19%,,,,27%,,,,25%,,,,23%,22%,19%,19%,22%,23%,17%
Profit & Loss,Other Income,33,,,,64,,,,71,,,,98,8,4,16,20,20,17
Profit & Loss,Interest,5,,,,5,,,,2,,,,2,7,4,3,2,5,6
Profit & Loss,Depreciation,40,,,,48,,,,56,,,,52,30,24,20,17,35,47
Profit & Loss,Profit before tax,352,,,,841,,,,544,,,,555,117,121,151,234,216,162
Profit & Loss,Tax %,26%,,,,26%,,,,24%,,,,26%,35%,36%,37%,40%,24%,26%
Profit & Loss,Net Profit,260,,,,618,,,,412,,,,410,76,78,95,136,165,120
Profit & Loss,EPS in Rs,84.67,,,,201.60,,,,134.34,,,,133.89,157.74,161.22,31.09,44.43,53.74,39.24
Profit & Loss,Dividend Payout %,11%,,,,4%,,,,7%,,,,8%,29%,9%,23%,16%,13%,28%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,15,,,,15,,,,15,,,,15,5,5,15,15,15,15
Balance Sheet,Reserves,944,,,,1526,,,,1906,,,,2280,249,323,380,485,604,716
Balance Sheet,Borrowings,59,,,,29,,,,4,,,,3,102,40,54,128,125,89
Balance Sheet,Other Liabilities,219,,,,237,,,,182,,,,213,63,76,81,74,108,127
Balance Sheet,Total Liabilities,1236,,,,1807,,,,2108,,,,2511,419,445,530,702,852,948
Balance Sheet,Fixed Assets,229,,,,214,,,,233,,,,363,125,97,88,78,217,196
Balance Sheet,CWIP,14,,,,40,,,,30,,,,27,6,3,32,106,6,26
Balance Sheet,Investments,31,,,,39,,,,36,,,,35,0,11,11,10,33,31
Balance Sheet,Other Assets,962,,,,1513,,,,1809,,,,2085,289,334,399,508,597,694
Balance Sheet,Total Assets,1236,,,,1807,,,,2108,,,,2511,419,445,530,702,852,948
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,67,,,,485,,,,635,,,,204,,45,65,98,219,134
Cash Flows,Cash from Investing Activity,-32,,,,-128,,,,-396,,,,-669,,-16,-52,-93,-85,-40
Cash Flows,Cash from Financing Activity,-68,,,,-69,,,,-59,,,,-34,,-55,-17,92,-37,-41
Cash Flows,Net Cash Flow,-33,,,,289,,,,180,,,,-499,,-26,-3,97,98,53
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,59,,,,42,,,,54,,,,53,49,52,62,54,47,52
Ratios,Inventory Days,72,,,,91,,,,78,,,,100,72,68,58,50,79,63
Ratios,Days Payable,47,,,,36,,,,41,,,,43,50,47,46,30,51,49
Ratios,Cash Conversion Cycle,84,,,,97,,,,91,,,,110,71,72,75,74,74,66
Ratios,Working Capital Days,85,,,,80,,,,78,,,,105,80,88,102,83,63,75
Ratios,ROCE %,39%,,,,65%,,,,31%,,,,26%,,35%,38%,44%,32%,22%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,7.20%,6.74%,5.91%,4.84%,3.78%,3.78%,3.58%,4.47%,4.94%,4.88%,5.22%,4.66%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,10.94%,10.92%,11.51%,12.09%,12.24%,12.17%,11.84%,10.76%,11.12%,11.56%,11.52%,12.04%,,,,,,
Shareholding Pattern (Quarterly),Public,,6.86%,7.33%,7.58%,8.07%,8.99%,9.05%,9.58%,9.77%,8.92%,8.56%,8.27%,8.31%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,81333,96367,110677,116910,134261,135252,141370,146686,131494,122482,115433,112554,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,75.00%,,,,75.00%,,,,75.00%,,,,75.00%,,,,75.00%,75.00%,75.00%
Shareholding Pattern (Yearly),FIIs,7.25%,,,,4.84%,,,,4.47%,,,,4.66%,,,,5.52%,5.31%,5.93%
Shareholding Pattern (Yearly),DIIs,11.64%,,,,12.09%,,,,10.76%,,,,12.04%,,,,15.87%,15.83%,14.19%
Shareholding Pattern (Yearly),Public,6.11%,,,,8.07%,,,,9.77%,,,,8.31%,,,,3.61%,3.86%,4.88%
Shareholding Pattern (Yearly),No. of Shareholders,61413,,,,116910,,,,146686,,,,112554,,,,21094,22516,42044
,,,,,,,,,,,,,,,,,,,,
