Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,590,717,695,675,724,823,768,747,787,912,998,901,910,,,,
Quarterly Results,Expenses,543,672,636,622,691,763,698,664,712,806,901,805,826,,,,
Quarterly Results,Operating Profit,47,45,59,54,34,60,70,83,75,105,96,96,84,,,,
Quarterly Results,OPM %,8%,6%,8%,8%,5%,7%,9%,11%,10%,12%,10%,11%,9%,,,,
Quarterly Results,Other Income,4,4,6,7,6,7,7,6,8,7,10,11,26,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,1,1,1,1,1,1,,,,
Quarterly Results,Depreciation,13,15,16,16,15,16,17,18,18,18,19,20,18,,,,
Quarterly Results,Profit before tax,38,34,49,44,25,51,59,70,64,93,86,86,90,,,,
Quarterly Results,Tax %,-7%,27%,19%,19%,10%,31%,26%,41%,27%,30%,27%,26%,25%,,,,
Quarterly Results,Net Profit,40,25,39,35,23,35,44,41,47,65,63,64,68,,,,
Quarterly Results,EPS in Rs,6.80,4.19,6.63,5.95,3.79,5.88,7.33,6.95,7.87,10.93,10.51,10.54,11.27,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2243,,,,2812,,,,3125,,,,3720,1590,1692,2139,1944
Profit & Loss,Expenses,2031,,,,2619,,,,2835,,,,3338,1476,1556,1996,1700
Profit & Loss,Operating Profit,212,,,,193,,,,290,,,,382,114,135,143,244
Profit & Loss,OPM %,9%,,,,7%,,,,9%,,,,10%,7%,8%,7%,13%
Profit & Loss,Other Income,13,,,,22,,,,26,,,,53,6,7,5,6
Profit & Loss,Interest,7,,,,2,,,,3,,,,4,11,12,17,13
Profit & Loss,Depreciation,52,,,,61,,,,70,,,,75,28,37,49,51
Profit & Loss,Profit before tax,166,,,,152,,,,244,,,,356,80,93,82,186
Profit & Loss,Tax %,20%,,,,19%,,,,32%,,,,27%,29%,33%,39%,32%
Profit & Loss,Net Profit,133,,,,122,,,,167,,,,260,57,63,50,126
Profit & Loss,EPS in Rs,22.32,,,,20.55,,,,28.03,,,,43.09,173.72,11.27,8.96,21.60
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,12%,0%,0%,58%,0%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,59,,,,59,,,,59,,,,60,3,56,56,58
Balance Sheet,Reserves,784,,,,913,,,,1079,,,,1346,336,351,378,600
Balance Sheet,Borrowings,13,,,,32,,,,46,,,,42,132,167,160,99
Balance Sheet,Other Liabilities,232,,,,247,,,,293,,,,282,135,178,199,216
Balance Sheet,Total Liabilities,1088,,,,1251,,,,1478,,,,1731,607,752,793,972
Balance Sheet,Fixed Assets,566,,,,624,,,,713,,,,750,327,500,536,549
Balance Sheet,CWIP,4,,,,58,,,,12,,,,12,16,11,11,8
Balance Sheet,Investments,184,,,,260,,,,196,,,,644,67,26,12,60
Balance Sheet,Other Assets,334,,,,310,,,,556,,,,324,197,214,233,355
Balance Sheet,Total Assets,1088,,,,1251,,,,1478,,,,1731,607,752,793,972
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,171,,,,161,,,,-1,,,,520,87,136,166,245
Cash Flows,Cash from Investing Activity,-137,,,,-210,,,,30,,,,-526,-66,-148,-76,-200
Cash Flows,Cash from Financing Activity,-49,,,,15,,,,-1,,,,-8,-41,60,-26,11
Cash Flows,Net Cash Flow,-14,,,,-35,,,,28,,,,-14,-20,48,64,55
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,1,,,,1,,,,1,,,,1,1,2,1,1
Ratios,Inventory Days,27,,,,20,,,,62,,,,22,40,36,27,26
Ratios,Days Payable,23,,,,22,,,,24,,,,21,19,22,17,23
Ratios,Cash Conversion Cycle,5,,,,-0,,,,40,,,,2,22,16,11,4
Ratios,Working Capital Days,-7,,,,-7,,,,19,,,,-5,9,2,-5,-8
Ratios,ROCE %,21%,,,,16%,,,,22%,,,,27%,,20%,17%,30%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,62.54%,62.21%,62.21%,62.21%,62.21%,62.21%,62.21%,62.21%,60.52%,59.69%,59.69%,59.69%,,,,
Shareholding Pattern (Quarterly),FIIs,,4.29%,13.04%,12.83%,12.83%,10.59%,10.92%,11.34%,11.36%,11.27%,11.58%,11.03%,10.41%,,,,
Shareholding Pattern (Quarterly),DIIs,,16.86%,14.42%,15.85%,16.06%,18.06%,16.99%,16.90%,17.62%,18.64%,17.96%,18.84%,19.14%,,,,
Shareholding Pattern (Quarterly),Public,,16.32%,10.34%,9.10%,8.91%,9.15%,9.89%,9.55%,8.82%,9.57%,10.78%,10.44%,10.74%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,42721,40904,39396,37738,34453,34479,32356,29700,32163,33798,33259,33695,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,62.54%,,,,62.21%,,,,62.21%,,,,59.69%,,,,
Shareholding Pattern (Yearly),FIIs,4.40%,,,,12.83%,,,,11.36%,,,,10.41%,,,,
Shareholding Pattern (Yearly),DIIs,16.84%,,,,16.06%,,,,17.62%,,,,19.14%,,,,
Shareholding Pattern (Yearly),Public,16.22%,,,,8.91%,,,,8.82%,,,,10.74%,,,,
Shareholding Pattern (Yearly),No. of Shareholders,43390,,,,37738,,,,29700,,,,33695,,,,
,,,,,,,,,,,,,,,,,,
