Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2020,Mar 2021,Mar 2018,Mar 2019
Quarterly Results,Sales,414,570,344,301,435,261,226,215,165,169,170,138,160,,,,,,
Quarterly Results,Expenses,372,517,310,274,371,226,199,192,138,143,141,119,143,,,,,,
Quarterly Results,Operating Profit,43,53,34,26,64,35,26,22,27,26,29,20,18,,,,,,
Quarterly Results,OPM %,10%,9%,10%,9%,15%,13%,12%,10%,16%,15%,17%,14%,11%,,,,,,
Quarterly Results,Other Income,7,0,3,11,20,1,2,4,4,2,9,13,12,,,,,,
Quarterly Results,Interest,0,0,1,0,1,1,1,1,2,1,0,0,1,,,,,,
Quarterly Results,Depreciation,5,4,5,5,5,3,3,3,3,2,2,2,2,,,,,,
Quarterly Results,Profit before tax,44,49,31,32,79,33,25,23,26,26,36,30,27,,,,,,
Quarterly Results,Tax %,15%,26%,24%,26%,9%,26%,27%,29%,24%,28%,29%,29%,19%,,,,,,
Quarterly Results,Net Profit,37,36,24,24,71,24,18,17,20,19,25,22,22,,,,,,
Quarterly Results,EPS in Rs,21.75,20.93,13.80,13.70,41.43,14.16,10.77,9.69,11.39,10.85,14.74,12.56,12.81,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1267,,,,1650,,,,866,,,,638,362,164,689,911,,
Profit & Loss,Expenses,1119,,,,1470,,,,755,,,,546,318,142,587,781,,
Profit & Loss,Operating Profit,149,,,,180,,,,111,,,,92,44,22,102,130,,
Profit & Loss,OPM %,12%,,,,11%,,,,13%,,,,14%,12%,13%,15%,14%,,
Profit & Loss,Other Income,11,,,,34,,,,11,,,,36,2,0,4,7,,
Profit & Loss,Interest,3,,,,5,,,,4,,,,2,11,3,10,5,,
Profit & Loss,Depreciation,19,,,,19,,,,11,,,,7,10,10,50,51,,
Profit & Loss,Profit before tax,137,,,,190,,,,107,,,,119,25,9,45,81,,
Profit & Loss,Tax %,25%,,,,19%,,,,26%,,,,27%,27%,-1%,17%,25%,,
Profit & Loss,Net Profit,103,,,,154,,,,79,,,,87,25,9,38,61,,
Profit & Loss,EPS in Rs,59.88,,,,89.86,,,,46.01,,,,50.96,17.02,5.64,22.09,35.29,,
Profit & Loss,Dividend Payout %,6%,,,,4%,,,,7%,,,,6%,9%,25%,11%,8%,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,17,,,,17,,,,17,15,15,17,17,,
Balance Sheet,Reserves,553,,,,734,,,,783,,,,902,189,182,294,371,,
