Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,202.35,197.41,178.20,183.91,129.81,187.68,205.22,229.38,247.32,233.05,271.31,282.15,349.72,,,,,,,
Quarterly Results,Expenses,196.73,189.57,170.42,178.42,118.57,176.62,191.20,212.98,233.58,219.73,250.49,261.26,333.00,,,,,,,
Quarterly Results,Operating Profit,5.62,7.84,7.78,5.49,11.24,11.06,14.02,16.40,13.74,13.32,20.82,20.89,16.72,,,,,,,
Quarterly Results,OPM %,2.78%,3.97%,4.37%,2.99%,8.66%,5.89%,6.83%,7.15%,5.56%,5.72%,7.67%,7.40%,4.78%,,,,,,,
Quarterly Results,Other Income,0.22,2.30,1.45,3.44,0.86,1.56,1.85,1.15,2.72,0.78,1.01,0.94,2.78,,,,,,,
Quarterly Results,Interest,3.22,6.24,6.52,6.40,7.74,8.31,9.41,10.38,11.31,9.39,10.50,12.10,7.72,,,,,,,
Quarterly Results,Depreciation,0.43,0.35,0.35,0.33,1.69,0.29,0.29,0.26,0.27,0.29,0.30,0.30,0.28,,,,,,,
Quarterly Results,Profit before tax,2.19,3.55,2.36,2.20,2.67,4.02,6.17,6.91,4.88,4.42,11.03,9.43,11.50,,,,,,,
Quarterly Results,Tax %,54.79%,21.41%,37.29%,21.82%,32.21%,27.86%,21.56%,28.51%,14.96%,30.09%,26.20%,25.03%,25.13%,,,,,,,
Quarterly Results,Net Profit,1.00,2.80,1.47,1.72,1.81,2.90,4.83,4.93,4.14,3.09,8.14,7.08,8.61,,,,,,,
Quarterly Results,EPS in Rs,0.01,0.04,0.02,0.02,0.02,0.03,0.05,0.05,0.04,0.03,0.08,0.07,0.09,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,605,,,,689,,,,869,,,,1136,259,354,418,481,566,488,514
Profit & Loss,Expenses,577,,,,657,,,,814,,,,1064,232,325,381,439,531,463,494
Profit & Loss,Operating Profit,27,,,,32,,,,56,,,,72,28,30,37,42,36,25,20
Profit & Loss,OPM %,5%,,,,5%,,,,6%,,,,6%,11%,8%,9%,9%,6%,5%,4%
Profit & Loss,Other Income,3,,,,8,,,,7,,,,5,3,1,2,1,4,4,2
Profit & Loss,Interest,20,,,,27,,,,39,,,,40,18,20,19,18,14,20,13
Profit & Loss,Depreciation,2,,,,3,,,,1,,,,1,3,3,3,3,2,2,2
Profit & Loss,Profit before tax,9,,,,11,,,,22,,,,36,10,7,18,22,23,7,8
Profit & Loss,Tax %,28%,,,,27%,,,,23%,,,,26%,21%,22%,27%,24%,23%,18%,34%
Profit & Loss,Net Profit,3,,,,8,,,,17,,,,27,8,6,13,17,18,6,5
Profit & Loss,EPS in Rs,0.05,,,,0.11,,,,0.17,,,,0.27,0.29,0.20,0.24,0.22,0.25,0.08,0.07
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,25,,,,29,,,,98,,,,98,9,9,18,25,25,25,25
Balance Sheet,Reserves,116,,,,163,,,,133,,,,206,21,26,30,90,107,112,113
Balance Sheet,Borrowings,288,,,,310,,,,320,,,,304,184,199,205,204,249,246,288
Balance Sheet,Other Liabilities,85,,,,70,,,,240,,,,298,73,41,72,115,49,46,54
Balance Sheet,Total Liabilities,514,,,,571,,,,791,,,,906,287,275,325,433,430,429,480
Balance Sheet,Fixed Assets,19,,,,16,,,,16,,,,16,30,27,25,24,23,22,20
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0,0
Balance Sheet,Investments,1,,,,1,,,,1,,,,0,0,0,0,0,0,0,4
Balance Sheet,Other Assets,494,,,,554,,,,775,,,,891,257,248,300,409,407,407,456
Balance Sheet,Total Assets,514,,,,571,,,,791,,,,906,287,275,325,433,430,429,480
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,22,,,,-25,,,,-9,,,,15,26,18,22,-15,-34,11,-35
Cash Flows,Cash from Investing Activity,-3,,,,-17,,,,16,,,,-4,-7,-3,-9,-1,-1,-3,2
Cash Flows,Cash from Financing Activity,-19,,,,41,,,,-6,,,,-10,-18,-14,-15,32,19,-8,31
Cash Flows,Net Cash Flow,-0,,,,-0,,,,0,,,,1,1,0,-1,16,-16,1,-1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,132,,,,93,,,,79,,,,79,31,88,58,73,58,146,143
Ratios,Inventory Days,148,,,,160,,,,167,,,,183,422,198,231,247,217,162,196
Ratios,Days Payable,44,,,,17,,,,71,,,,84,83,41,65,96,31,32,40
Ratios,Cash Conversion Cycle,236,,,,236,,,,175,,,,179,370,246,224,225,245,276,299
Ratios,Working Capital Days,246,,,,256,,,,224,,,,190,293,212,190,209,230,269,285
Ratios,ROCE %,7%,,,,8%,,,,12%,,,,13%,,12%,15%,14%,11%,7%,5%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,73.67%,,68.20%,68.20%,57.85%,55.75%,54.91%,54.91%,54.91%,54.91%,54.81%,52.34%,51.42%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,0.00%,,0.91%,0.91%,2.50%,2.37%,3.76%,2.59%,1.05%,0.00%,0.05%,0.31%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),Public,26.32%,,30.89%,30.88%,39.65%,41.90%,41.32%,42.49%,44.02%,45.09%,45.13%,47.34%,48.53%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,1390,,1283,1769,2099,2360,28414,43853,203888,213791,268510,330509,337928,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,73.67%,,,,57.85%,,,,54.91%,,,,51.42%,,,,73.67%,73.67%,73.67%,73.67%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,2.50%,,,,1.05%,,,,0.04%,,,,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.75%,0.04%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,26.32%,,,,39.65%,,,,44.02%,,,,48.53%,,,,25.58%,26.29%,26.33%,26.32%
Shareholding Pattern (Yearly),No. of Shareholders,1390,,,,2099,,,,203888,,,,337928,,,,1933,1681,1530,1460
,,,,,,,,,,,,,,,,,,,,,
