Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,105.06,92.75,99.40,100.97,105.41,67.44,85.83,96.29,117.86,81.82,92.14,96.33,108.73,,,,,,,
Quarterly Results,Expenses,90.31,81.56,87.14,87.87,89.96,62.62,76.50,84.75,102.21,73.78,82.61,84.77,94.13,,,,,,,
Quarterly Results,Operating Profit,14.75,11.19,12.26,13.10,15.45,4.82,9.33,11.54,15.65,8.04,9.53,11.56,14.60,,,,,,,
Quarterly Results,OPM %,14.04%,12.06%,12.33%,12.97%,14.66%,7.15%,10.87%,11.98%,13.28%,9.83%,10.34%,12.00%,13.43%,,,,,,,
Quarterly Results,Other Income,1.63,1.89,1.42,2.40,0.69,1.12,1.42,1.11,1.53,1.00,1.32,1.75,1.71,,,,,,,
Quarterly Results,Interest,1.43,1.33,1.36,1.62,1.27,1.73,1.22,1.70,2.28,2.86,2.89,2.73,2.91,,,,,,,
Quarterly Results,Depreciation,4.18,4.27,4.37,3.90,4.93,4.03,4.09,3.94,3.91,4.94,5.00,4.88,5.29,,,,,,,
Quarterly Results,Profit before tax,10.77,7.48,7.95,9.98,9.94,0.18,5.44,7.01,10.99,1.24,2.96,5.70,8.11,,,,,,,
Quarterly Results,Tax %,34.73%,31.15%,31.45%,33.87%,27.16%,-22.22%,23.71%,31.81%,26.48%,27.42%,19.59%,30.00%,39.70%,,,,,,,
Quarterly Results,Net Profit,7.03,5.15,5.45,6.60,7.24,0.23,4.15,4.78,8.09,0.90,2.38,4.00,4.88,,,,,,,
Quarterly Results,EPS in Rs,1.44,1.06,1.12,1.35,1.49,0.05,0.85,0.98,1.66,0.18,0.49,0.82,1.00,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,333,,,,399,,,,367,,,,379,266,269,235,273,335,278,307
Profit & Loss,Expenses,292,,,,347,,,,326,,,,335,278,239,203,238,293,255,268
Profit & Loss,Operating Profit,41,,,,52,,,,41,,,,44,-12,30,32,35,42,23,40
Profit & Loss,OPM %,12%,,,,13%,,,,11%,,,,12%,-4%,11%,13%,13%,13%,8%,13%
Profit & Loss,Other Income,4,,,,6,,,,5,,,,6,2,-2,5,9,2,5,-3
Profit & Loss,Interest,8,,,,6,,,,7,,,,11,10,14,10,9,11,13,11
Profit & Loss,Depreciation,16,,,,17,,,,16,,,,20,7,9,9,10,11,14,16
Profit & Loss,Profit before tax,21,,,,35,,,,24,,,,18,-27,5,18,25,22,0,10
Profit & Loss,Tax %,31%,,,,31%,,,,27%,,,,32%,-19%,5%,-6%,23%,30%,-4600%,28%
Profit & Loss,Net Profit,15,,,,24,,,,17,,,,12,-22,5,19,19,15,3,7
Profit & Loss,EPS in Rs,2.99,,,,5.01,,,,3.54,,,,2.50,,,,,3.17,0.68,1.50
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,16%,4%,4%,5%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,16,,,,49,,,,49,,,,49,8,8,8,8,16,16,16
Balance Sheet,Reserves,159,,,,152,,,,190,,,,204,86,91,110,129,135,138,145
Balance Sheet,Borrowings,53,,,,62,,,,112,,,,118,93,96,81,81,77,90,82
