Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,99.60,46.48,71.92,114.54,67.40,38.52,56.89,106.03,151.33,84.67,76.84,118.98,141.43,,,,,
Quarterly Results,Expenses,93.88,42.30,70.52,97.16,47.81,30.30,51.23,85.59,138.33,71.24,66.41,99.43,133.39,,,,,
Quarterly Results,Operating Profit,5.72,4.18,1.40,17.38,19.59,8.22,5.66,20.44,13.00,13.43,10.43,19.55,8.04,,,,,
Quarterly Results,OPM %,5.74%,8.99%,1.95%,15.17%,29.07%,21.34%,9.95%,19.28%,8.59%,15.86%,13.57%,16.43%,5.68%,,,,,
Quarterly Results,Other Income,1.38,0.17,2.86,0.55,0.31,0.14,0.90,0.09,2.48,0.17,0.69,0.50,5.51,,,,,
Quarterly Results,Interest,5.28,1.98,2.56,2.34,7.50,2.37,3.20,4.30,4.71,4.15,4.29,6.28,4.75,,,,,
Quarterly Results,Depreciation,0.97,1.03,1.09,1.27,1.58,1.99,2.00,2.06,2.06,2.14,2.04,2.39,2.29,,,,,
Quarterly Results,Profit before tax,0.85,1.34,0.61,14.32,10.82,4.00,1.36,14.17,8.71,7.31,4.79,11.38,6.51,,,,,
Quarterly Results,Tax %,109.41%,45.52%,-11.48%,25.70%,97.97%,30.25%,27.94%,24.70%,36.74%,27.36%,21.50%,27.42%,58.22%,,,,,
Quarterly Results,Net Profit,-0.08,0.72,0.68,10.64,0.21,2.80,0.98,10.68,5.50,5.31,3.75,8.26,2.72,,,,,
Quarterly Results,EPS in Rs,-0.03,0.30,0.28,4.44,0.09,1.17,0.41,4.45,2.29,2.21,1.56,3.44,1.13,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,211,,,,300,,,,353,,,,422,197,240,226,304,208
Profit & Loss,Expenses,186,,,,246,,,,302,,,,370,169,201,184,238,176
Profit & Loss,Operating Profit,25,,,,54,,,,51,,,,51,29,39,41,66,32
Profit & Loss,OPM %,12%,,,,18%,,,,14%,,,,12%,14%,16%,18%,22%,15%
Profit & Loss,Other Income,3,,,,-2,,,,4,,,,7,3,1,1,-10,3
Profit & Loss,Interest,14,,,,20,,,,18,,,,19,8,4,7,13,14
Profit & Loss,Depreciation,4,,,,5,,,,8,,,,9,3,3,4,4,4
Profit & Loss,Profit before tax,10,,,,27,,,,28,,,,30,20,33,32,39,17
Profit & Loss,Tax %,29%,,,,54%,,,,29%,,,,33%,36%,37%,30%,27%,27%
Profit & Loss,Net Profit,7,,,,12,,,,20,,,,20,13,20,22,29,13
Profit & Loss,EPS in Rs,2.97,,,,5.18,,,,8.32,,,,8.35,6.70,8.48,9.35,11.94,5.32
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,22%,24%,21%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24,,,,24,,,,24,,,,24,19,24,24,24,24
Balance Sheet,Reserves,113,,,,125,,,,145,,,,165,17,51,70,93,106
Balance Sheet,Borrowings,149,,,,116,,,,150,,,,195,0,15,50,70,111
Balance Sheet,Other Liabilities,81,,,,175,,,,147,,,,197,77,60,116,145,138
