Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,66.72,73.30,61.98,69.43,77.98,75.70,71.72,71.69,78.57,77.15,76.95,81.83,89.15,,,,,,
Quarterly Results,Expenses,59.56,59.39,56.71,60.68,65.30,61.19,58.22,60.67,66.31,63.61,64.04,65.69,72.92,,,,,,
Quarterly Results,Operating Profit,7.16,13.91,5.27,8.75,12.68,14.51,13.50,11.02,12.26,13.54,12.91,16.14,16.23,,,,,,
Quarterly Results,OPM %,10.73%,18.98%,8.50%,12.60%,16.26%,19.17%,18.82%,15.37%,15.60%,17.55%,16.78%,19.72%,18.21%,,,,,,
Quarterly Results,Other Income,0.05,0.54,0.04,0.03,0.24,0.06,0.64,0.01,0.22,0.05,0.17,0.02,-3.94,,,,,,
Quarterly Results,Interest,0.03,0.04,0.05,0.02,0.02,0.04,0.04,0.01,0.00,0.03,0.02,0.02,0.01,,,,,,
Quarterly Results,Depreciation,2.13,2.18,2.24,2.25,2.06,2.22,2.32,2.53,2.46,2.51,2.60,2.63,2.59,,,,,,
Quarterly Results,Profit before tax,5.05,12.23,3.02,6.51,10.84,12.31,11.78,8.49,10.02,11.05,10.46,13.51,9.69,,,,,,
Quarterly Results,Tax %,12.87%,19.22%,11.92%,16.59%,12.36%,18.44%,15.62%,23.91%,20.46%,21.54%,11.19%,18.80%,37.36%,,,,,,
Quarterly Results,Net Profit,4.40,9.88,2.66,5.43,9.50,10.04,9.94,6.46,7.97,8.67,9.29,10.97,6.07,,,,,,
Quarterly Results,EPS in Rs,2.98,6.69,1.80,3.68,6.43,6.80,6.73,4.37,5.40,5.87,6.29,7.43,4.11,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,233,,,,283,,,,298,,,,325,153,166,199,197,178,185
Profit & Loss,Expenses,199,,,,242,,,,246,,,,266,123,129,165,173,160,158
Profit & Loss,Operating Profit,33,,,,41,,,,52,,,,59,30,37,34,24,18,26
Profit & Loss,OPM %,14%,,,,14%,,,,17%,,,,18%,20%,22%,17%,12%,10%,14%
Profit & Loss,Other Income,0,,,,1,,,,0,,,,-4,-2,1,0,2,0,6
Profit & Loss,Interest,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Profit & Loss,Depreciation,9,,,,9,,,,10,,,,10,7,8,9,9,10,9
Profit & Loss,Profit before tax,25,,,,33,,,,43,,,,45,22,30,26,17,9,24
Profit & Loss,Tax %,13%,,,,16%,,,,19%,,,,22%,15%,23%,11%,-5%,-20%,16%
Profit & Loss,Net Profit,22,,,,27,,,,34,,,,35,19,23,23,18,10,20
Profit & Loss,EPS in Rs,14.63,,,,18.60,,,,23.30,,,,23.70,12.61,15.68,15.58,11.88,7.09,13.35
Profit & Loss,Dividend Payout %,14%,,,,11%,,,,9%,,,,21%,3%,1%,3%,17%,28%,15%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,7,,,,7,,,,7,,,,7,5,5,7,7,7,7
Balance Sheet,Reserves,910,,,,913,,,,979,,,,1077,627,683,725,746,754,810
Balance Sheet,Borrowings,0,,,,1,,,,0,,,,0,5,5,5,4,6,0
Balance Sheet,Other Liabilities,85,,,,78,,,,94,,,,112,62,84,88,89,84,105
Balance Sheet,Total Liabilities,1002,,,,1000,,,,1081,,,,1196,699,776,825,847,851,922
Balance Sheet,Fixed Assets,113,,,,111,,,,138,,,,134,120,124,122,125,122,116
Balance Sheet,CWIP,0,,,,0,,,,0,,,,4,0,0,0,0,0,0
Balance Sheet,Investments,796,,,,807,,,,872,,,,962,470,536,605,608,616,687
Balance Sheet,Other Assets,93,,,,82,,,,71,,,,96,109,116,98,113,113,119
Balance Sheet,Total Assets,1002,,,,1000,,,,1081,,,,1196,699,776,825,847,851,922
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,22,,,,16,,,,40,,,,30,6,10,50,3,3,9
Cash Flows,Cash from Investing Activity,-13,,,,-21,,,,-35,,,,-18,-4,-8,-52,-2,5,0
Cash Flows,Cash from Financing Activity,-3,,,,-2,,,,-4,,,,-3,-1,-1,-1,-3,-1,-9
Cash Flows,Net Cash Flow,7,,,,-8,,,,1,,,,9,1,1,-2,-1,6,1
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,58,,,,51,,,,45,,,,57,63,59,63,63,70,82
Ratios,Inventory Days,48,,,,38,,,,41,,,,29,51,58,53,54,66,59
Ratios,Days Payable,157,,,,115,,,,133,,,,134,101,166,164,153,169,205
Ratios,Cash Conversion Cycle,-51,,,,-26,,,,-47,,,,-47,14,-49,-48,-36,-34,-64
Ratios,Working Capital Days,35,,,,40,,,,22,,,,85,81,109,103,101,106,139
Ratios,ROCE %,3%,,,,4%,,,,5%,,,,6%,,5%,4%,2%,1%,2%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,74.97%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.03%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,
Shareholding Pattern (Quarterly),Public,,25.01%,25.01%,25.01%,25.01%,25.00%,24.97%,24.98%,25.01%,25.00%,25.01%,25.00%,25.00%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,15115,15160,14861,14695,14975,15329,15483,15406,15573,16173,15378,15341,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.97%,,,,74.97%,,,,74.97%,,,,74.97%,,74.97%,74.97%,74.97%,74.97%,74.97%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,0.00%,0.00%,0.00%,0.00%,0.02%
Shareholding Pattern (Yearly),DIIs,0.01%,,,,0.01%,,,,0.01%,,,,0.01%,,0.04%,0.03%,0.02%,0.02%,0.02%
Shareholding Pattern (Yearly),Public,25.01%,,,,25.01%,,,,25.01%,,,,25.00%,,24.99%,25.00%,25.01%,25.01%,24.99%
Shareholding Pattern (Yearly),No. of Shareholders,14986,,,,14695,,,,15406,,,,15341,,14176,16615,16253,15535,13890
,,,,,,,,,,,,,,,,,,,,
