Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,42.36%,42.36%,42.36%,42.36%,42.36%,42.36%,42.36%,42.36%,47.26%,47.26%,47.26%,47.34%,,,,,,
Shareholding Pattern (Quarterly),FIIs,19.58%,23.21%,23.28%,23.31%,23.27%,22.91%,22.85%,22.64%,12.89%,10.90%,9.50%,9.52%,,,,,,
Shareholding Pattern (Quarterly),DIIs,3.53%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.05%,0.70%,0.93%,0.93%,0.93%,,,,,,
Shareholding Pattern (Quarterly),Public,34.52%,34.39%,34.31%,34.28%,34.32%,34.70%,34.74%,34.96%,39.16%,40.91%,42.31%,42.22%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,15577,15227,15228,14673,16660,17434,17335,17044,18456,18396,18307,18264,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,42.36%,,,,42.36%,,,,47.34%,42.36%,42.36%,42.36%,42.36%,42.36%,42.36%
Shareholding Pattern (Yearly),FIIs,,,,23.31%,,,,22.64%,,,,9.52%,21.17%,21.17%,21.17%,21.17%,21.17%,19.43%
Shareholding Pattern (Yearly),DIIs,,,,0.05%,,,,0.05%,,,,0.93%,3.55%,3.54%,3.54%,3.58%,3.54%,3.53%
Shareholding Pattern (Yearly),Public,,,,34.28%,,,,34.96%,,,,42.22%,32.91%,32.93%,32.93%,32.89%,32.93%,34.67%
Shareholding Pattern (Yearly),No. of Shareholders,,,,14673,,,,17044,,,,18264,10554,8232,7763,7452,7873,14913
,,,,,,,,,,,,,,,,,,,
