Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,21.13,14.40,13.55,17.73,62.50,9.71,-4.52,12.58,12.55,9.33,6.20,1.09,1.37,,,,
Quarterly Results,Expenses,22.28,10.98,9.07,22.18,69.57,21.42,8.98,45.70,19.37,23.11,6.42,25.23,2.84,,,,
Quarterly Results,Operating Profit,-1.15,3.42,4.48,-4.45,-7.07,-11.71,-13.50,-33.12,-6.82,-13.78,-0.22,-24.14,-1.47,,,,
Quarterly Results,OPM %,-5.44%,23.75%,33.06%,-25.10%,-11.31%,-120.60%,,-263.28%,-54.34%,-147.70%,-3.55%,-2214.68%,-107.30%,,,,
Quarterly Results,Other Income,0.61,0.14,0.29,1.84,12.07,1.52,14.36,10.61,2.59,1.16,1.74,1.02,1.07,,,,
Quarterly Results,Interest,4.00,2.34,3.64,3.37,2.89,3.19,2.81,6.48,1.27,2.76,1.91,-3.13,2.04,,,,
Quarterly Results,Depreciation,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.06,0.03,0.03,0.03,0.03,0.02,,,,
Quarterly Results,Profit before tax,-4.56,1.19,1.10,-6.01,2.08,-13.41,-1.98,-29.05,-5.53,-15.41,-0.42,-20.02,-2.46,,,,
Quarterly Results,Tax %,116.23%,12.61%,7.27%,-3.66%,3.85%,-0.00%,-0.00%,-0.03%,0.36%,-0.00%,-0.00%,0.05%,0.41%,,,,
Quarterly Results,Net Profit,-9.86,1.03,1.01,-5.80,1.99,-13.41,-1.98,-29.04,-5.55,-15.41,-0.43,-20.03,-2.47,,,,
Quarterly Results,EPS in Rs,-0.08,0.01,0.01,-0.05,0.01,-0.08,-0.01,-0.15,-0.03,-0.06,-0.00,-0.04,-0.00,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,102,,,,91,,,,-27,,,,18,129,,,
Profit & Loss,Expenses,73,,,,94,,,,27,,,,58,94,,,
Profit & Loss,Operating Profit,29,,,,-3,,,,-53,,,,-40,35,,,
Profit & Loss,OPM %,28%,,,,-4%,,,,-259%,,,,-220%,27%,,,
Profit & Loss,Other Income,10,,,,12,,,,28,,,,5,8,,,
Profit & Loss,Interest,14,,,,13,,,,11,,,,4,15,,,
Profit & Loss,Depreciation,0,,,,0,,,,0,,,,0,0,,,
Profit & Loss,Profit before tax,24,,,,-4,,,,-37,,,,-38,28,,,
Profit & Loss,Tax %,28%,,,,1%,,,,0%,,,,0%,27%,,,
Profit & Loss,Net Profit,17,,,,-4,,,,-37,,,,-38,20,,,
Profit & Loss,EPS in Rs,0.14,,,,-0.03,,,,-0.17,,,,-0.07,0.16,,,
Profit & Loss,Dividend Payout %,-0%,,,,-0%,,,,-0%,,,,-0%,3%,,,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,62,,,,67,,,,110,,,,261,12,,,
Balance Sheet,Reserves,78,,,,867,,,,800,,,,620,111,,,
Balance Sheet,Borrowings,89,,,,126,,,,76,,,,64,92,,,
Balance Sheet,Other Liabilities,98,,,,69,,,,107,,,,113,99,,,
Balance Sheet,Total Liabilities,327,,,,1128,,,,1093,,,,1059,314,,,
Balance Sheet,Fixed Assets,1,,,,1,,,,1,,,,1,1,,,
Balance Sheet,CWIP,-0,,,,-0,,,,-0,,,,-0,-0,,,
Balance Sheet,Investments,29,,,,683,,,,24,,,,16,56,,,
Balance Sheet,Other Assets,297,,,,444,,,,1068,,,,1042,257,,,
Balance Sheet,Total Assets,327,,,,1128,,,,1093,,,,1059,314,,,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-20,,,,-163,,,,68,,,,17,35,,,
Cash Flows,Cash from Investing Activity,37,,,,-654,,,,664,,,,10,-2,,,
Cash Flows,Cash from Financing Activity,-17,,,,821,,,,-47,,,,-16,-32,,,
Cash Flows,Net Cash Flow,0,,,,3,,,,686,,,,11,-0,,,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,299,,,,343,,,,-1145,,,,1644,163,,,
Ratios,Inventory Days,,,,,,,,,-1972,,,,4941,,,,
Ratios,Days Payable,,,,,,,,,,,,,213,,,,
Ratios,Cash Conversion Cycle,299,,,,343,,,,-3118,,,,6372,163,,,
Ratios,Working Capital Days,666,,,,1205,,,,3616,,,,5115,484,,,
Ratios,ROCE %,17%,,,,1%,,,,-3%,,,,-4%,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,18.61%,12.76%,4.27%,3.27%,3.27%,2.59%,2.26%,1.98%,1.98%,1.27%,0.83%,0.83%,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.91%,7.87%,2.73%,0.78%,0.00%,0.00%,0.19%,0.00%,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,,,,
Shareholding Pattern (Quarterly),Public,,81.39%,87.25%,95.73%,96.74%,95.82%,89.54%,95.00%,97.23%,98.02%,98.73%,98.98%,99.17%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,108126,133607,129456,127023,118933,119465,160231,201133,209027,229588,262547,276472,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,25.93%,,,,3.27%,,,,1.98%,,,,0.83%,62.72%,65.04%,65.04%,65.16%
Shareholding Pattern (Yearly),FIIs,21.14%,,,,0.00%,,,,0.78%,,,,0.00%,3.70%,4.69%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,2.19%,0.00%,1.13%,0.03%
Shareholding Pattern (Yearly),Public,52.93%,,,,96.74%,,,,97.23%,,,,99.17%,31.39%,30.27%,33.83%,34.81%
Shareholding Pattern (Yearly),No. of Shareholders,72756,,,,127023,,,,201133,,,,276472,5408,36094,7376,5998
,,,,,,,,,,,,,,,,,,
