Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Quarterly Results,Sales,89.10,82.78,86.38,86.58,80.68,65.96,54.72,60.79,59.83,65.62,77.38,73.29,76.27,,,,
Quarterly Results,Expenses,77.88,69.02,71.63,71.29,67.93,57.12,43.96,47.14,46.36,55.53,66.79,69.30,63.72,,,,
Quarterly Results,Operating Profit,11.22,13.76,14.75,15.29,12.75,8.84,10.76,13.65,13.47,10.09,10.59,3.99,12.55,,,,
Quarterly Results,OPM %,12.59%,16.62%,17.08%,17.66%,15.80%,13.40%,19.66%,22.45%,22.51%,15.38%,13.69%,5.44%,16.45%,,,,
Quarterly Results,Other Income,4.07,3.28,4.14,-4.57,-0.22,-47.68,5.93,1.51,-0.70,-1.85,-4.11,3.94,-1.69,,,,
Quarterly Results,Interest,0.10,0.20,0.02,0.01,0.27,0.29,0.37,0.41,0.61,0.37,0.45,1.38,0.74,,,,
Quarterly Results,Depreciation,0.17,0.19,0.19,0.19,1.19,0.29,0.66,0.48,0.67,0.49,0.46,0.48,0.46,,,,
Quarterly Results,Profit before tax,15.02,16.65,18.68,10.52,11.07,-39.42,15.66,14.27,11.49,7.38,5.57,6.07,9.66,,,,
Quarterly Results,Tax %,15.38%,15.08%,17.08%,21.86%,26.83%,4.90%,7.92%,4.77%,4.87%,12.06%,17.41%,11.70%,10.56%,,,,
Quarterly Results,Net Profit,12.71,14.15,15.49,8.23,8.10,-41.34,14.43,13.59,10.93,6.48,4.59,5.36,8.64,,,,
Quarterly Results,EPS in Rs,2.54,2.83,3.10,1.64,1.59,-8.07,2.82,2.65,2.01,1.17,0.83,0.97,1.57,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,279,,,,336,,,,241,,,,293,14,46,231,
Profit & Loss,Expenses,229,,,,279,,,,197,,,,255,12,37,189,
Profit & Loss,Operating Profit,51,,,,57,,,,45,,,,37,2,8,43,
