Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,32,33,36,34,34,30,32,32,39,45,49,55,51,,,,,
Quarterly Results,Expenses,25,26,27,24,24,22,23,22,27,33,36,41,36,,,,,
Quarterly Results,Operating Profit,7,8,9,9,10,8,10,10,12,12,13,14,14,,,,,
Quarterly Results,OPM %,21%,23%,25%,28%,29%,28%,30%,31%,31%,27%,26%,26%,28%,,,,,
Quarterly Results,Other Income,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,1,2,2,2,1,2,2,,,,,
Quarterly Results,Profit before tax,6,7,8,9,10,8,9,8,10,11,11,13,13,,,,,
Quarterly Results,Tax %,19%,25%,25%,24%,25%,25%,27%,27%,23%,23%,23%,22%,23%,,,,,
Quarterly Results,Net Profit,5,5,6,7,7,6,6,6,8,8,9,10,10,,,,,
Quarterly Results,EPS in Rs,1.17,1.22,1.42,1.51,1.55,1.25,1.38,1.30,1.72,1.81,1.91,2.14,2.21,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,100,,,,137,,,,133,,,,200,65,,,,
Profit & Loss,Expenses,75,,,,101,,,,93,,,,146,50,,,,
Profit & Loss,Operating Profit,25,,,,36,,,,40,,,,54,15,,,,
Profit & Loss,OPM %,25%,,,,26%,,,,30%,,,,27%,23%,,,,
Profit & Loss,Other Income,2,,,,0,,,,0,,,,1,0,,,,
Profit & Loss,Interest,0,,,,0,,,,1,,,,1,1,,,,
Profit & Loss,Depreciation,2,,,,3,,,,5,,,,6,2,,,,
Profit & Loss,Profit before tax,24,,,,34,,,,35,,,,48,12,,,,
Profit & Loss,Tax %,24%,,,,25%,,,,25%,,,,23%,25%,,,,
Profit & Loss,Net Profit,18,,,,25,,,,26,,,,37,9,,,,
Profit & Loss,EPS in Rs,4.09,,,,5.48,,,,5.66,,,,8.05,2.10,,,,
Profit & Loss,Dividend Payout %,6%,,,,5%,,,,8%,,,,12%,6%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,23,,,,46,11,,,,
Balance Sheet,Reserves,98,,,,122,,,,135,,,,148,54,,,,
Balance Sheet,Borrowings,6,,,,10,,,,9,,,,7,0,,,,
Balance Sheet,Other Liabilities,18,,,,18,,,,19,,,,31,10,,,,
Balance Sheet,Total Liabilities,132,,,,161,,,,186,,,,231,75,,,,
Balance Sheet,Fixed Assets,27,,,,27,,,,88,,,,93,28,,,,
Balance Sheet,CWIP,31,,,,59,,,,0,,,,2,0,,,,
Balance Sheet,Investments,2,,,,6,,,,14,,,,34,0,,,,
Balance Sheet,Other Assets,73,,,,69,,,,84,,,,102,47,,,,
Balance Sheet,Total Assets,132,,,,161,,,,186,,,,231,75,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,9,,,,20,,,,21,,,,39,11,,,,
Cash Flows,Cash from Investing Activity,-42,,,,-24,,,,-15,,,,-30,-13,,,,
Cash Flows,Cash from Financing Activity,29,,,,3,,,,-3,,,,-5,8,,,,
Cash Flows,Net Cash Flow,-4,,,,-1,,,,2,,,,4,7,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,131,,,,98,,,,109,,,,94,103,,,,
Ratios,Inventory Days,166,,,,159,,,,260,,,,223,149,,,,
Ratios,Days Payable,130,,,,99,,,,121,,,,114,75,,,,
Ratios,Cash Conversion Cycle,167,,,,159,,,,248,,,,202,177,,,,
Ratios,Working Capital Days,137,,,,128,,,,167,,,,184,130,,,,
Ratios,ROCE %,26%,,,,26%,,,,23%,,,,26%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.61%,69.61%,66.39%,62.92%,62.92%,62.92%,62.92%,62.92%,62.92%,62.92%,62.92%,62.92%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.04%,0.01%,0.05%,0.18%,,,,,
Shareholding Pattern (Quarterly),Public,,30.39%,30.39%,33.61%,37.09%,37.07%,37.01%,37.08%,37.08%,37.04%,37.08%,37.03%,36.91%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,4993,5255,5339,6636,8792,10730,10036,9801,8724,9868,14675,14977,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.61%,,,,62.92%,,,,62.92%,,,,62.92%,69.61%,73.26%,73.26%,73.26%,73.26%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.03%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,30.36%,,,,37.09%,,,,37.08%,,,,36.91%,30.39%,26.74%,26.74%,26.74%,26.74%
Shareholding Pattern (Yearly),No. of Shareholders,4942,,,,6636,,,,9801,,,,14977,732,154,168,185,226
,,,,,,,,,,,,,,,,,,,
