Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1,26,3,2,1,0,0,0,1,2,1,2,1,,,,,,
Quarterly Results,Expenses,1,3,4,1,2,0,0,1,7,1,1,5,3,,,,,,
Quarterly Results,Operating Profit,0,23,-1,1,-0,-0,-0,-1,-6,1,-1,-3,-2,,,,,,
Quarterly Results,OPM %,17%,88%,-28%,71%,-32%,-50%,-28%,-672%,-511%,65%,-89%,-145%,-176%,,,,,,
Quarterly Results,Other Income,-72,-55,-71,-86,125,-84,-88,-69,-157,-68,-57,-68,1339,,,,,,
Quarterly Results,Interest,5,32,5,5,5,5,5,5,-1,4,4,4,4,,,,,,
Quarterly Results,Depreciation,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Quarterly Results,Profit before tax,-77,-71,-77,-90,120,-90,-94,-76,-162,-71,-61,-75,1333,,,,,,
Quarterly Results,Tax %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,-0%,0%,,,,,,
Quarterly Results,Net Profit,-77,-71,-77,-96,116,-90,-99,-76,-168,-75,-45,-98,1347,,,,,,
Quarterly Results,EPS in Rs,-3.23,-2.95,-3.20,-4.00,4.83,-3.74,-4.13,-3.18,-7.02,-3.13,-1.89,-4.10,56.22,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6,,,,8,,,,2,,,,6,0,0,86,75,70,81
Profit & Loss,Expenses,4,,,,8,,,,9,,,,10,0,676,215,205,187,264
Profit & Loss,Operating Profit,3,,,,-1,,,,-7,,,,-5,0,-676,-128,-130,-118,-183
Profit & Loss,OPM %,43%,,,,-7%,,,,-428%,,,,-83%,,,-149%,-174%,-170%,-225%
Profit & Loss,Other Income,-279,,,,-97,,,,-399,,,,1146,0,676,203,9,8,10
Profit & Loss,Interest,21,,,,21,,,,15,,,,15,0,0,247,129,131,135
Profit & Loss,Depreciation,0,,,,0,,,,0,,,,0,0,0,12,10,18,21
Profit & Loss,Profit before tax,-297,,,,-118,,,,-421,,,,1126,0,-0,-185,-260,-259,-329
