Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1756,2006,2282,2157,2371,2301,2386,2422,2538,2462,2573,2653,2982,,,,,,,
Quarterly Results,Expenses,1376,1598,1844,1721,1890,1849,1911,1934,2035,2006,2107,2158,2507,,,,,,,
Quarterly Results,Operating Profit,380,408,437,436,480,453,476,488,503,456,466,495,476,,,,,,,
Quarterly Results,OPM %,22%,20%,19%,20%,20%,20%,20%,20%,20%,19%,18%,19%,16%,,,,,,,
Quarterly Results,Other Income,42,41,38,74,50,48,41,62,56,62,65,34,49,,,,,,,
Quarterly Results,Interest,10,11,11,12,11,12,13,13,13,13,12,16,16,,,,,,,
Quarterly Results,Depreciation,53,59,59,59,57,57,68,72,75,73,78,73,82,,,,,,,
Quarterly Results,Profit before tax,359,379,406,439,462,431,436,466,471,433,441,440,427,,,,,,,
Quarterly Results,Tax %,27%,27%,26%,32%,26%,28%,28%,28%,28%,27%,27%,27%,27%,,,,,,,
Quarterly Results,Net Profit,263,276,301,298,341,312,316,337,341,314,320,320,310,,,,,,,
Quarterly Results,EPS in Rs,24.83,26.09,28.41,28.11,32.20,29.44,29.84,31.79,32.24,29.63,30.20,30.45,29.38,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6570,,,,8816,,,,9647,,,,10670,2619,3066,3248,3747,5078,5619,5450
Profit & Loss,Expenses,5155,,,,7055,,,,7728,,,,8778,2220,2547,2663,3172,4164,4509,4442
Profit & Loss,Operating Profit,1415,,,,1761,,,,1919,,,,1892,399,519,586,576,915,1110,1007
Profit & Loss,OPM %,22%,,,,20%,,,,20%,,,,18%,15%,17%,18%,15%,18%,20%,18%
Profit & Loss,Other Income,152,,,,203,,,,207,,,,210,25,84,58,193,223,209,154
Profit & Loss,Interest,44,,,,44,,,,51,,,,56,3,2,2,2,2,36,46
Profit & Loss,Depreciation,214,,,,234,,,,272,,,,305,48,59,62,89,104,183,218
Profit & Loss,Profit before tax,1309,,,,1686,,,,1804,,,,1741,372,542,579,678,1031,1100,897
Profit & Loss,Tax %,27%,,,,28%,,,,28%,,,,27%,16%,23%,27%,25%,26%,25%,26%
Profit & Loss,Net Profit,961,,,,1216,,,,1306,,,,1264,311,419,425,507,768,822,666
Profit & Loss,EPS in Rs,90.68,,,,114.77,,,,123.28,,,,119.64,10.36,55.88,41.78,49.39,73.61,78.33,63.14
Profit & Loss,Dividend Payout %,39%,,,,39%,,,,41%,,,,46%,50%,26%,29%,32%,29%,27%,35%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,21,,,,21,,,,21,,,,21,300,300,20,20,21,21,21
Balance Sheet,Reserves,4141,,,,4414,,,,5306,,,,6059,2,766,1465,1916,2458,2748,3452
Balance Sheet,Borrowings,477,,,,454,,,,659,,,,578,969,196,102,70,70,30,480
Balance Sheet,Other Liabilities,1438,,,,3295,,,,2497,,,,2970,507,681,644,696,802,1504,1113
Balance Sheet,Total Liabilities,6077,,,,8184,,,,8483,,,,9627,1778,1942,2232,2702,3352,4303,5066
Balance Sheet,Fixed Assets,1283,,,,1303,,,,1613,,,,2245,569,621,614,709,780,1174,1282
Balance Sheet,CWIP,10,,,,6,,,,13,,,,28,0,14,2,0,0,9,12
Balance Sheet,Investments,1478,,,,2284,,,,1493,,,,1310,0,56,195,221,575,642,1515
Balance Sheet,Other Assets,3307,,,,4590,,,,5365,,,,6045,1208,1252,1421,1772,1997,2479,2257
Balance Sheet,Total Assets,6077,,,,8184,,,,8483,,,,9627,1778,1942,2232,2702,3352,4303,5066
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1006,,,,1313,,,,1493,,,,1481,289,544,388,409,806,638,1332
Cash Flows,Cash from Investing Activity,-448,,,,-578,,,,-233,,,,-509,-667,-176,-178,-196,-509,-222,-1005
Cash Flows,Cash from Financing Activity,-498,,,,-445,,,,-658,,,,-718,464,-383,-222,-132,-245,-406,-363
