Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,31.49,13.10,20.74,21.80,45.81,33.59,38.62,42.85,65.40,32.38,45.72,29.81,32.92,,,,,,,
Quarterly Results,Expenses,30.22,8.51,16.47,14.74,38.14,27.61,33.75,35.56,54.77,29.86,38.53,25.10,24.16,,,,,,,
Quarterly Results,Operating Profit,1.27,4.59,4.27,7.06,7.67,5.98,4.87,7.29,10.63,2.52,7.19,4.71,8.76,,,,,,,
Quarterly Results,OPM %,4.03%,35.04%,20.59%,32.39%,16.74%,17.80%,12.61%,17.01%,16.25%,7.78%,15.73%,15.80%,26.61%,,,,,,,
Quarterly Results,Other Income,0.17,0.18,0.40,0.33,0.75,0.37,0.55,0.52,0.57,2.78,-1.50,1.14,0.83,,,,,,,
Quarterly Results,Interest,1.93,2.76,2.67,4.50,5.46,4.09,4.16,4.04,5.04,3.09,3.13,1.90,2.43,,,,,,,
Quarterly Results,Depreciation,0.17,0.18,0.18,0.18,0.17,0.14,0.15,0.15,0.15,0.13,0.13,0.13,0.22,,,,,,,
Quarterly Results,Profit before tax,-0.66,1.83,1.82,2.71,2.79,2.12,1.11,3.62,6.01,2.08,2.43,3.82,6.94,,,,,,,
Quarterly Results,Tax %,42.42%,30.05%,40.11%,22.14%,10.75%,23.58%,14.41%,37.29%,7.82%,18.27%,-4.94%,47.12%,19.60%,,,,,,,
Quarterly Results,Net Profit,-0.95,1.29,1.10,2.12,2.48,1.62,0.94,2.27,5.53,1.70,2.55,2.02,5.59,,,,,,,
Quarterly Results,EPS in Rs,0.21,0.51,0.42,0.73,0.84,0.50,0.23,0.54,1.68,0.40,0.55,0.63,1.25,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,66,,,,101,,,,180,,,,141,29,29,45,31,54,49,47
Profit & Loss,Expenses,60,,,,78,,,,152,,,,118,18,21,36,17,44,34,59
Profit & Loss,Operating Profit,6,,,,24,,,,29,,,,23,11,8,8,14,10,15,-12
Profit & Loss,OPM %,9%,,,,23%,,,,16%,,,,17%,37%,28%,19%,44%,19%,30%,-26%
Profit & Loss,Other Income,1,,,,1,,,,2,,,,3,0,1,3,3,3,1,3
Profit & Loss,Interest,8,,,,15,,,,17,,,,11,9,7,7,6,7,7,7
Profit & Loss,Depreciation,1,,,,1,,,,1,,,,1,1,1,1,1,1,1,1
Profit & Loss,Profit before tax,-2,,,,9,,,,13,,,,15,1,1,4,10,5,9,-17
Profit & Loss,Tax %,69%,,,,24%,,,,19%,,,,28%,18%,19%,21%,23%,50%,26%,27%
Profit & Loss,Net Profit,-5,,,,7,,,,10,,,,11,1,1,3,8,6,6,-24
Profit & Loss,EPS in Rs,-0.30,,,,2.50,,,,2.94,,,,2.53,0.55,0.48,2.02,3.57,2.19,0.92,-7.34
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,31,,,,31,,,,31,,,,45,8,8,8,11,15,31,31
Balance Sheet,Reserves,25,,,,37,,,,45,,,,115,27,28,32,39,62,49,26
Balance Sheet,Borrowings,110,,,,138,,,,119,,,,64,58,65,55,47,36,50,65
Balance Sheet,Other Liabilities,55,,,,68,,,,73,,,,92,33,34,27,21,68,58,54
Balance Sheet,Total Liabilities,222,,,,274,,,,268,,,,316,126,135,122,118,181,188,176
Balance Sheet,Fixed Assets,7,,,,7,,,,6,,,,8,10,9,8,8,9,8,7
Balance Sheet,CWIP,0,,,,1,,,,1,,,,0,0,0,0,0,0,0,0
Balance Sheet,Investments,20,,,,14,,,,9,,,,8,13,20,17,22,26,22,22
Balance Sheet,Other Assets,195,,,,252,,,,253,,,,299,103,106,97,88,147,158,146
Balance Sheet,Total Assets,222,,,,274,,,,268,,,,316,126,135,122,118,181,188,176
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-27,,,,-15,,,,36,,,,23,,,,18,23,-7,-1
Cash Flows,Cash from Investing Activity,-4,,,,-4,,,,-5,,,,-12,,,,-4,-9,7,-2
Cash Flows,Cash from Financing Activity,35,,,,18,,,,-32,,,,7,,,,-12,-19,1,4
Cash Flows,Net Cash Flow,4,,,,-2,,,,-1,,,,18,,,,1,-5,0,1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,83,,,,91,,,,78,,,,30,93,102,132,102,63,116,144
Ratios,Inventory Days,,,,,,,,,2017,,,,820,6636,4173,1076,4866,2864,9973,1081
Ratios,Days Payable,,,,,,,,,140,,,,33,428,342,106,401,150,708,71
Ratios,Cash Conversion Cycle,83,,,,91,,,,1955,,,,817,6300,3933,1102,4566,2777,9380,1154
Ratios,Working Capital Days,769,,,,648,,,,353,,,,466,851,837,556,727,714,890,841
Ratios,ROCE %,4%,,,,12%,,,,14%,,,,11%,,8%,10%,17%,10%,10%,-6%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.94%,69.94%,69.94%,69.94%,69.94%,69.94%,69.94%,71.65%,69.94%,69.94%,65.03%,58.30%,,,,,,,
Shareholding Pattern (Quarterly),Public,,30.07%,30.06%,30.06%,30.06%,30.06%,30.06%,30.06%,28.35%,30.06%,30.06%,34.97%,41.70%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,5746,6301,5181,4836,4712,4682,5314,5291,5570,5444,5642,5926,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.94%,,,,69.94%,,,,71.65%,,,,58.30%,,,,,69.59%,69.94%,69.94%
Shareholding Pattern (Yearly),Public,30.07%,,,,30.06%,,,,28.35%,,,,41.70%,,,,,30.42%,30.06%,30.06%
Shareholding Pattern (Yearly),No. of Shareholders,5796,,,,4836,,,,5291,,,,5926,,,,,258,501,2036
,,,,,,,,,,,,,,,,,,,,,
