Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,10.65%,10.84%,11.39%,11.44%,11.41%,10.96%,10.38%,9.51%,9.98%,10.05%,9.52%,10.64%,,,,,,
Shareholding Pattern (Quarterly),DIIs,16.25%,16.11%,16.57%,16.56%,16.52%,16.51%,15.92%,16.37%,16.11%,15.19%,14.46%,14.57%,,,,,,
Shareholding Pattern (Quarterly),Public,22.10%,22.05%,21.04%,20.99%,21.07%,21.52%,22.70%,23.11%,22.90%,23.77%,25.02%,23.79%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,305265,298420,280484,285745,289776,301596,339597,377234,398584,488060,506992,528263,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,51.00%,,,,51.00%,,,,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%,51.00%
Shareholding Pattern (Yearly),FIIs,,,,11.44%,,,,9.51%,,,,10.64%,11.43%,10.66%,11.15%,11.83%,11.63%,11.11%
Shareholding Pattern (Yearly),DIIs,,,,16.56%,,,,16.37%,,,,14.57%,18.70%,17.94%,17.25%,18.34%,16.69%,15.99%
Shareholding Pattern (Yearly),Public,,,,20.99%,,,,23.11%,,,,23.79%,18.87%,20.40%,20.60%,18.83%,20.68%,21.90%
Shareholding Pattern (Yearly),No. of Shareholders,,,,285745,,,,377234,,,,528263,115022,167880,185851,192839,236779,296543
,,,,,,,,,,,,,,,,,,,
