Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1212,441,683,642,600,476,1012,1056,1286,771,1143,1148,1758,,,,
Quarterly Results,Expenses,916,409,548,493,667,397,821,746,998,594,946,910,1492,,,,
Quarterly Results,Operating Profit,296,32,135,148,-67,79,191,310,288,177,197,237,266,,,,
Quarterly Results,OPM %,24%,7%,20%,23%,-11%,17%,19%,29%,22%,23%,17%,21%,15%,,,,
Quarterly Results,Other Income,107,56,62,23,133,84,89,58,80,84,101,47,157,,,,
Quarterly Results,Interest,12,12,12,12,-1,9,10,8,7,7,9,11,12,,,,
Quarterly Results,Depreciation,18,19,20,19,11,17,19,20,19,19,26,32,27,,,,
Quarterly Results,Profit before tax,374,56,165,140,57,137,251,340,342,236,263,242,384,,,,
Quarterly Results,Tax %,27%,25%,32%,21%,30%,28%,28%,28%,24%,26%,28%,27%,25%,,,,
Quarterly Results,Net Profit,275,42,113,110,39,99,182,244,259,174,189,177,287,,,,
Quarterly Results,EPS in Rs,10.44,1.60,4.29,4.20,1.50,3.75,6.90,9.29,9.84,6.62,7.18,6.73,10.92,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3191,,,,2365,,,,3830,,,,4820,2355,2966,3422,2819
Profit & Loss,Expenses,2564,,,,2103,,,,2949,,,,3942,1891,2394,2711,2096
Profit & Loss,Operating Profit,627,,,,262,,,,882,,,,878,465,571,711,723
Profit & Loss,OPM %,20%,,,,11%,,,,23%,,,,18%,20%,19%,21%,26%
Profit & Loss,Other Income,260,,,,269,,,,310,,,,389,189,226,245,203
Profit & Loss,Interest,53,,,,43,,,,46,,,,39,12,15,50,58
Profit & Loss,Depreciation,68,,,,69,,,,75,,,,103,38,34,49,60
Profit & Loss,Profit before tax,766,,,,418,,,,1071,,,,1125,604,748,858,808
Profit & Loss,Tax %,26%,,,,27%,,,,27%,,,,26%,34%,36%,26%,25%
Profit & Loss,Net Profit,564,,,,305,,,,783,,,,827,396,478,632,609
Profit & Loss,EPS in Rs,21.44,,,,11.58,,,,29.77,,,,31.45,14.58,18.17,24.02,23.13
Profit & Loss,Dividend Payout %,39%,,,,73%,,,,33%,,,,31%,41%,36%,35%,34%
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,132,,,,132,,,,132,,,,132,136,132,132,132
Balance Sheet,Reserves,4262,,,,4296,,,,4872,,,,5448,3120,3197,3591,3902
Balance Sheet,Borrowings,554,,,,587,,,,502,,,,560,123,123,123,540
Balance Sheet,Other Liabilities,3467,,,,5006,,,,6531,,,,7260,2109,1799,2565,2976
Balance Sheet,Total Liabilities,8414,,,,10021,,,,12037,,,,13399,5487,5251,6411,7549
Balance Sheet,Fixed Assets,970,,,,953,,,,968,,,,3048,349,376,764,867
Balance Sheet,CWIP,1264,,,,1619,,,,2196,,,,515,121,342,799,1176
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,0,0,0,0
Balance Sheet,Other Assets,6180,,,,7449,,,,8873,,,,9836,5017,4532,4848,5506
Balance Sheet,Total Assets,8414,,,,10021,,,,12037,,,,13399,5487,5251,6411,7549
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1398,,,,1889,,,,-172,,,,-297,631,-451,253,710
Cash Flows,Cash from Investing Activity,-1007,,,,-35,,,,481,,,,538,-1312,1074,-97,-443
Cash Flows,Cash from Financing Activity,-239,,,,-276,,,,-371,,,,-277,812,-409,-309,-405
Cash Flows,Net Cash Flow,152,,,,1578,,,,-62,,,,-36,131,214,-154,-138
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,50,,,,52,,,,34,,,,17,90,48,31,46
Ratios,Inventory Days,67,,,,122,,,,216,,,,323,98,70,65,139
Ratios,Days Payable,38,,,,71,,,,98,,,,86,83,84,85,130
Ratios,Cash Conversion Cycle,79,,,,103,,,,152,,,,255,104,34,10,54
Ratios,Working Capital Days,-92,,,,-399,,,,-163,,,,-49,-114,-27,9,-5
Ratios,ROCE %,17%,,,,8%,,,,21%,,,,20%,,22%,25%,20%
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,72.86%,67.91%,67.91%,,,,
Shareholding Pattern (Quarterly),FIIs,,2.75%,3.68%,6.87%,6.28%,5.73%,5.82%,4.11%,5.23%,4.94%,3.84%,2.91%,2.88%,,,,
Shareholding Pattern (Quarterly),DIIs,,4.37%,4.96%,3.87%,3.78%,3.21%,2.24%,2.20%,2.45%,2.50%,3.00%,6.63%,6.82%,,,,
Shareholding Pattern (Quarterly),Public,,20.02%,18.48%,16.39%,17.07%,18.19%,19.07%,20.84%,19.47%,19.71%,20.31%,22.54%,22.39%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,170100,164504,169257,169264,180979,266437,292212,396327,634075,841968,981567,1011970,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,72.86%,,,,72.86%,,,,72.86%,,,,67.91%,75.00%,75.21%,72.86%,72.86%
Shareholding Pattern (Yearly),FIIs,2.73%,,,,6.28%,,,,5.23%,,,,2.88%,3.46%,2.99%,2.07%,2.17%
Shareholding Pattern (Yearly),DIIs,4.29%,,,,3.78%,,,,2.45%,,,,6.82%,11.11%,9.77%,13.07%,7.36%
Shareholding Pattern (Yearly),Public,20.12%,,,,17.07%,,,,19.47%,,,,22.39%,10.43%,12.03%,12.00%,17.60%
Shareholding Pattern (Yearly),No. of Shareholders,171090,,,,169264,,,,396327,,,,1011970,169329,168507,154780,168284
,,,,,,,,,,,,,,,,,,
