Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2006,Mar 2020,Mar 2021,Mar 2017,Mar 2018,Mar 2019
Quarterly Results,Sales,239,238,246,246,303,289,281,270,327,357,344,341,376,,,,,,
Quarterly Results,Expenses,225,217,220,221,278,263,254,239,293,323,309,305,347,,,,,,
Quarterly Results,Operating Profit,14,21,26,25,25,26,27,31,33,33,35,36,29,,,,,,
Quarterly Results,OPM %,6%,9%,10%,10%,8%,9%,10%,11%,10%,9%,10%,11%,8%,,,,,,
Quarterly Results,Other Income,1,1,-0,1,0,1,0,1,0,1,16,2,2,,,,,,
Quarterly Results,Interest,5,6,6,7,8,8,8,9,9,10,10,11,11,,,,,,
Quarterly Results,Depreciation,4,4,4,4,4,5,5,5,5,6,6,6,6,,,,,,
Quarterly Results,Profit before tax,5,12,15,15,13,14,14,18,19,19,35,21,15,,,,,,
Quarterly Results,Tax %,13%,21%,36%,28%,24%,28%,26%,26%,29%,24%,22%,27%,27%,,,,,,
Quarterly Results,Net Profit,5,10,10,11,10,10,10,13,13,15,27,15,11,,,,,,
Quarterly Results,EPS in Rs,2.03,5.07,5.88,6.45,5.94,6.07,5.90,7.59,7.42,8.12,15.17,8.48,5.76,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,803,,,,1037,,,,1166,,,,1418,41,584,626,,,
Profit & Loss,Expenses,737,,,,941,,,,1049,,,,1284,35,518,563,,,
Profit & Loss,Operating Profit,66,,,,96,,,,117,,,,134,6,67,63,,,
Profit & Loss,OPM %,8%,,,,9%,,,,10%,,,,9%,14%,11%,10%,,,
Profit & Loss,Other Income,2,,,,2,,,,2,,,,5,1,1,2,,,
Profit & Loss,Interest,20,,,,26,,,,34,,,,41,2,21,21,,,
Profit & Loss,Depreciation,16,,,,17,,,,20,,,,23,2,15,16,,,
Profit & Loss,Profit before tax,33,,,,55,,,,65,,,,75,3,32,28,,,
Profit & Loss,Tax %,26%,,,,28%,,,,27%,,,,30%,19%,14%,24%,,,
Profit & Loss,Net Profit,24,,,,40,,,,47,,,,52,2,27,21,,,
Profit & Loss,EPS in Rs,14.13,,,,23.92,,,,26.39,,,,26.03,,16.96,12.84,,,
Profit & Loss,Dividend Payout %,13%,,,,9%,,,,9%,,,,10%,32%,0%,12%,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,16,,,,16,,,,17,,,,18,5,16,16,,,
Balance Sheet,Reserves,338,,,,392,,,,456,,,,527,22,294,316,,,
Balance Sheet,Borrowings,252,,,,281,,,,312,,,,422,18,179,204,,,
Balance Sheet,Other Liabilities,146,,,,206,,,,208,,,,214,6,128,148,,,
Balance Sheet,Total Liabilities,752,,,,895,,,,993,,,,1180,51,617,685,,,
Balance Sheet,Fixed Assets,224,,,,245,,,,269,,,,309,18,217,220,,,
Balance Sheet,CWIP,1,,,,1,,,,2,,,,3,0,3,1,,,
Balance Sheet,Investments,4,,,,5,,,,7,,,,20,3,3,5,,,
Balance Sheet,Other Assets,523,,,,644,,,,715,,,,848,30,394,459,,,
Balance Sheet,Total Assets,752,,,,895,,,,993,,,,1180,51,617,685,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-12,,,,23,,,,24,,,,-11,-1,32,14,,,
Cash Flows,Cash from Investing Activity,-16,,,,-35,,,,-45,,,,-79,-9,-49,-16,,,
Cash Flows,Cash from Financing Activity,26,,,,18,,,,16,,,,91,11,12,4,,,
Cash Flows,Net Cash Flow,-2,,,,6,,,,-5,,,,0,0,-5,2,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,99,,,,101,,,,104,,,,104,76,95,110,,,
Ratios,Inventory Days,140,,,,132,,,,133,,,,126,137,145,144,,,
Ratios,Days Payable,47,,,,54,,,,47,,,,52,42,49,50,,,
Ratios,Cash Conversion Cycle,192,,,,179,,,,191,,,,179,171,191,204,,,
Ratios,Working Capital Days,162,,,,151,,,,159,,,,169,150,153,165,,,
Ratios,ROCE %,9%,,,,12%,,,,13%,,,,13%,,,10%,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,32.34%,32.34%,32.34%,33.18%,33.94%,35.13%,37.21%,37.32%,37.53%,37.53%,37.54%,37.54%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,6.42%,6.02%,5.77%,5.38%,5.78%,6.06%,3.70%,3.20%,2.81%,2.65%,3.97%,2.58%,,,,,,
