Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2072,1746,1796,1824,1860,1930,1942,2194,2076,2172,2190,2378,2192,,,
Quarterly Results,Expenses,2012,2000,1934,1898,1846,1943,1957,2089,2030,2076,2139,2278,2072,,,
Quarterly Results,Operating Profit,60,-254,-138,-75,13,-13,-16,105,46,96,51,100,119,,,
Quarterly Results,OPM %,3%,-15%,-8%,-4%,1%,-1%,-1%,5%,2%,4%,2%,4%,5%,,,
Quarterly Results,Other Income,55,55,95,94,75,108,101,123,111,105,120,99,129,,,
Quarterly Results,Interest,23,25,24,21,19,20,20,22,27,28,31,33,34,,,
Quarterly Results,Depreciation,223,181,200,207,242,167,171,183,200,119,131,142,142,,,
Quarterly Results,Profit before tax,-131,-405,-266,-209,-173,-92,-105,23,-71,53,9,24,72,,,
Quarterly Results,Tax %,-8%,-1%,-5%,-6%,-8%,-3%,-2%,50%,-3%,-3%,-18%,-5%,-1%,,,
Quarterly Results,Net Profit,-120,-399,-254,-196,-159,-89,-103,12,-68,54,10,25,73,,,
Quarterly Results,EPS in Rs,-1.87,-5.51,-3.50,-2.69,-2.18,-1.22,-1.40,0.16,-0.93,0.74,0.14,0.34,0.97,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6882,,,,7225,,,,8142,,,,8932,1654,2781,3647
Profit & Loss,Expenses,7357,,,,7677,,,,8015,,,,8556,3272,2952,3769
Profit & Loss,Operating Profit,-475,,,,-452,,,,127,,,,376,-1618,-171,-123
Profit & Loss,OPM %,-7%,,,,-6%,,,,2%,,,,4%,-98%,-6%,-3%
Profit & Loss,Other Income,156,,,,319,,,,439,,,,442,41,207,150
Profit & Loss,Interest,100,,,,89,,,,89,,,,126,36,49,89
Profit & Loss,Depreciation,611,,,,831,,,,722,,,,535,170,256,355
Profit & Loss,Profit before tax,-1029,,,,-1053,,,,-244,,,,157,-1783,-269,-416
Profit & Loss,Tax %,-2%,,,,-4%,,,,2%,,,,-3%,0%,0%,0%
Profit & Loss,Net Profit,-1011,,,,-1008,,,,-249,,,,162,-1783,-269,-416
Profit & Loss,EPS in Rs,-15.75,,,,-13.83,,,,-3.38,,,,2.17,-18607.05,-2758.26,-2492.60
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,64,,,,73,,,,74,,,,75,0.96,0.98,2
Balance Sheet,Reserves,5893,,,,9104,,,,9071,,,,9358,3348,3130,2800
Balance Sheet,Borrowings,1102,,,,923,,,,1169,,,,1422,450,794,1152
Balance Sheet,Other Liabilities,1192,,,,1090,,,,1139,,,,1209,264,432,644
Balance Sheet,Total Liabilities,8251,,,,11191,,,,11453,,,,12063,4063,4357,4598
Balance Sheet,Fixed Assets,3052,,,,2995,,,,3354,,,,3887,488,744,1053
Balance Sheet,CWIP,60,,,,23,,,,29,,,,33,1,32,77
Balance Sheet,Investments,2091,,,,2094,,,,2776,,,,3578,1155,1188,1128
Balance Sheet,Other Assets,3048,,,,6078,,,,5295,,,,4565,2419,2394,2340
Balance Sheet,Total Assets,8251,,,,11191,,,,11453,,,,12063,4063,4357,4598
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-241,,,,-30,,,,472,,,,567,-243,-634,5
Cash Flows,Cash from Investing Activity,-2742,,,,-3408,,,,-99,,,,-104,-939,-933,338
Cash Flows,Cash from Financing Activity,2902,,,,3538,,,,-366,,,,-432,2858,-17,-147
Cash Flows,Net Cash Flow,-81,,,,100,,,,8,,,,31,1676,-1583,196
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,53,,,,77,,,,64,,,,58,47,79,60
Ratios,Inventory Days,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,53,,,,77,,,,64,,,,58,47,79,60
Ratios,Working Capital Days,63,,,,192,,,,121,,,,183,50,123,122
Ratios,ROCE %,-17%,,,,-11%,,,,-2%,,,,3%,,-7%,-8%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,8.02%,74.24%,69.13%,67.63%,65.57%,65.50%,62.71%,63.63%,61.16%,55.02%,53.75%,51.99%,,,
Shareholding Pattern (Quarterly),DIIs,,6.83%,7.11%,11.45%,13.03%,14.58%,14.68%,17.02%,19.62%,22.03%,28.56%,28.99%,30.04%,,,
Shareholding Pattern (Quarterly),Public,,85.15%,18.65%,19.42%,19.34%,19.83%,19.81%,20.27%,16.73%,16.81%,16.41%,17.27%,17.99%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,55397,59499,84914,82587,83916,83575,94011,92984,128985,139715,162318,172942,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,,,,,67.63%,,,,63.63%,,,,51.99%,,,
Shareholding Pattern (Yearly),DIIs,,,,,13.03%,,,,19.62%,,,,30.04%,,,
Shareholding Pattern (Yearly),Public,,,,,19.34%,,,,16.73%,,,,17.99%,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,82587,,,,92984,,,,172942,,,
,,,,,,,,,,,,,,,,,
