Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2015,Mar 2016,Mar 2017
Quarterly Results,Sales,51.42,25.67,6.79,31.13,17.11,7.18,1.00,25.69,70.96,34.04,19.12,32.30,6.94,,,,,,,
Quarterly Results,Expenses,50.98,24.85,6.78,31.33,18.84,6.89,0.70,24.66,71.00,34.30,19.31,32.69,7.70,,,,,,,
Quarterly Results,Operating Profit,0.44,0.82,0.01,-0.20,-1.73,0.29,0.30,1.03,-0.04,-0.26,-0.19,-0.39,-0.76,,,,,,,
Quarterly Results,OPM %,0.86%,3.19%,0.15%,-0.64%,-10.11%,4.04%,30.00%,4.01%,-0.06%,-0.76%,-0.99%,-1.21%,-10.95%,,,,,,,
Quarterly Results,Other Income,1.29,1.20,2.25,1.79,2.43,2.03,2.01,2.33,1.29,2.74,3.90,2.87,3.45,,,,,,,
Quarterly Results,Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.61,0.70,0.99,1.03,,,,,,,
Quarterly Results,Depreciation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,
Quarterly Results,Profit before tax,1.73,2.02,2.26,1.59,0.70,2.32,2.31,3.36,0.46,1.87,3.01,1.49,1.66,,,,,,,
Quarterly Results,Tax %,27.75%,27.72%,27.88%,27.67%,27.14%,27.59%,27.71%,27.68%,-8.70%,27.27%,27.24%,25.50%,33.73%,,,,,,,
Quarterly Results,Net Profit,1.25,1.46,1.63,1.14,0.51,1.67,1.66,2.42,0.50,1.35,2.18,1.11,1.09,,,,,,,
Quarterly Results,EPS in Rs,0.35,0.41,0.46,0.32,0.14,0.47,0.46,0.68,0.14,0.38,0.61,0.31,0.30,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,53.23,,,,80.70,,,,104.84,,,,92.41,30.52,0.00,0.00,0.00,,,
Profit & Loss,Expenses,54.09,,,,81.19,,,,103.27,,,,93.96,55.88,3.19,2.64,1.81,,,
Profit & Loss,Operating Profit,-0.86,,,,-0.49,,,,1.57,,,,-1.55,-25.36,-3.19,-2.64,-1.81,,,
Profit & Loss,OPM %,-1.62%,,,,-0.61%,,,,1.50%,,,,-1.68%,-83.09%,,,,,,
Profit & Loss,Other Income,4.38,,,,7.66,,,,7.67,,,,12.91,79.38,6.69,5.63,4.25,,,
Profit & Loss,Interest,0.00,,,,0.61,,,,0.79,,,,3.33,0.01,0.00,0.00,0.00,,,
Profit & Loss,Depreciation,0.01,,,,0.01,,,,0.01,,,,0.01,0.00,0.02,0.02,0.01,,,
Profit & Loss,Profit before tax,3.51,,,,6.55,,,,8.44,,,,8.02,54.01,3.48,2.97,2.43,,,
Profit & Loss,Tax %,27.92%,,,,27.79%,,,,25.83%,,,,28.43%,0.48%,26.15%,27.27%,28.40%,,,
Profit & Loss,Net Profit,2.53,,,,4.73,,,,6.26,,,,5.74,53.75,2.58,2.16,1.74,,,
Profit & Loss,EPS in Rs,0.71,,,,1.32,,,,1.75,,,,1.61,15.03,0.72,0.60,0.49,,,
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,,,
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,33.13,,,,32.25,,,,32.25,,,,36.33,33.13,33.13,33.13,33.13,,,
Balance Sheet,Reserves,58.19,,,,63.80,,,,70.05,,,,75.79,49.18,51.76,53.92,55.66,,,
Balance Sheet,Borrowings,4.19,,,,4.19,,,,34.43,,,,48.35,10.13,4.19,4.19,4.19,,,
Balance Sheet,Other Liabilities,25.08,,,,26.05,,,,17.68,,,,33.10,27.83,32.83,34.58,36.17,,,
Balance Sheet,Total Liabilities,120.59,,,,126.29,,,,154.41,,,,193.57,120.27,121.91,125.82,129.15,,,
Balance Sheet,Fixed Assets,2.61,,,,2.60,,,,2.59,,,,2.58,2.43,2.65,2.63,2.62,,,
Balance Sheet,CWIP,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,0.00,0.00,0.00,,,
