Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Revenue,288,274,279,281,281,268,268,261,260,274,264,269,272,,,,,
Quarterly Results,Interest,166,170,176,178,178,183,179,176,172,174,177,179,174,,,,,
Quarterly Results,Expenses,48,53,30,16,28,42,47,41,10,53,37,31,30,,,,,
Quarterly Results,Financing Profit,75,51,73,87,75,43,42,44,78,47,50,59,68,,,,,
Quarterly Results,Financing Margin %,26%,19%,26%,31%,27%,16%,16%,17%,30%,17%,19%,22%,25%,,,,,
Quarterly Results,Other Income,2,2,2,3,6,3,3,2,6,3,2,1,-9,,,,,
Quarterly Results,Depreciation,3,2,2,2,3,4,4,4,4,4,4,4,4,,,,,
Quarterly Results,Profit before tax,73,51,73,88,78,42,41,42,79,47,48,56,56,,,,,
Quarterly Results,Tax %,33%,23%,23%,26%,33%,24%,26%,16%,32%,17%,23%,12%,37%,,,,,
Quarterly Results,Net Profit,49,39,56,65,52,32,30,36,54,39,37,50,35,,,,,
Quarterly Results,EPS in Rs,9.10,7.27,10.46,12.15,9.72,5.91,5.61,6.62,9.97,7.24,6.78,9.23,6.54,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,1152,,,,1123,,,,1060,,,,1079,,,,,
Profit & Loss,Interest,702,,,,703,,,,711,,,,703,,,,,
Profit & Loss,Expenses,216,,,,126,,,,140,,,,151,,,,,
Profit & Loss,Financing Profit,234,,,,294,,,,209,,,,225,,,,,
Profit & Loss,Financing Margin %,20%,,,,26%,,,,20%,,,,21%,,,,,
Profit & Loss,Other Income,5,,,,6,,,,10,,,,-3,,,,,
Profit & Loss,Depreciation,9,,,,10,,,,15,,,,15,,,,,
Profit & Loss,Profit before tax,230,,,,290,,,,204,,,,207,,,,,
Profit & Loss,Tax %,25%,,,,26%,,,,26%,,,,22%,,,,,
Profit & Loss,Net Profit,174,,,,213,,,,151,,,,160,,,,,
Profit & Loss,EPS in Rs,32.22,,,,39.60,,,,28.11,,,,29.79,,,,,
Profit & Loss,Dividend Payout %,14%,,,,11%,,,,16%,,,,15%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,54,,,,54,,,,54,,,,54,,,,,
Balance Sheet,Reserves,1457,,,,1645,,,,1775,,,,1911,,,,,
Balance Sheet,Borrowing,10365,,,,9168,,,,8584,,,,8751,,,,,
Balance Sheet,Other Liabilities,53,,,,53,,,,57,,,,60,,,,,
Balance Sheet,Total Liabilities,11929,,,,10920,,,,10471,,,,10775,,,,,
Balance Sheet,Fixed Assets,21,,,,52,,,,44,,,,38,,,,,
Balance Sheet,CWIP,29,,,,9,,,,10,,,,0,,,,,
Balance Sheet,Investments,14,,,,229,,,,168,,,,254,,,,,
Balance Sheet,Other Assets,11865,,,,10630,,,,10248,,,,10483,,,,,
Balance Sheet,Total Assets,11929,,,,10920,,,,10471,,,,10775,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1286,,,,1043,,,,522,,,,-18,,,,,
Cash Flows,Cash from Investing Activity,-3,,,,-213,,,,64,,,,-87,,,,,
Cash Flows,Cash from Financing Activity,-892,,,,-1238,,,,-619,,,,122,,,,,
Cash Flows,Net Cash Flow,391,,,,-408,,,,-34,,,,18,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,,,,,13%,,,,8%,,,,9%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,42.41%,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.78%,1.85%,2.33%,2.22%,2.04%,3.62%,3.28%,3.18%,2.64%,2.91%,2.46%,2.18%,,,,,
Shareholding Pattern (Quarterly),DIIs,,6.33%,6.34%,6.34%,6.34%,6.34%,6.34%,5.89%,5.89%,5.89%,5.89%,5.89%,5.89%,,,,,
Shareholding Pattern (Quarterly),Public,,49.48%,49.39%,48.92%,49.03%,49.21%,47.63%,48.40%,48.52%,49.04%,48.79%,49.24%,49.52%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,61492,60636,57320,59762,59478,57443,58599,62410,66668,67589,67790,66517,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,42.41%,,,,42.41%,,,,42.41%,,,,42.41%,42.16%,42.16%,42.41%,42.41%,42.41%
Shareholding Pattern (Yearly),FIIs,1.41%,,,,2.22%,,,,3.18%,,,,2.18%,2.93%,3.00%,7.57%,6.34%,0.14%
Shareholding Pattern (Yearly),DIIs,6.34%,,,,6.34%,,,,5.89%,,,,5.89%,13.35%,12.15%,7.02%,7.00%,6.89%
Shareholding Pattern (Yearly),Public,49.84%,,,,49.03%,,,,48.52%,,,,49.52%,41.57%,42.69%,43.00%,44.25%,50.56%
Shareholding Pattern (Yearly),No. of Shareholders,62458,,,,59762,,,,62410,,,,66517,41695,54896,54437,53865,68698
,,,,,,,,,,,,,,,,,,,
