Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,53,56,58,61,66,69,71,73,80,73,78,91,83,,,,,,
Quarterly Results,Expenses,39,42,43,45,54,51,51,54,61,51,51,63,68,,,,,,
Quarterly Results,Operating Profit,14,14,15,16,12,17,20,19,19,22,27,29,16,,,,,,
Quarterly Results,OPM %,26%,25%,26%,26%,19%,25%,29%,26%,23%,30%,34%,31%,19%,,,,,,
Quarterly Results,Other Income,1,1,1,2,2,1,2,2,4,2,2,3,6,,,,,,
Quarterly Results,Interest,2,1,1,1,1,1,1,2,3,3,3,3,4,,,,,,
Quarterly Results,Depreciation,1,1,1,2,2,2,3,2,6,3,5,5,5,,,,,,
Quarterly Results,Profit before tax,13,13,14,15,12,16,18,18,14,18,21,23,12,,,,,,
Quarterly Results,Tax %,15%,18%,17%,17%,-13%,18%,18%,17%,33%,18%,17%,17%,-27%,,,,,,
Quarterly Results,Net Profit,11,11,12,12,13,13,14,15,9,14,17,19,16,,,,,,
Quarterly Results,EPS in Rs,4.41,4.52,4.73,5.01,5.46,5.47,5.94,6.11,3.83,5.91,7.15,7.81,6.44,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,197,,,,240,,,,292,,,,325,61,146,121,81,91,110
Profit & Loss,Expenses,148,,,,181,,,,216,,,,232,48,129,96,57,58,78
Profit & Loss,Operating Profit,49,,,,59,,,,76,,,,93,12,17,25,24,33,33
Profit & Loss,OPM %,25%,,,,24%,,,,26%,,,,28%,20%,11%,21%,30%,36%,30%
Profit & Loss,Other Income,3,,,,6,,,,9,,,,13,0,0,1,0,2,2
Profit & Loss,Interest,5,,,,5,,,,8,,,,13,5,7,8,8,13,11
Profit & Loss,Depreciation,4,,,,6,,,,12,,,,18,2,2,3,4,4,4
Profit & Loss,Profit before tax,44,,,,54,,,,66,,,,74,6,8,15,12,18,20
Profit & Loss,Tax %,17%,,,,11%,,,,21%,,,,10%,33%,34%,23%,20%,17%,16%
Profit & Loss,Net Profit,36,,,,48,,,,52,,,,67,4,5,12,9,15,17
Profit & Loss,EPS in Rs,14.93,,,,19.72,,,,21.35,,,,27.28,1.91,2.55,5.71,4.55,7.38,6.93
Profit & Loss,Dividend Payout %,3%,,,,3%,,,,2%,,,,2%,0%,0%,9%,0%,3%,4%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,12,,,,12,,,,12,,,,12,10,10,10,10,10,12
Balance Sheet,Reserves,114,,,,160,,,,212,,,,283,22,27,38,45,58,78
Balance Sheet,Borrowings,42,,,,49,,,,138,,,,137,41,54,92,114,105,52
Balance Sheet,Other Liabilities,442,,,,538,,,,717,,,,764,80,29,51,128,227,345
Balance Sheet,Total Liabilities,610,,,,759,,,,1080,,,,1196,153,120,191,297,400,488
Balance Sheet,Fixed Assets,121,,,,171,,,,251,,,,275,8,12,16,25,29,48
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
