Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,69.76%,69.74%,69.74%,69.74%,69.72%,69.72%,69.74%,69.74%,69.79%,69.79%,62.26%,62.26%,,,,,,
Shareholding Pattern (Quarterly),FIIs,7.73%,9.30%,8.47%,5.69%,5.42%,4.04%,4.50%,4.42%,3.85%,3.60%,7.41%,6.90%,,,,,,
Shareholding Pattern (Quarterly),DIIs,2.06%,0.68%,0.79%,2.95%,3.61%,4.26%,4.29%,4.56%,5.97%,6.95%,12.06%,11.95%,,,,,,
Shareholding Pattern (Quarterly),Public,20.46%,20.28%,20.99%,21.62%,21.26%,21.97%,21.46%,21.27%,20.39%,19.65%,18.28%,18.88%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,38127,37543,36615,36481,35597,43464,52633,57781,62709,55491,56068,58295,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,69.74%,,,,69.74%,,,,62.26%,70.99%,70.99%,69.35%,69.58%,69.77%,69.76%
Shareholding Pattern (Yearly),FIIs,,,,5.69%,,,,4.42%,,,,6.90%,11.06%,11.22%,11.16%,15.39%,11.86%,7.69%
Shareholding Pattern (Yearly),DIIs,,,,2.95%,,,,4.56%,,,,11.95%,5.84%,5.53%,6.27%,1.07%,0.82%,2.73%
Shareholding Pattern (Yearly),Public,,,,21.62%,,,,21.27%,,,,18.88%,12.11%,12.26%,13.22%,13.96%,17.55%,19.83%
Shareholding Pattern (Yearly),No. of Shareholders,,,,36481,,,,57781,,,,58295,27405,26607,27010,26714,35567,39220
,,,,,,,,,,,,,,,,,,,
