Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,6438,4641,4909,5012,5720,5572,4914,4689,6714,4074,4855,4567,6427,,,,,,,
Quarterly Results,Expenses,6029,4360,4593,4736,5345,5222,4616,4440,6258,3892,4599,4328,5994,,,,,,,
Quarterly Results,Operating Profit,408,281,316,276,374,349,298,249,456,182,256,239,433,,,,,,,
Quarterly Results,OPM %,6%,6%,6%,6%,7%,6%,6%,5%,7%,4%,5%,5%,7%,,,,,,,
Quarterly Results,Other Income,225,256,301,325,274,289,320,358,323,264,281,326,239,,,,,,,
Quarterly Results,Interest,146,157,131,147,146,146,133,139,150,137,141,145,117,,,,,,,
Quarterly Results,Depreciation,7,6,5,6,6,6,6,5,4,7,7,7,9,,,,,,,
Quarterly Results,Profit before tax,480,373,481,448,496,487,480,463,625,302,389,413,546,,,,,,,
Quarterly Results,Tax %,21%,20%,21%,15%,28%,30%,18%,22%,23%,26%,26%,25%,16%,,,,,,,
Quarterly Results,Net Profit,378,298,381,382,359,343,394,359,478,224,287,312,459,,,,,,,
Quarterly Results,EPS in Rs,1.81,1.43,1.83,1.83,1.72,1.64,1.89,1.72,2.30,1.07,1.38,1.49,2.20,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,19382,,,,20282,,,,21889,,,,19923,3147,4540,5915,7597,10069,14531,15404
Profit & Loss,Expenses,18199,,,,19035,,,,20536,,,,18798,3001,4323,5688,7215,9538,13757,14524
Profit & Loss,Operating Profit,1183,,,,1246,,,,1353,,,,1125,146,217,228,382,531,773,880
Profit & Loss,OPM %,6%,,,,6%,,,,6%,,,,6%,5%,5%,4%,5%,5%,5%,6%
Profit & Loss,Other Income,831,,,,1077,,,,1291,,,,1095,123,180,356,331,366,246,808
Profit & Loss,Interest,564,,,,581,,,,568,,,,540,15,23,35,45,52,41,458
Profit & Loss,Depreciation,21,,,,22,,,,21,,,,31,5,5,5,5,6,20,23
Profit & Loss,Profit before tax,1430,,,,1719,,,,2054,,,,1650,248,370,543,664,839,958,1207
Profit & Loss,Tax %,22%,,,,22%,,,,23%,,,,22%,16%,19%,18%,14%,18%,21%,18%
Profit & Loss,Net Profit,1110,,,,1342,,,,1574,,,,1282,337,429,443,570,688,757,992
Profit & Loss,EPS in Rs,5.32,,,,6.44,,,,7.55,,,,6.15,1.62,2.06,2.13,2.73,3.30,3.63,4.76
Profit & Loss,Dividend Payout %,34%,,,,33%,,,,28%,,,,28%,11%,9%,58%,29%,27%,31%,33%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,2085,,,,2085,,,,2085,,,,2085,2085,2085,2085,2085,2085,2085,2085
Balance Sheet,Reserves,4240,,,,5161,,,,6661,,,,7486,975,1337,1472,1839,2311,3034,3551
Balance Sheet,Borrowings,6643,,,,6441,,,,6033,,,,5419,2514,2624,2437,2259,3024,4257,5931
Balance Sheet,Other Liabilities,7097,,,,4656,,,,4834,,,,5492,10561,16169,2866,2101,4669,3019,2654
Balance Sheet,Total Liabilities,20066,,,,18344,,,,19612,,,,20482,16135,22216,8860,8284,12089,12395,14221
Balance Sheet,Fixed Assets,380,,,,355,,,,367,,,,1027,6,6,8,249,279,305,292
Balance Sheet,CWIP,1,,,,1,,,,94,,,,0,2,6,13,21,11,25,53
Balance Sheet,Investments,1810,,,,1904,,,,2405,,,,2559,896,1024,1089,1231,1586,1588,1730
Balance Sheet,Other Assets,17875,,,,16084,,,,16746,,,,16895,15232,21180,7751,6783,10212,10476,12145
Balance Sheet,Total Assets,20066,,,,18344,,,,19612,,,,20482,16135,22216,8860,8284,12089,12395,14221
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,4793,,,,-4064,,,,2954,,,,1878,113,652,571,-363,-695,-962,419
Cash Flows,Cash from Investing Activity,-1431,,,,1355,,,,-1400,,,,1629,-29,100,-25,36,320,124,312
Cash Flows,Cash from Financing Activity,-189,,,,-1048,,,,-1287,,,,-1484,-152,-182,-668,-581,319,827,416
Cash Flows,Net Cash Flow,3173,,,,-3757,,,,267,,,,2023,-68,570,-123,-908,-56,-11,1148
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,18,,,,17,,,,18,,,,27,22,39,30,34,23,21,23
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,18,,,,17,,,,18,,,,27,22,39,30,34,23,21,23
Ratios,Working Capital Days,21,,,,57,,,,42,,,,48,1412,1274,21,70,99,122,135
Ratios,ROCE %,16%,,,,17%,,,,18%,,,,15%,,7%,9%,12%,13%,12%,16%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,78.20%,78.20%,78.20%,78.20%,78.20%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,72.84%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.95%,1.76%,2.45%,1.53%,1.75%,2.32%,2.59%,2.32%,3.13%,5.05%,5.10%,5.07%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.29%,7.43%,6.45%,6.51%,5.75%,5.83%,6.08%,6.18%,6.77%,6.33%,6.16%,6.21%,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.01%,,,,,,,
Shareholding Pattern (Quarterly),Public,,12.56%,12.61%,12.92%,13.76%,14.30%,19.01%,18.50%,18.66%,17.25%,15.78%,15.89%,15.87%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,579899,566880,660435,720323,886922,1341098,1397699,1844551,2074709,2296188,2317903,2371568,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,78.20%,,,,78.20%,,,,72.84%,,,,72.84%,,,,,100.00%,87.84%,78.21%
Shareholding Pattern (Yearly),FIIs,0.84%,,,,1.53%,,,,2.32%,,,,5.07%,,,,,0.00%,0.55%,0.42%
Shareholding Pattern (Yearly),DIIs,8.33%,,,,6.51%,,,,6.18%,,,,6.21%,,,,,0.00%,2.61%,9.43%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.01%,,,,,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,12.63%,,,,13.76%,,,,18.66%,,,,15.87%,,,,,0.00%,9.00%,11.94%
Shareholding Pattern (Yearly),No. of Shareholders,563523,,,,720323,,,,1844551,,,,2371568,,,,,7,177379,366354
,,,,,,,,,,,,,,,,,,,,,
