Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Revenue,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,Financing Margin %,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,
Quarterly Results,Gross NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Net NPA %,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Revenue,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,Financing Margin %,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowing,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,ROE %,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,14.85%,14.85%,14.85%,14.83%,14.82%,14.82%,14.81%,14.77%,14.75%,14.73%,14.72%,14.70%,,,,,,
Shareholding Pattern (Quarterly),FIIs,12.45%,12.51%,12.44%,12.27%,12.30%,12.74%,13.02%,12.75%,14.65%,11.06%,10.85%,9.64%,,,,,,
Shareholding Pattern (Quarterly),DIIs,37.62%,37.51%,39.38%,39.88%,39.70%,38.99%,34.20%,29.65%,27.61%,26.65%,27.89%,29.18%,,,,,,
Shareholding Pattern (Quarterly),Public,35.07%,35.13%,33.35%,33.01%,33.19%,33.46%,37.98%,42.82%,43.00%,47.56%,46.53%,46.49%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,192576,190680,180741,180310,170186,172619,185692,248471,242749,247961,238570,234219,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,14.83%,,,,14.77%,,,,14.70%,16.19%,15.00%,14.93%,14.88%,14.88%,14.86%
Shareholding Pattern (Yearly),FIIs,,,,12.27%,,,,12.75%,,,,9.64%,23.55%,21.34%,25.97%,22.82%,13.04%,8.82%
Shareholding Pattern (Yearly),DIIs,,,,39.88%,,,,29.65%,,,,29.18%,17.06%,24.94%,25.11%,35.32%,40.54%,38.70%
Shareholding Pattern (Yearly),Public,,,,33.01%,,,,42.82%,,,,46.49%,43.20%,38.72%,34.00%,26.97%,31.54%,37.63%
Shareholding Pattern (Yearly),No. of Shareholders,,,,180310,,,,248471,,,,234219,178840,183716,167117,168981,178348,198227
,,,,,,,,,,,,,,,,,,,
