Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2018
Quarterly Results,Sales,112,98,95,100,107,104,109,115,121,124,139,132,142,,,,
Quarterly Results,Expenses,17,17,16,17,14,22,17,17,17,24,20,19,21,,,,
Quarterly Results,Operating Profit,95,81,79,83,93,82,92,99,105,99,120,113,121,,,,
Quarterly Results,OPM %,85%,82%,83%,83%,87%,78%,85%,86%,86%,80%,86%,86%,85%,,,,
Quarterly Results,Other Income,24,16,20,23,28,25,28,29,30,34,31,32,37,,,,
Quarterly Results,Interest,0,1,1,1,1,1,1,1,1,1,1,1,1,,,,
Quarterly Results,Depreciation,4,4,5,5,5,5,5,5,5,5,5,5,5,,,,
Quarterly Results,Profit before tax,114,92,94,101,116,101,114,122,129,128,145,139,152,,,,
Quarterly Results,Tax %,23%,25%,24%,23%,24%,25%,24%,25%,25%,25%,25%,23%,23%,,,,
Quarterly Results,Net Profit,88,69,71,77,88,76,86,92,97,96,108,107,117,,,,
Quarterly Results,EPS in Rs,0.98,0.77,0.79,0.86,0.99,0.85,0.97,1.03,1.08,1.08,1.21,1.20,1.31,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,431,,,,401,,,,449,,,,537,254,257,318,
Profit & Loss,Expenses,67,,,,64,,,,72,,,,84,51,55,67,
Profit & Loss,Operating Profit,364,,,,336,,,,377,,,,454,203,202,251,
Profit & Loss,OPM %,84%,,,,84%,,,,84%,,,,84%,80%,79%,79%,
Profit & Loss,Other Income,61,,,,86,,,,112,,,,135,40,40,38,
Profit & Loss,Interest,2,,,,2,,,,3,,,,3,1,2,2,
Profit & Loss,Depreciation,17,,,,19,,,,20,,,,21,10,15,17,
Profit & Loss,Profit before tax,405,,,,402,,,,466,,,,565,232,226,270,
Profit & Loss,Tax %,24%,,,,24%,,,,25%,,,,24%,29%,22%,24%,
Profit & Loss,Net Profit,309,,,,306,,,,351,,,,429,165,176,205,
Profit & Loss,EPS in Rs,3.44,,,,3.43,,,,3.93,,,,4.81,1.81,1.96,2.29,
Profit & Loss,Dividend Payout %,73%,,,,29%,,,,63%,,,,62%,0%,42%,58%,
,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,90,,,,89,,,,89,,,,89,30,30,30,
Balance Sheet,Reserves,614,,,,710,,,,883,,,,1047,340,358,496,
Balance Sheet,Borrowings,10,,,,14,,,,10,,,,6,0,14,12,
Balance Sheet,Other Liabilities,983,,,,640,,,,791,,,,1054,335,265,444,
Balance Sheet,Total Liabilities,1696,,,,1453,,,,1774,,,,2197,706,667,982,
Balance Sheet,Fixed Assets,110,,,,110,,,,101,,,,91,111,119,121,
Balance Sheet,CWIP,5,,,,4,,,,4,,,,0,1,4,7,
Balance Sheet,Investments,1248,,,,1219,,,,1331,,,,1634,475,509,713,
Balance Sheet,Other Assets,333,,,,121,,,,337,,,,472,118,36,141,
Balance Sheet,Total Assets,1696,,,,1453,,,,1774,,,,2197,706,667,982,
,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,762,,,,-23,,,,298,,,,427,138,126,306,
Cash Flows,Cash from Investing Activity,-448,,,,70,,,,-24,,,,-196,-62,-3,-196,
Cash Flows,Cash from Financing Activity,-136,,,,-215,,,,-183,,,,-272,-78,-161,-77,
Cash Flows,Net Cash Flow,178,,,,-167,,,,91,,,,-41,-2,-38,33,
,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,74,,,,6,,,,70,,,,2,66,0,4,
Ratios,Inventory Days,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,74,,,,6,,,,70,,,,2,66,0,4,
Ratios,Working Capital Days,-722,,,,-536,,,,-498,,,,318,-371,-324,-400,
Ratios,ROCE %,61%,,,,50%,,,,50%,,,,53%,,56%,55%,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,20.77%,15.79%,15.49%,17.88%,17.28%,14.12%,13.37%,10.89%,11.66%,15.66%,16.24%,16.13%,,,,
Shareholding Pattern (Quarterly),DIIs,,21.65%,22.39%,21.73%,21.53%,21.11%,22.61%,26.34%,27.24%,31.24%,31.48%,32.78%,34.15%,,,,
Shareholding Pattern (Quarterly),Public,,57.29%,61.54%,62.49%,60.32%,61.33%,62.98%,60.01%,61.57%,56.82%,52.59%,50.72%,49.47%,,,,
Shareholding Pattern (Quarterly),Others,,0.29%,0.27%,0.27%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.28%,0.27%,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,1644734,1713913,1712825,1630991,1632597,1601518,1518597,1598631,1513307,1472727,1439967,1413444,,,,
,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),FIIs,27.07%,,,,17.88%,,,,10.89%,,,,16.13%,17.61%,31.99%,36.81%,7.32%
Shareholding Pattern (Yearly),DIIs,19.48%,,,,21.53%,,,,27.24%,,,,34.15%,34.94%,31.27%,27.91%,35.90%
Shareholding Pattern (Yearly),Public,53.15%,,,,60.32%,,,,61.57%,,,,49.47%,47.00%,36.33%,34.93%,56.22%
Shareholding Pattern (Yearly),Others,0.29%,,,,0.28%,,,,0.28%,,,,0.27%,0.45%,0.41%,0.35%,0.56%
Shareholding Pattern (Yearly),No. of Shareholders,1473386,,,,1630991,,,,1598631,,,,1413444,71677,68682,143678,115141
,,,,,,,,,,,,,,,,,,
