Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,55.58,40.21,33.34,28.37,41.37,44.66,31.49,31.08,36.79,30.41,56.40,41.15,22.46,,,,,
Quarterly Results,Expenses,53.29,38.91,32.21,33.82,41.33,45.77,31.55,32.15,33.24,32.32,58.98,39.66,19.89,,,,,
Quarterly Results,Operating Profit,2.29,1.30,1.13,-5.45,0.04,-1.11,-0.06,-1.07,3.55,-1.91,-2.58,1.49,2.57,,,,,
Quarterly Results,OPM %,4.12%,3.23%,3.39%,-19.21%,0.10%,-2.49%,-0.19%,-3.44%,9.65%,-6.28%,-4.57%,3.62%,11.44%,,,,,
Quarterly Results,Other Income,0.02,0.76,0.33,0.40,-0.06,0.05,-0.82,0.32,5.05,0.20,0.34,1.10,6.92,,,,,
Quarterly Results,Interest,0.36,0.83,0.69,-0.20,0.71,0.85,0.92,0.61,0.83,1.04,0.96,1.44,1.14,,,,,
Quarterly Results,Depreciation,0.73,0.84,0.80,0.80,0.81,0.80,0.80,0.79,0.64,0.79,0.78,0.81,0.83,,,,,
Quarterly Results,Profit before tax,1.22,0.39,-0.03,-5.65,-1.54,-2.71,-2.60,-2.15,7.13,-3.54,-3.98,0.34,7.52,,,,,
Quarterly Results,Tax %,57.38%,25.64%,-700.00%,-1.59%,-50.65%,0.00%,0.00%,0.00%,-0.98%,-1.41%,-5.28%,20.59%,0.93%,,,,,
Quarterly Results,Net Profit,0.52,0.29,0.17,-5.57,-0.76,-2.71,-2.61,-2.15,7.20,-3.49,-3.77,0.27,7.45,,,,,
Quarterly Results,EPS in Rs,0.30,0.17,0.10,-3.25,-0.44,-1.58,-1.52,-1.25,4.20,-2.04,-2.20,0.16,4.34,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,216,,,,143,,,,144,,,,150,,,,,
Profit & Loss,Expenses,204,,,,146,,,,143,,,,151,,,,,
Profit & Loss,Operating Profit,12,,,,-3,,,,1,,,,-0,,,,,
Profit & Loss,OPM %,6%,,,,-2%,,,,1%,,,,-0%,,,,,
Profit & Loss,Other Income,2,,,,1,,,,5,,,,9,,,,,
Profit & Loss,Interest,3,,,,2,,,,3,,,,5,,,,,
Profit & Loss,Depreciation,3,,,,3,,,,3,,,,3,,,,,
Profit & Loss,Profit before tax,8,,,,-7,,,,-0,,,,0,,,,,
Profit & Loss,Tax %,33%,,,,-12%,,,,-21%,,,,-35%,,,,,
Profit & Loss,Net Profit,5,,,,-6,,,,-0,,,,0,,,,,
Profit & Loss,EPS in Rs,3.18,,,,-3.42,,,,-0.16,,,,0.27,,,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,17,,,,17,,,,17,,,,17,,,,,
Balance Sheet,Reserves,36,,,,31,,,,46,,,,46,,,,,
Balance Sheet,Borrowings,45,,,,42,,,,50,,,,47,,,,,
Balance Sheet,Other Liabilities,9,,,,8,,,,7,,,,10,,,,,
Balance Sheet,Total Liabilities,108,,,,98,,,,120,,,,119,,,,,
Balance Sheet,Fixed Assets,27,,,,24,,,,35,,,,39,,,,,
Balance Sheet,CWIP,2,,,,3,,,,4,,,,6,,,,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,,,,,
Balance Sheet,Other Assets,79,,,,71,,,,82,,,,74,,,,,
Balance Sheet,Total Assets,108,,,,98,,,,120,,,,119,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-6,,,,5,,,,-8,,,,9,,,,,
Cash Flows,Cash from Investing Activity,-4,,,,-2,,,,-1,,,,-5,,,,,
Cash Flows,Cash from Financing Activity,9,,,,-3,,,,10,,,,-5,,,,,
Cash Flows,Net Cash Flow,0,,,,0,,,,1,,,,-0,,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,15,,,,16,,,,10,,,,8,,,,,
Ratios,Inventory Days,98,,,,142,,,,162,,,,132,,,,,
Ratios,Days Payable,13,,,,16,,,,11,,,,20,,,,,
Ratios,Cash Conversion Cycle,100,,,,142,,,,161,,,,120,,,,,
Ratios,Working Capital Days,115,,,,155,,,,181,,,,148,,,,,
Ratios,ROCE %,,,,,-5%,,,,4%,,,,-0%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,57.40%,57.41%,57.41%,57.41%,57.41%,57.41%,57.41%,57.18%,56.80%,58.69%,58.63%,58.63%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,,,,,
Shareholding Pattern (Quarterly),Public,,42.60%,42.59%,42.59%,42.59%,42.59%,42.59%,42.59%,42.83%,43.20%,41.26%,41.37%,41.37%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,3575,3923,3993,4205,4275,4581,5391,6227,6305,7374,7522,7553,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,57.40%,,,,57.41%,,,,57.18%,,,,58.63%,20.23%,20.23%,55.48%,56.46%,56.67%
Shareholding Pattern (Yearly),Public,42.60%,,,,42.59%,,,,42.83%,,,,41.37%,79.77%,79.77%,44.52%,43.54%,43.33%
Shareholding Pattern (Yearly),No. of Shareholders,2169,,,,4205,,,,6227,,,,7553,491,478,455,425,413
,,,,,,,,,,,,,,,,,,,
