Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,506,375,452,534,457,429,481,622,598,636,721,735,723,,,,,
Quarterly Results,Expenses,468,345,446,493,410,389,434,568,547,582,666,689,673,,,,,
Quarterly Results,Operating Profit,39,30,6,40,47,39,47,55,50,54,55,46,49,,,,,
Quarterly Results,OPM %,8%,8%,1%,8%,10%,9%,10%,9%,8%,8%,8%,6%,7%,,,,,
Quarterly Results,Other Income,3,2,3,2,1,1,2,2,2,2,2,2,3,,,,,
Quarterly Results,Interest,5,4,3,5,7,7,9,10,7,11,6,8,5,,,,,
Quarterly Results,Depreciation,4,4,7,7,7,7,9,10,10,11,11,12,12,,,,,
Quarterly Results,Profit before tax,33,24,-1,30,33,27,30,38,35,33,39,29,35,,,,,
Quarterly Results,Tax %,31%,24%,-36%,24%,26%,27%,35%,13%,32%,27%,24%,28%,21%,,,,,
Quarterly Results,Net Profit,23,18,-1,23,25,20,20,33,24,25,30,21,28,,,,,
Quarterly Results,EPS in Rs,0.95,0.74,0.03,0.97,1.01,0.77,0.71,1.14,0.85,0.77,0.94,0.65,0.86,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1988,,,,1818,,,,2129,,,,2815,642,844,890,913,1427
Profit & Loss,Expenses,1850,,,,1695,,,,1938,,,,2611,605,797,817,857,1359
Profit & Loss,Operating Profit,138,,,,124,,,,191,,,,205,37,47,74,56,69
Profit & Loss,OPM %,7%,,,,7%,,,,9%,,,,7%,6%,6%,8%,6%,5%
Profit & Loss,Other Income,8,,,,7,,,,7,,,,9,5,7,8,7,28
Profit & Loss,Interest,18,,,,20,,,,33,,,,31,21,21,19,15,26
Profit & Loss,Depreciation,15,,,,25,,,,36,,,,46,9,11,11,14,13
Profit & Loss,Profit before tax,113,,,,85,,,,130,,,,137,11,22,52,35,58
Profit & Loss,Tax %,25%,,,,25%,,,,26%,,,,25%,14%,18%,20%,26%,27%
Profit & Loss,Net Profit,85,,,,64,,,,96,,,,103,10,18,41,26,42
Profit & Loss,EPS in Rs,3.51,,,,2.74,,,,3.32,,,,3.22,0.69,1.14,2.37,1.35,1.75
Profit & Loss,Dividend Payout %,14%,,,,18%,,,,8%,,,,0%,14%,0%,5%,0%,29%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,24,,,,24,,,,27,,,,30,14,16,17,19,24
Balance Sheet,Reserves,342,,,,456,,,,624,,,,772,84,116,165,198,261
Balance Sheet,Borrowings,260,,,,438,,,,477,,,,536,217,228,192,178,183
Balance Sheet,Other Liabilities,130,,,,177,,,,172,,,,217,166,136,185,209,164
Balance Sheet,Total Liabilities,758,,,,1096,,,,1301,,,,1555,481,495,560,604,632
Balance Sheet,Fixed Assets,153,,,,339,,,,641,,,,634,85,136,138,129,129
Balance Sheet,CWIP,166,,,,212,,,,13,,,,110,54,5,10,19,29
Balance Sheet,Investments,5,,,,7,,,,10,,,,11,25,33,34,36,26
Balance Sheet,Other Assets,433,,,,537,,,,637,,,,800,317,321,377,420,448
Balance Sheet,Total Assets,758,,,,1096,,,,1301,,,,1555,481,495,560,604,632
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,95,,,,29,,,,39,,,,63,43,10,53,29,5
Cash Flows,Cash from Investing Activity,-145,,,,-250,,,,-131,,,,-129,-45,-40,-19,-13,-13
Cash Flows,Cash from Financing Activity,62,,,,206,,,,92,,,,83,16,16,-25,-21,6
Cash Flows,Net Cash Flow,12,,,,-16,,,,0,,,,17,13,-14,8,-6,-2
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,19,,,,19,,,,21,,,,17,27,18,25,14,34
Ratios,Inventory Days,43,,,,83,,,,88,,,,73,169,142,138,165,75
Ratios,Days Payable,17,,,,32,,,,22,,,,21,93,55,79,76,30
Ratios,Cash Conversion Cycle,44,,,,70,,,,87,,,,69,102,106,84,103,80
Ratios,Working Capital Days,48,,,,71,,,,86,,,,77,85,83,72,75,69
Ratios,ROCE %,23%,,,,13%,,,,16%,,,,13%,,13%,19%,13%,19%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,61.36%,61.36%,61.36%,61.13%,61.36%,60.41%,56.92%,56.08%,59.47%,57.77%,57.77%,58.03%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.08%,0.06%,0.00%,0.41%,0.00%,1.66%,5.88%,6.41%,4.84%,1.84%,0.77%,0.86%,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.92%,0.92%,,,,,
Shareholding Pattern (Quarterly),Public,,38.55%,38.57%,38.63%,38.45%,38.64%,37.92%,37.21%,37.52%,35.69%,40.39%,40.54%,40.19%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,26956,27107,26821,23805,25051,28195,73113,92001,101647,138411,141790,141647,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,61.36%,,,,61.13%,,,,56.08%,,,,58.03%,51.02%,55.87%,60.24%,63.81%,61.36%
Shareholding Pattern (Yearly),FIIs,0.04%,,,,0.41%,,,,6.41%,,,,0.86%,0.00%,0.09%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,2.87%,2.58%,2.35%,1.62%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.92%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,38.59%,,,,38.45%,,,,37.52%,,,,40.19%,48.98%,41.17%,37.18%,33.84%,37.02%
Shareholding Pattern (Yearly),No. of Shareholders,26975,,,,23805,,,,92001,,,,141647,7862,10495,11165,10898,14217
,,,,,,,,,,,,,,,,,,,
