Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,900,1067,1118,999,1010,1086,1101,1161,1090,1269,1219,1270,1334,,,,,
Quarterly Results,Expenses,911,1033,1049,969,984,1055,1038,1103,1048,1190,1154,1186,1278,,,,,
Quarterly Results,Operating Profit,-10,35,70,30,26,30,63,58,42,79,66,83,56,,,,,
Quarterly Results,OPM %,-1%,3%,6%,3%,3%,3%,6%,5%,4%,6%,5%,7%,4%,,,,,
Quarterly Results,Other Income,4,4,5,4,9,8,6,7,11,7,13,4,11,,,,,
Quarterly Results,Interest,8,7,7,7,8,7,7,7,7,5,4,8,7,,,,,
Quarterly Results,Depreciation,29,29,29,30,34,30,30,32,32,30,31,38,34,,,,,
Quarterly Results,Profit before tax,-43,3,38,-3,-6,1,31,26,15,51,43,42,27,,,,,
Quarterly Results,Tax %,-35%,39%,37%,-66%,72%,211%,31%,34%,19%,27%,27%,26%,29%,,,,,
Quarterly Results,Net Profit,-28,2,24,-1,-10,-1,22,17,12,38,31,31,19,,,,,
Quarterly Results,EPS in Rs,-6.98,0.47,5.95,-0.28,-2.45,-0.15,5.31,4.31,2.96,9.26,7.75,7.67,4.66,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3415,,,,4195,,,,4438,,,,5092,1758,2220,2657,2637,2801
Profit & Loss,Expenses,3367,,,,4031,,,,4242,,,,4808,1657,2060,2529,2514,2588
Profit & Loss,Operating Profit,49,,,,164,,,,196,,,,284,102,160,128,123,213
Profit & Loss,OPM %,1%,,,,4%,,,,4%,,,,6%,6%,7%,5%,5%,8%
Profit & Loss,Other Income,28,,,,23,,,,32,,,,35,13,16,32,14,22
Profit & Loss,Interest,35,,,,33,,,,31,,,,24,6,7,8,18,34
Profit & Loss,Depreciation,115,,,,122,,,,124,,,,132,44,54,58,92,102
Profit & Loss,Profit before tax,-74,,,,32,,,,73,,,,163,65,115,94,27,99
Profit & Loss,Tax %,-35%,,,,54%,,,,31%,,,,27%,20%,31%,24%,4%,35%
Profit & Loss,Net Profit,-48,,,,15,,,,50,,,,119,52,79,71,26,64
Profit & Loss,EPS in Rs,-11.89,,,,3.69,,,,12.43,,,,29.35,13.15,19.98,18.00,6.76,15.82
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,41,,,,41,,,,41,,,,41,41,41,41,41,41
Balance Sheet,Reserves,607,,,,626,,,,676,,,,801,428,507,577,605,655
Balance Sheet,Borrowings,363,,,,353,,,,164,,,,250,40,32,31,357,293
Balance Sheet,Other Liabilities,1019,,,,1086,,,,1298,,,,1266,397,538,619,662,903
Balance Sheet,Total Liabilities,2030,,,,2107,,,,2180,,,,2358,907,1118,1268,1665,1891
Balance Sheet,Fixed Assets,698,,,,695,,,,629,,,,697,329,339,358,625,654
Balance Sheet,CWIP,15,,,,21,,,,16,,,,11,14,7,24,10,21
Balance Sheet,Investments,229,,,,186,,,,263,,,,254,54,93,27,153,260
Balance Sheet,Other Assets,1088,,,,1205,,,,1271,,,,1395,509,679,859,877,956
Balance Sheet,Total Assets,2030,,,,2107,,,,2180,,,,2358,907,1118,1268,1665,1891
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,51,,,,106,,,,351,,,,118,85,124,45,184,292
Cash Flows,Cash from Investing Activity,-27,,,,-6,,,,-137,,,,-90,-95,-92,-33,-374,-187
Cash Flows,Cash from Financing Activity,-51,,,,-94,,,,-186,,,,-23,9,-13,-5,223,-112
Cash Flows,Net Cash Flow,-28,,,,6,,,,28,,,,5,-2,20,6,33,-7
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,33,,,,36,,,,38,,,,31,30,31,34,28,35
Ratios,Inventory Days,102,,,,82,,,,75,,,,79,87,93,94,94,108
Ratios,Days Payable,144,,,,118,,,,136,,,,111,97,112,107,116,153
Ratios,Cash Conversion Cycle,-8,,,,-1,,,,-23,,,,-1,19,11,22,6,-10
Ratios,Working Capital Days,1,,,,8,,,,-4,,,,21,12,15,20,12,2
Ratios,ROCE %,-4%,,,,6%,,,,10%,,,,19%,,20%,13%,5%,13%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.61%,0.62%,0.64%,0.63%,1.84%,0.65%,0.70%,0.75%,0.83%,1.11%,0.91%,1.06%,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.14%,3.96%,4.23%,4.18%,4.18%,4.43%,3.57%,6.59%,6.74%,6.70%,6.80%,6.41%,,,,,
Shareholding Pattern (Quarterly),Public,,20.29%,20.46%,20.16%,20.22%,19.02%,19.96%,20.77%,17.71%,17.46%,17.22%,17.33%,17.57%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,26138,24571,25317,25875,26825,26991,26731,26080,28240,30842,31350,35673,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.96%,,,,74.96%,,,,74.96%,,,,74.96%,74.96%,74.96%,74.96%,74.96%,74.96%
Shareholding Pattern (Yearly),FIIs,6.99%,,,,0.63%,,,,0.75%,,,,1.06%,1.66%,8.33%,7.92%,8.29%,8.11%
Shareholding Pattern (Yearly),DIIs,4.03%,,,,4.18%,,,,6.59%,,,,6.41%,8.98%,2.50%,2.25%,2.46%,1.51%
Shareholding Pattern (Yearly),Public,14.01%,,,,20.22%,,,,17.71%,,,,17.57%,14.40%,14.21%,14.87%,14.29%,15.42%
Shareholding Pattern (Yearly),No. of Shareholders,26133,,,,25875,,,,26080,,,,35673,16174,17566,19101,23573,24184
,,,,,,,,,,,,,,,,,,,
