Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,154,175,161,136,134,157,158,158,171,179,192,198,218,,,,,
Quarterly Results,Expenses,135,153,136,117,109,131,134,127,136,144,152,152,163,,,,,
Quarterly Results,Operating Profit,19,22,25,19,25,27,24,32,35,35,40,46,54,,,,,
Quarterly Results,OPM %,13%,13%,16%,14%,19%,17%,15%,20%,20%,20%,21%,23%,25%,,,,,
Quarterly Results,Other Income,3,2,1,0,1,1,3,1,2,1,1,0,0,,,,,
Quarterly Results,Interest,5,4,4,5,5,4,4,5,5,4,5,4,4,,,,,
Quarterly Results,Depreciation,7,8,8,8,10,8,8,9,10,10,10,11,11,,,,,
Quarterly Results,Profit before tax,11,12,14,7,12,16,14,19,22,22,27,32,40,,,,,
Quarterly Results,Tax %,26%,24%,28%,19%,15%,19%,23%,22%,10%,20%,17%,20%,28%,,,,,
Quarterly Results,Net Profit,8,9,10,6,10,13,11,15,19,17,22,25,29,,,,,
Quarterly Results,EPS in Rs,1.71,2.07,2.20,1.24,2.16,2.75,2.36,3.17,4.22,3.80,4.78,5.48,6.22,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,568,,,,607,,,,644,,,,787,,,,,
Profit & Loss,Expenses,485,,,,514,,,,526,,,,611,,,,,
Profit & Loss,Operating Profit,82,,,,93,,,,118,,,,176,,,,,
Profit & Loss,OPM %,15%,,,,15%,,,,18%,,,,22%,,,,,
Profit & Loss,Other Income,9,,,,4,,,,6,,,,2,,,,,
Profit & Loss,Interest,18,,,,19,,,,19,,,,17,,,,,
Profit & Loss,Depreciation,27,,,,33,,,,36,,,,42,,,,,
Profit & Loss,Profit before tax,47,,,,45,,,,70,,,,119,,,,,
Profit & Loss,Tax %,24%,,,,22%,,,,18%,,,,22%,,,,,
Profit & Loss,Net Profit,35,,,,35,,,,57,,,,93,,,,,
Profit & Loss,EPS in Rs,7.68,,,,7.66,,,,12.49,,,,20.26,,,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,8%,,,,10%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9,,,,9,,,,9,,,,9,,,,,
Balance Sheet,Reserves,358,,,,392,,,,450,,,,538,,,,,
Balance Sheet,Borrowings,175,,,,188,,,,209,,,,188,,,,,
Balance Sheet,Other Liabilities,135,,,,103,,,,114,,,,197,,,,,
Balance Sheet,Total Liabilities,677,,,,693,,,,782,,,,933,,,,,
Balance Sheet,Fixed Assets,333,,,,367,,,,473,,,,502,,,,,
Balance Sheet,CWIP,29,,,,68,,,,20,,,,17,,,,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,,,,,
Balance Sheet,Other Assets,316,,,,257,,,,289,,,,414,,,,,
Balance Sheet,Total Assets,677,,,,693,,,,782,,,,933,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,55,,,,90,,,,92,,,,110,,,,,
Cash Flows,Cash from Investing Activity,-129,,,,-101,,,,-94,,,,-71,,,,,
Cash Flows,Cash from Financing Activity,108,,,,-5,,,,5,,,,-42,,,,,
