Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,227.93,333.68,406.18,280.68,226.11,231.86,239.24,244.49,216.05,265.23,266.79,294.97,232.23,,,,,
Quarterly Results,Expenses,210.07,313.28,384.85,265.88,209.66,230.48,239.82,249.51,222.31,255.89,261.80,281.75,223.43,,,,,
Quarterly Results,Operating Profit,17.86,20.40,21.33,14.80,16.45,1.38,-0.58,-5.02,-6.26,9.34,4.99,13.22,8.80,,,,,
Quarterly Results,OPM %,7.84%,6.11%,5.25%,5.27%,7.28%,0.60%,-0.24%,-2.05%,-2.90%,3.52%,1.87%,4.48%,3.79%,,,,,
Quarterly Results,Other Income,4.84,4.01,3.80,2.83,4.96,4.79,3.01,3.35,7.31,4.60,4.39,5.25,5.54,,,,,
Quarterly Results,Interest,0.42,0.41,0.56,0.56,0.49,0.39,0.45,0.37,0.41,0.25,0.32,0.25,0.16,,,,,
Quarterly Results,Depreciation,5.51,4.59,4.69,4.75,4.74,4.79,4.84,5.84,5.88,4.71,4.66,4.85,4.88,,,,,
Quarterly Results,Profit before tax,16.77,19.41,19.88,12.32,16.18,0.99,-2.86,-7.88,-5.24,8.98,4.40,13.37,9.30,,,,,
Quarterly Results,Tax %,25.10%,24.27%,19.01%,33.69%,37.21%,-91.92%,-26.57%,-35.91%,-45.99%,7.13%,52.50%,15.63%,93.23%,,,,,
Quarterly Results,Net Profit,12.56,14.70,16.10,8.17,10.16,1.90,-2.10,-5.05,-2.83,8.34,2.09,11.28,0.63,,,,,
Quarterly Results,EPS in Rs,13.41,15.69,17.19,8.72,10.85,2.03,-2.24,-5.39,-3.02,8.90,2.23,12.04,0.67,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1011,,,,1247,,,,932,,,,1059,893,945,986,702,
Profit & Loss,Expenses,936,,,,1173,,,,942,,,,1022,838,900,960,646,
Profit & Loss,Operating Profit,75,,,,73,,,,-10,,,,37,55,45,26,55,
Profit & Loss,OPM %,7%,,,,6%,,,,-1%,,,,3%,6%,5%,3%,8%,
Profit & Loss,Other Income,16,,,,15,,,,18,,,,19,10,13,10,17,
Profit & Loss,Interest,1,,,,2,,,,2,,,,1,3,3,2,0,
Profit & Loss,Depreciation,17,,,,19,,,,21,,,,19,21,19,18,15,
Profit & Loss,Profit before tax,73,,,,68,,,,-15,,,,36,41,36,17,57,
Profit & Loss,Tax %,20%,,,,28%,,,,-46%,,,,38%,30%,13%,-32%,19%,
Profit & Loss,Net Profit,59,,,,49,,,,-8,,,,22,29,31,22,46,
Profit & Loss,EPS in Rs,62.50,,,,52.45,,,,-8.63,,,,23.85,30.56,33.48,23.69,49.51,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9,,,,9,,,,9,,,,9,9,9,9,9,
Balance Sheet,Reserves,492,,,,539,,,,543,,,,600,332,360,372,435,
Balance Sheet,Borrowings,22,,,,19,,,,11,,,,6,31,22,1,3,
Balance Sheet,Other Liabilities,67,,,,64,,,,72,,,,102,82,69,61,82,
Balance Sheet,Total Liabilities,590,,,,632,,,,636,,,,717,454,461,444,530,
Balance Sheet,Fixed Assets,145,,,,131,,,,148,,,,141,135,135,123,120,
Balance Sheet,CWIP,2,,,,7,,,,1,,,,8,6,2,4,11,
Balance Sheet,Investments,101,,,,110,,,,119,,,,134,131,113,101,60,
Balance Sheet,Other Assets,342,,,,383,,,,368,,,,434,182,211,215,339,
Balance Sheet,Total Assets,590,,,,632,,,,636,,,,717,454,461,444,530,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,105,,,,32,,,,-32,,,,69,4,42,2,36,
Cash Flows,Cash from Investing Activity,-66,,,,-17,,,,-25,,,,12,16,1,-6,47,
Cash Flows,Cash from Financing Activity,19,,,,-7,,,,-7,,,,-6,-15,-15,-22,-0,
Cash Flows,Net Cash Flow,59,,,,9,,,,-63,,,,75,6,28,-25,83,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,25,,,,15,,,,31,,,,32,26,23,24,55,
Ratios,Inventory Days,35,,,,42,,,,69,,,,52,37,34,44,52,
Ratios,Days Payable,19,,,,12,,,,26,,,,15,22,19,17,35,
Ratios,Cash Conversion Cycle,40,,,,46,,,,75,,,,69,40,38,51,72,
Ratios,Working Capital Days,44,,,,45,,,,71,,,,53,33,32,50,81,
Ratios,ROCE %,15%,,,,13%,,,,-2%,,,,6%,,10%,5%,14%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,65.00%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.38%,0.29%,0.22%,0.19%,0.20%,0.21%,0.24%,0.16%,0.16%,0.15%,0.16%,0.15%,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.11%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,1.12%,,,,,
Shareholding Pattern (Quarterly),Public,,33.50%,33.58%,33.67%,33.70%,33.69%,33.66%,33.63%,33.72%,33.72%,33.73%,33.73%,33.73%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,12570,12354,12453,12532,12441,12309,12490,12551,12484,11705,11337,11194,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,65.00%,,,,65.00%,,,,65.00%,,,,65.00%,65.00%,65.00%,65.00%,65.00%,64.99%
Shareholding Pattern (Yearly),FIIs,0.39%,,,,0.19%,,,,0.16%,,,,0.15%,0.16%,0.16%,0.16%,0.16%,0.27%
Shareholding Pattern (Yearly),DIIs,1.12%,,,,1.12%,,,,1.12%,,,,1.12%,1.13%,1.13%,1.15%,1.12%,1.13%
Shareholding Pattern (Yearly),Public,33.49%,,,,33.70%,,,,33.72%,,,,33.73%,33.71%,33.71%,33.69%,33.72%,33.61%
Shareholding Pattern (Yearly),No. of Shareholders,12073,,,,12532,,,,12551,,,,11194,8096,8750,9193,10751,7271
,,,,,,,,,,,,,,,,,,,
