Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,684,675,746,723,765,829,885,890,918,913,984,974,1014,,,,,,,
Quarterly Results,Expenses,623,623,690,657,697,756,804,801,820,827,885,879,910,,,,,,,
Quarterly Results,Operating Profit,60,52,57,65,68,73,81,89,98,86,99,95,104,,,,,,,
Quarterly Results,OPM %,9%,8%,8%,9%,9%,9%,9%,10%,11%,9%,10%,10%,10%,,,,,,,
Quarterly Results,Other Income,1,3,3,2,8,3,4,3,5,7,7,5,10,,,,,,,
Quarterly Results,Interest,6,7,8,9,11,11,13,13,14,14,14,14,15,,,,,,,
Quarterly Results,Depreciation,27,29,29,31,33,35,37,40,42,41,42,44,44,,,,,,,
Quarterly Results,Profit before tax,28,19,23,27,32,30,35,39,46,37,50,42,56,,,,,,,
Quarterly Results,Tax %,38%,32%,28%,27%,22%,27%,22%,34%,23%,22%,20%,28%,23%,,,,,,,
Quarterly Results,Net Profit,18,13,16,20,25,22,28,25,36,29,40,30,43,,,,,,,
Quarterly Results,EPS in Rs,2.91,2.11,2.70,3.27,4.04,3.55,4.54,4.19,5.96,4.83,6.65,4.98,7.08,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2324,,,,2909,,,,3521,,,,3884,1482,1513,1611,1946,2336,1943,1864
Profit & Loss,Expenses,2130,,,,2663,,,,3180,,,,3501,1343,1372,1466,1743,2091,1757,1686
Profit & Loss,Operating Profit,193,,,,246,,,,341,,,,383,139,141,146,203,245,187,177
Profit & Loss,OPM %,8%,,,,8%,,,,10%,,,,10%,9%,9%,9%,10%,10%,10%,10%
Profit & Loss,Other Income,6,,,,11,,,,14,,,,29,6,1,7,4,6,10,11
Profit & Loss,Interest,18,,,,36,,,,52,,,,57,41,42,43,43,24,20,16
Profit & Loss,Depreciation,100,,,,122,,,,154,,,,171,52,55,58,68,81,98,94
Profit & Loss,Profit before tax,81,,,,100,,,,150,,,,185,51,45,52,97,145,78,78
Profit & Loss,Tax %,31%,,,,27%,,,,27%,,,,23%,25%,25%,20%,32%,34%,27%,26%
Profit & Loss,Net Profit,56,,,,74,,,,110,,,,142,38,34,42,66,96,57,58
Profit & Loss,EPS in Rs,9.26,,,,12.12,,,,18.24,,,,23.53,7.48,6.54,8.07,10.80,15.81,9.45,9.59
Profit & Loss,Dividend Payout %,24%,,,,21%,,,,18%,,,,15%,25%,54%,25%,19%,16%,21%,23%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,60,,,,60,,,,60,,,,60,10,51,51,60,60,60,60
Balance Sheet,Reserves,799,,,,860,,,,956,,,,1079,249,222,251,574,659,702,744
Balance Sheet,Borrowings,614,,,,666,,,,741,,,,924,370,395,460,484,268,283,310
Balance Sheet,Other Liabilities,503,,,,563,,,,662,,,,727,286,296,305,467,475,321,482
Balance Sheet,Total Liabilities,1976,,,,2150,,,,2420,,,,2790,916,965,1067,1585,1462,1367,1597
Balance Sheet,Fixed Assets,942,,,,1172,,,,1336,,,,1347,476,528,595,678,743,831,842
Balance Sheet,CWIP,128,,,,115,,,,76,,,,65,40,55,29,72,37,33,15
Balance Sheet,Investments,53,,,,49,,,,57,,,,61,3,4,11,24,39,48,58
Balance Sheet,Other Assets,853,,,,814,,,,950,,,,1317,396,377,433,811,642,454,682
Balance Sheet,Total Assets,1976,,,,2150,,,,2420,,,,2790,916,965,1067,1585,1462,1367,1597
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,49,,,,308,,,,275,,,,247,100,144,96,188,133,239,124
Cash Flows,Cash from Investing Activity,-310,,,,-269,,,,-241,,,,-290,-118,-103,-107,-186,-141,-112,-98
Cash Flows,Cash from Financing Activity,260,,,,-37,,,,-7,,,,101,20,-41,14,247,-243,-124,-26
Cash Flows,Net Cash Flow,-2,,,,2,,,,27,,,,58,2,-0,2,249,-251,3,-1
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,70,,,,45,,,,47,,,,52,46,40,47,50,53,36,77
Ratios,Inventory Days,67,,,,60,,,,57,,,,63,63,65,63,66,58,64,71
Ratios,Days Payable,103,,,,82,,,,83,,,,81,90,91,90,112,94,79,131
Ratios,Cash Conversion Cycle,35,,,,23,,,,22,,,,34,19,14,19,5,17,22,17
Ratios,Working Capital Days,47,,,,31,,,,27,,,,40,24,18,12,-33,27,25,38
Ratios,ROCE %,8%,,,,9%,,,,12%,,,,12%,,14%,13%,15%,16%,10%,9%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,70.38%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.05%,1.09%,0.90%,0.91%,1.65%,1.35%,1.52%,1.48%,1.61%,0.90%,0.73%,0.69%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,16.11%,15.58%,16.81%,16.52%,16.96%,16.96%,16.41%,16.15%,16.31%,16.17%,15.69%,15.70%,,,,,,,
Shareholding Pattern (Quarterly),Public,,12.46%,12.95%,11.92%,12.19%,11.01%,11.30%,11.69%,11.99%,11.69%,12.54%,13.21%,13.23%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,32647,34125,32181,30731,28412,29346,31286,37270,35855,37588,40195,40783,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.38%,,,,70.38%,,,,70.38%,,,,70.38%,,,,70.14%,70.23%,70.29%,70.35%
Shareholding Pattern (Yearly),FIIs,0.98%,,,,0.91%,,,,1.48%,,,,0.69%,,,,3.76%,2.63%,3.58%,1.55%
Shareholding Pattern (Yearly),DIIs,15.46%,,,,16.52%,,,,16.15%,,,,15.70%,,,,9.06%,15.42%,15.22%,16.29%
Shareholding Pattern (Yearly),Public,13.18%,,,,12.19%,,,,11.99%,,,,13.23%,,,,17.03%,11.72%,10.92%,11.81%
Shareholding Pattern (Yearly),No. of Shareholders,33664,,,,30731,,,,37270,,,,40783,,,,120285,25706,22596,23864
,,,,,,,,,,,,,,,,,,,,,
