Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,25.54,21.09,24.20,26.40,25.70,23.87,26.64,25.25,29.74,26.16,26.23,26.80,27.31,,,,,
Quarterly Results,Expenses,21.98,19.04,19.85,21.25,20.63,21.09,21.98,20.78,21.86,20.99,23.48,21.20,22.73,,,,,
Quarterly Results,Operating Profit,3.56,2.05,4.35,5.15,5.07,2.78,4.66,4.47,7.88,5.17,2.75,5.60,4.58,,,,,
Quarterly Results,OPM %,13.94%,9.72%,17.98%,19.51%,19.73%,11.65%,17.49%,17.70%,26.50%,19.76%,10.48%,20.90%,16.77%,,,,,
Quarterly Results,Other Income,1.89,1.21,0.43,0.94,0.36,0.91,0.61,0.97,0.36,21.95,-1.30,-2.91,-6.59,,,,,
Quarterly Results,Interest,0.09,0.12,0.11,0.26,0.13,0.14,0.09,0.05,0.02,0.02,-0.02,0.01,0.08,,,,,
Quarterly Results,Depreciation,1.37,1.16,1.25,1.32,1.41,1.11,1.42,1.57,1.37,1.36,1.39,1.52,1.16,,,,,
Quarterly Results,Profit before tax,3.99,1.98,3.42,4.51,3.89,2.44,3.76,3.82,6.85,25.74,0.08,1.16,-3.25,,,,,
Quarterly Results,Tax %,12.03%,18.18%,24.56%,19.07%,26.48%,25.41%,17.29%,17.28%,30.07%,15.38%,2037.50%,-70.69%,5.54%,,,,,
Quarterly Results,Net Profit,3.52,1.62,2.58,3.64,2.86,1.83,3.12,3.16,4.80,21.78,-1.54,1.99,-3.44,,,,,
Quarterly Results,EPS in Rs,0.27,0.13,0.20,0.28,0.22,0.15,0.24,0.24,0.37,1.74,-0.13,0.15,-0.28,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,87,,,,97,,,,106,,,,106,29,37,49,58,66
Profit & Loss,Expenses,75,,,,81,,,,86,,,,88,24,30,40,47,56
