Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,475,438,352,285,330,287,248,204,201,196,185,155,146,,,,,,,
Quarterly Results,Expenses,440,393,345,300,337,296,250,214,227,204,222,174,162,,,,,,,
Quarterly Results,Operating Profit,36,45,7,-15,-7,-9,-3,-9,-26,-8,-37,-19,-16,,,,,,,
Quarterly Results,OPM %,8%,10%,2%,-5%,-2%,-3%,-1%,-5%,-13%,-4%,-20%,-12%,-11%,,,,,,,
Quarterly Results,Other Income,6,2,2,9,25,12,5,24,41,10,6,5,64,,,,,,,
Quarterly Results,Interest,6,8,7,6,10,11,13,13,16,14,12,12,13,,,,,,,
Quarterly Results,Depreciation,9,9,9,9,9,9,10,10,9,9,9,9,8,,,,,,,
Quarterly Results,Profit before tax,26,30,-7,-21,-1,-17,-21,-7,-10,-21,-52,-34,26,,,,,,,
Quarterly Results,Tax %,30%,26%,-79%,-16%,-142%,-43%,-32%,-71%,31%,-34%,-2%,-22%,-49%,,,,,,,
Quarterly Results,Net Profit,19,22,-2,-18,0,-10,-14,-2,-13,-14,-51,-26,39,,,,,,,
Quarterly Results,EPS in Rs,38.60,45.35,-3.14,-37.14,0.81,-20.39,-29.34,-4.53,-27.76,-28.36,-105.33,-54.40,81.70,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1763,,,,1403,,,,939,,,,682,1407,1158,1136,1159,1307,1104,1122
Profit & Loss,Expenses,1562,,,,1364,,,,976,,,,760,1245,998,1007,1050,1193,1019,1014
Profit & Loss,Operating Profit,201,,,,39,,,,-37,,,,-78,162,160,130,108,114,85,108
Profit & Loss,OPM %,11%,,,,3%,,,,-4%,,,,-11%,11%,14%,11%,9%,9%,8%,10%
Profit & Loss,Other Income,13,,,,38,,,,77,,,,84,2,3,5,10,8,8,8
Profit & Loss,Interest,40,,,,41,,,,59,,,,51,69,60,42,39,39,37,35
Profit & Loss,Depreciation,37,,,,37,,,,38,,,,35,83,68,68,61,57,52,43
Profit & Loss,Profit before tax,137,,,,0,,,,-56,,,,-80,11,35,25,19,26,4,38
Profit & Loss,Tax %,29%,,,,-1669%,,,,-29%,,,,-36%,-42%,23%,-0%,-35%,-11%,-109%,14%
Profit & Loss,Net Profit,97,,,,3,,,,-40,,,,-51,16,27,25,25,28,9,33
Profit & Loss,EPS in Rs,201.50,,,,5.90,,,,-82.01,,,,-106.39,32.83,55.85,52.09,52.59,58.55,18.23,68.18
Profit & Loss,Dividend Payout %,5%,,,,0%,,,,0%,,,,0%,23%,18%,19%,19%,3%,0%,11%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5
Balance Sheet,Reserves,358,,,,355,,,,316,,,,264,136,158,183,202,226,234,263
Balance Sheet,Borrowings,616,,,,662,,,,622,,,,413,564,513,560,520,486,401,380
Balance Sheet,Other Liabilities,307,,,,272,,,,175,,,,159,233,200,191,232,290,338,352
Balance Sheet,Total Liabilities,1286,,,,1295,,,,1118,,,,842,937,876,939,959,1008,978,1000
Balance Sheet,Fixed Assets,303,,,,331,,,,333,,,,255,491,488,453,415,392,350,319
Balance Sheet,CWIP,4,,,,3,,,,0,,,,0,7,15,3,7,3,2,2
Balance Sheet,Investments,28,,,,29,,,,33,,,,36,5,5,20,18,17,21,22
Balance Sheet,Other Assets,950,,,,932,,,,752,,,,551,435,369,463,520,596,605,657
Balance Sheet,Total Assets,1286,,,,1295,,,,1118,,,,842,937,876,939,959,1008,978,1000
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-212,,,,66,,,,106,,,,,167,175,74,115,127,84,101
Cash Flows,Cash from Investing Activity,-29,,,,-78,,,,-16,,,,,-60,-72,-31,-15,-28,-9,-11
Cash Flows,Cash from Financing Activity,243,,,,9,,,,-93,,,,,-105,-105,-44,-98,-97,-79,-87
Cash Flows,Net Cash Flow,2,,,,-2,,,,-2,,,,,2,-2,-0,2,2,-4,2
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,63,,,,54,,,,62,,,,72,24,20,50,60,61,52,73
Ratios,Inventory Days,151,,,,214,,,,257,,,,172,65,94,107,109,116,163,145
Ratios,Days Payable,61,,,,69,,,,69,,,,66,31,39,40,62,90,129,135
Ratios,Cash Conversion Cycle,153,,,,198,,,,249,,,,179,59,76,117,106,88,86,83
Ratios,Working Capital Days,128,,,,160,,,,206,,,,167,38,39,65,72,66,74,80
Ratios,ROCE %,22%,,,,4%,,,,0%,,,,-12%,,14%,9%,8%,9%,6%,11%
,,,,,,,,,,,,,,,,,,,,,
