Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2010,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,18,22,37,31,37,37,32,39,49,51,53,58,60,,,,,,,,
Quarterly Results,Expenses,15,17,26,20,24,26,22,28,25,30,33,32,33,,,,,,,,
Quarterly Results,Operating Profit,3,5,11,10,13,11,10,12,24,20,20,26,27,,,,,,,,
Quarterly Results,OPM %,16%,25%,30%,34%,36%,30%,31%,30%,49%,40%,37%,46%,45%,,,,,,,,
Quarterly Results,Other Income,4,1,59,2,-9,3,48,2,2,2,66,4,3,,,,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,
Quarterly Results,Depreciation,1,2,2,2,2,2,2,3,1,2,3,3,3,,,,,,,,
Quarterly Results,Profit before tax,6,4,68,11,3,12,56,11,24,19,82,27,27,,,,,,,,
Quarterly Results,Tax %,20%,11%,10%,2%,-55%,14%,8%,9%,12%,10%,6%,5%,12%,,,,,,,,
Quarterly Results,Net Profit,1,-19,115,46,48,44,91,61,72,56,121,65,68,,,,,,,,
Quarterly Results,EPS in Rs,0.04,-0.72,4.49,1.78,1.88,1.73,3.53,2.39,2.81,2.17,4.71,2.55,2.67,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,78,,,,127,,,,157,,,,222,1121,144,134,147,125,124,74,74
Profit & Loss,Expenses,64,,,,87,,,,101,,,,128,1018,134,128,140,114,106,71,62
Profit & Loss,Operating Profit,14,,,,40,,,,57,,,,94,103,10,6,7,11,18,3,11
Profit & Loss,OPM %,18%,,,,32%,,,,36%,,,,42%,9%,7%,5%,5%,9%,15%,4%,15%
Profit & Loss,Other Income,89,,,,54,,,,55,,,,75,16,21,25,25,37,29,93,10
Profit & Loss,Interest,0,,,,0,,,,1,,,,2,32,1,0,0,0,0,0,0
Profit & Loss,Depreciation,5,,,,7,,,,8,,,,11,43,6,6,5,4,3,3,4
Profit & Loss,Profit before tax,98,,,,87,,,,103,,,,156,44,23,25,27,44,45,93,17
Profit & Loss,Tax %,12%,,,,7%,,,,10%,,,,7%,10%,-3%,2%,-3%,5%,8%,0%,19%
Profit & Loss,Net Profit,222,,,,191,,,,269,,,,311,40,107,235,145,163,213,329,343
Profit & Loss,EPS in Rs,8.65,,,,7.42,,,,10.46,,,,12.10,1.48,3.99,8.78,5.45,6.10,8.30,12.82,13.35
Profit & Loss,Dividend Payout %,21%,,,,30%,,,,23%,,,,20%,17%,4%,2%,4%,3%,2%,5%,2%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,51,,,,51,,,,51,,,,51,27,53,53,53,53,51,51,51
Balance Sheet,Reserves,2445,,,,2027,,,,2134,,,,2287,311,474,750,858,1032,1157,1367,2246
Balance Sheet,Borrowings,0,,,,0,,,,9,,,,14,408,0,9,0,0,0,0,0
Balance Sheet,Other Liabilities,135,,,,127,,,,134,,,,150,251,91,64,81,73,57,53,112
Balance Sheet,Total Liabilities,2632,,,,2205,,,,2329,,,,2503,997,619,875,992,1159,1266,1471,2409
Balance Sheet,Fixed Assets,297,,,,321,,,,369,,,,409,393,169,146,171,179,209,225,265
Balance Sheet,CWIP,0,,,,0,,,,1,,,,0,4,2,0,0,0,0,3,6
Balance Sheet,Investments,2208,,,,1754,,,,1786,,,,1900,8,299,605,732,913,1001,1133,2047
Balance Sheet,Other Assets,127,,,,130,,,,173,,,,194,591,149,124,89,67,55,110,91
Balance Sheet,Total Assets,2632,,,,2205,,,,2329,,,,2503,997,619,875,992,1159,1266,1471,2409
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-18,,,,39,,,,23,,,,86,149,22,10,52,24,22,7,-2
Cash Flows,Cash from Investing Activity,19,,,,7,,,,26,,,,-27,-24,5,-5,-47,-22,68,57,-35
Cash Flows,Cash from Financing Activity,-6,,,,-46,,,,-48,,,,-58,-118,-25,-5,-5,-3,-89,-6,-15
Cash Flows,Net Cash Flow,-5,,,,-0,,,,0,,,,1,7,2,-0,-0,-1,1,57,-52
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,71,,,,67,,,,46,,,,49,63,122,76,54,74,40,44,69
Ratios,Inventory Days,2885,,,,,,,,3694,,,,525,158,880,659,438,247,289,411,2112
Ratios,Days Payable,640,,,,,,,,1237,,,,149,128,200,144,128,125,202,151,693
Ratios,Cash Conversion Cycle,2316,,,,67,,,,2502,,,,425,93,801,591,364,195,126,305,1488
Ratios,Working Capital Days,223,,,,118,,,,81,,,,154,108,235,172,39,20,13,22,98
Ratios,ROCE %,4%,,,,4%,,,,5%,,,,7%,10%,,4%,4%,4%,4%,7%,1%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,70.88%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,1.08%,0.83%,0.82%,0.70%,0.72%,0.85%,0.89%,1.07%,1.42%,1.97%,1.78%,1.65%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.29%,4.12%,3.94%,3.94%,3.93%,3.40%,0.04%,0.04%,0.04%,0.08%,0.06%,0.05%,,,,,,,,
Shareholding Pattern (Quarterly),Public,,23.75%,24.16%,24.34%,24.48%,24.46%,24.87%,28.17%,28.02%,27.66%,27.07%,27.27%,27.41%,,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,83006,83612,83630,82339,81732,82947,94012,99130,98478,102249,107423,106732,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.88%,,,,70.88%,,,,70.88%,,,,70.88%,,,,65.77%,63.71%,64.57%,67.62%,70.88%
Shareholding Pattern (Yearly),FIIs,1.12%,,,,0.70%,,,,1.07%,,,,1.65%,,,,5.60%,1.16%,1.04%,1.80%,1.60%
Shareholding Pattern (Yearly),DIIs,4.69%,,,,3.94%,,,,0.04%,,,,0.05%,,,,0.09%,5.35%,5.81%,5.94%,4.34%
Shareholding Pattern (Yearly),Government,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.67%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,23.31%,,,,24.48%,,,,28.02%,,,,27.41%,,,,28.54%,29.11%,28.58%,24.64%,23.18%
Shareholding Pattern (Yearly),No. of Shareholders,80135,,,,82339,,,,99130,,,,106732,,,,56623,66838,61605,53132,67238
,,,,,,,,,,,,,,,,,,,,,,
