Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2009,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1032,891,845,986,1055,999,60,66,70,67,59,65,67,,,,,,
Quarterly Results,Expenses,934,861,793,906,947,894,76,75,81,76,70,72,93,,,,,,
Quarterly Results,Operating Profit,98,30,52,80,108,105,-16,-9,-11,-8,-11,-6,-26,,,,,,
Quarterly Results,OPM %,9%,3%,6%,8%,10%,10%,-27%,-13%,-15%,-12%,-19%,-9%,-38%,,,,,,
Quarterly Results,Other Income,-12,26,15,-159,15,7,-29,-27,-214,-14,-45,-50,5805,,,,,,
Quarterly Results,Interest,124,111,110,25,123,116,7,7,6,7,7,7,6,,,,,,
Quarterly Results,Depreciation,28,27,25,107,26,31,6,6,6,6,6,6,14,,,,,,
Quarterly Results,Profit before tax,-66,-81,-67,-211,-25,-35,-59,-49,-236,-35,-70,-69,5759,,,,,,
Quarterly Results,Tax %,-31%,-25%,-12%,-77%,4%,-8%,0%,0%,2%,75%,0%,-0%,-0%,,,,,,
Quarterly Results,Net Profit,-46,-61,-59,-48,-26,-32,-59,-49,-241,-61,-70,-69,5766,,,,,,
Quarterly Results,EPS in Rs,-1.90,-2.51,-1.90,-1.54,-0.84,-1.04,-1.89,-1.58,-7.75,-1.98,-2.25,-2.23,185.57,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3606,,,,3778,,,,246,,,,259,3882,3842,3873,2904,2646,2653
Profit & Loss,Expenses,3094,,,,3507,,,,298,,,,310,3319,3844,3943,2872,2417,2278
Profit & Loss,Operating Profit,512,,,,271,,,,-52,,,,-52,562,-3,-70,32,229,375
Profit & Loss,OPM %,14%,,,,7%,,,,-21%,,,,-20%,14%,-0%,-2%,1%,9%,14%
Profit & Loss,Other Income,14,,,,-103,,,,-273,,,,5696,80,172,79,57,40,-148
Profit & Loss,Interest,502,,,,450,,,,27,,,,28,121,283,443,357,344,276
Profit & Loss,Depreciation,112,,,,103,,,,25,,,,32,112,136,146,108,113,118
Profit & Loss,Profit before tax,-87,,,,-385,,,,-377,,,,5585,409,-250,-580,-375,-188,-167
Profit & Loss,Tax %,-11%,,,,-50%,,,,1%,,,,0%,7%,-3%,-0%,-3%,0%,-184%
Profit & Loss,Net Profit,-77,,,,-194,,,,-381,,,,5565,379,-242,-578,-363,-188,140
Profit & Loss,EPS in Rs,-3.18,,,,-6.25,,,,-12.27,,,,179.12,23.23,-13.90,-28.33,-17.15,-8.85,5.72
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,7%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,244,,,,311,,,,311,,,,311,46,117,137,143,143,165
Balance Sheet,Reserves,266,,,,163,,,,-216,,,,141,1300,680,390,-30,-240,33
Balance Sheet,Borrowings,1902,,,,1938,,,,2270,,,,199,2142,3297,4099,3187,2237,2036
Balance Sheet,Other Liabilities,1020,,,,1024,,,,1011,,,,162,835,1238,1491,1671,1072,998
Balance Sheet,Total Liabilities,3433,,,,3435,,,,3376,,,,813,4322,5333,6117,4970,3212,3232
Balance Sheet,Fixed Assets,2005,,,,1736,,,,1728,,,,602,1874,2544,2890,2772,2167,2081
Balance Sheet,CWIP,49,,,,65,,,,34,,,,5,865,730,790,800,31,33
Balance Sheet,Investments,74,,,,82,,,,80,,,,71,49,71,720,82,70,77
Balance Sheet,Other Assets,1305,,,,1551,,,,1533,,,,134,1534,1988,1717,1317,944,1041
Balance Sheet,Total Assets,3433,,,,3435,,,,3376,,,,813,4322,5333,6117,4970,3212,3232
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,324,,,,131,,,,-77,,,,37,370,79,177,775,787,259
Cash Flows,Cash from Investing Activity,-63,,,,49,,,,75,,,,7,-1035,1694,-1137,354,-877,-150
Cash Flows,Cash from Financing Activity,-224,,,,-248,,,,-4,,,,-49,681,-2117,662,-1823,-218,201
Cash Flows,Net Cash Flow,36,,,,-68,,,,-6,,,,-5,16,-343,-298,-693,-308,309
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,32,,,,36,,,,693,,,,46,36,50,54,74,27,42
Ratios,Inventory Days,174,,,,197,,,,1006,,,,111,130,122,127,324,161,140
Ratios,Days Payable,568,,,,463,,,,2186,,,,105,54,141,200,806,619,593
Ratios,Cash Conversion Cycle,-362,,,,-230,,,,-487,,,,52,112,31,-19,-408,-431,-411
Ratios,Working Capital Days,-9,,,,-3,,,,90,,,,-69,72,27,11,-57,-89,-34
Ratios,ROCE %,19%,,,,10%,,,,-2%,,,,-5%,,,-1%,-0%,6%,15%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,49.21%,43.40%,43.40%,43.40%,43.40%,43.40%,43.40%,43.34%,43.34%,43.34%,43.34%,43.34%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.41%,0.62%,3.12%,3.78%,4.42%,7.18%,8.95%,8.42%,7.17%,5.03%,2.73%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.80%,12.79%,11.99%,11.40%,10.61%,10.78%,13.37%,12.82%,16.31%,17.42%,16.02%,15.95%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.06%,0.06%,0.07%,0.07%,0.00%,,,,,,
Shareholding Pattern (Quarterly),Public,,41.99%,43.39%,43.99%,42.08%,42.20%,41.38%,36.01%,34.83%,31.86%,32.01%,35.55%,37.98%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,101434,101485,99090,96045,95740,88380,91486,88669,87730,77389,73751,78381,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,49.15%,,,,43.40%,,,,43.34%,,,,43.34%,,49.46%,51.39%,53.18%,53.13%,45.97%
Shareholding Pattern (Yearly),FIIs,0.48%,,,,3.12%,,,,8.95%,,,,2.73%,,4.94%,2.52%,1.46%,0.00%,0.03%
Shareholding Pattern (Yearly),DIIs,9.09%,,,,11.40%,,,,12.82%,,,,15.95%,,5.07%,4.39%,4.07%,3.74%,15.78%
Shareholding Pattern (Yearly),Government,0.14%,,,,0.00%,,,,0.06%,,,,0.00%,,0.00%,0.25%,0.24%,0.24%,0.21%
Shareholding Pattern (Yearly),Public,41.14%,,,,42.08%,,,,34.83%,,,,37.98%,,40.52%,41.46%,41.05%,42.89%,38.01%
Shareholding Pattern (Yearly),No. of Shareholders,108529,,,,96045,,,,88669,,,,78381,,89763,86675,87572,87048,87660
,,,,,,,,,,,,,,,,,,,,
