Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,141.82,144.79,164.16,152.44,188.38,220.20,185.77,180.24,197.62,211.03,154.74,199.83,236.17,,,,,,
Quarterly Results,Expenses,137.91,141.13,161.18,148.50,185.16,215.77,181.63,175.81,194.30,207.00,151.81,195.77,228.46,,,,,,
Quarterly Results,Operating Profit,3.91,3.66,2.98,3.94,3.22,4.43,4.14,4.43,3.32,4.03,2.93,4.06,7.71,,,,,,
Quarterly Results,OPM %,2.76%,2.53%,1.82%,2.58%,1.71%,2.01%,2.23%,2.46%,1.68%,1.91%,1.89%,2.03%,3.26%,,,,,,
Quarterly Results,Other Income,1.14,0.02,1.01,0.69,1.26,0.81,0.56,1.54,1.58,0.13,0.43,0.26,2.26,,,,,,
Quarterly Results,Interest,1.17,0.56,0.50,0.80,1.34,1.42,0.95,1.51,1.27,1.08,1.00,0.72,1.09,,,,,,
Quarterly Results,Depreciation,1.52,1.53,1.62,1.67,1.47,1.73,1.76,1.77,1.74,1.88,1.92,2.04,2.02,,,,,,
Quarterly Results,Profit before tax,2.36,1.59,1.87,2.16,1.67,2.09,1.99,2.69,1.89,1.20,0.44,1.56,6.86,,,,,,
Quarterly Results,Tax %,26.27%,28.30%,26.20%,20.83%,27.54%,20.57%,22.11%,22.30%,24.87%,26.67%,50.00%,30.13%,21.14%,,,,,,
Quarterly Results,Net Profit,1.75,1.14,1.38,1.71,1.22,1.66,1.55,2.08,1.43,0.87,0.23,1.09,5.41,,,,,,
Quarterly Results,EPS in Rs,1.06,0.69,0.84,1.04,0.74,1.01,0.94,1.27,0.87,0.53,0.14,0.66,3.29,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,495,,,,650,,,,784,,,,802,317,254,297,465,358,251
Profit & Loss,Expenses,480,,,,636,,,,768,,,,783,316,238,276,443,343,238
Profit & Loss,Operating Profit,15,,,,14,,,,16,,,,19,1,16,21,22,15,13
