Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,6.45,9.06,7.19,9.01,8.08,6.27,7.25,12.98,8.56,10.90,12.92,12.14,12.80,,,,,
Quarterly Results,Expenses,6.28,8.66,8.03,6.04,8.01,5.45,7.75,6.33,8.69,6.18,7.53,6.66,9.49,,,,,
Quarterly Results,Operating Profit,0.17,0.40,-0.84,2.97,0.07,0.82,-0.50,6.65,-0.13,4.72,5.39,5.48,3.31,,,,,
Quarterly Results,OPM %,2.64%,4.42%,-11.68%,32.96%,0.87%,13.08%,-6.90%,51.23%,-1.52%,43.30%,41.72%,45.14%,25.86%,,,,,
Quarterly Results,Other Income,0.53,0.30,0.97,0.41,0.41,0.34,0.56,5.56,1.34,0.32,0.65,0.88,0.88,,,,,
Quarterly Results,Interest,1.44,1.53,1.70,1.89,1.93,1.95,1.83,2.34,2.79,2.64,2.82,2.87,2.77,,,,,
Quarterly Results,Depreciation,0.72,0.73,0.71,0.58,0.58,0.60,0.59,0.58,0.68,0.77,0.77,0.77,0.79,,,,,
Quarterly Results,Profit before tax,-1.46,-1.56,-2.28,0.91,-2.03,-1.39,-2.36,9.29,-2.26,1.63,2.45,2.72,0.63,,,,,
Quarterly Results,Tax %,0.00%,-17.95%,-24.56%,107.69%,-66.01%,-11.51%,23.73%,-4.74%,-0.44%,7.98%,20.82%,23.53%,47.62%,,,,,
Quarterly Results,Net Profit,-1.45,-1.28,-1.72,-0.06,-0.70,-1.23,-2.92,9.72,-2.26,1.49,1.95,2.07,0.33,,,,,
Quarterly Results,EPS in Rs,-0.78,-0.69,-0.92,-0.03,-0.37,-0.66,-1.56,5.20,-1.21,0.80,1.04,1.11,0.18,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,122.61,,,,33.35,,,,35.13,,,,48.61,,,,,
Profit & Loss,Expenses,33.90,,,,29.59,,,,27.78,,,,29.67,,,,,
Profit & Loss,Operating Profit,88.71,,,,3.76,,,,7.35,,,,18.94,,,,,
Profit & Loss,OPM %,72.35%,,,,11.27%,,,,20.92%,,,,38.96%,,,,,
Profit & Loss,Other Income,1.02,,,,1.38,,,,7.63,,,,2.68,,,,,
Profit & Loss,Interest,6.34,,,,7.50,,,,9.26,,,,11.10,,,,,
Profit & Loss,Depreciation,2.54,,,,2.60,,,,2.45,,,,3.10,,,,,
Profit & Loss,Profit before tax,80.85,,,,-4.96,,,,3.27,,,,7.42,,,,,
Profit & Loss,Tax %,2.67%,,,,-24.19%,,,,-1.22%,,,,21.29%,,,,,
Profit & Loss,Net Profit,78.69,,,,-3.76,,,,3.32,,,,5.84,,,,,
Profit & Loss,EPS in Rs,42.11,,,,-2.01,,,,1.78,,,,3.13,,,,,
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,9.34,,,,9.34,,,,9.34,,,,9.34,,,,,
Balance Sheet,Reserves,60.24,,,,56.51,,,,59.81,,,,65.58,,,,,
Balance Sheet,Borrowings,71.59,,,,80.34,,,,116.84,,,,129.15,,,,,
Balance Sheet,Other Liabilities,22.13,,,,18.37,,,,17.54,,,,43.93,,,,,
Balance Sheet,Total Liabilities,163.30,,,,164.56,,,,203.53,,,,248.00,,,,,
Balance Sheet,Fixed Assets,114.97,,,,117.49,,,,121.79,,,,121.37,,,,,
Balance Sheet,CWIP,0.00,,,,0.00,,,,0.00,,,,0.00,,,,,
Balance Sheet,Investments,0.00,,,,0.00,,,,0.00,,,,0.00,,,,,
Balance Sheet,Other Assets,48.33,,,,47.07,,,,81.74,,,,126.63,,,,,
Balance Sheet,Total Assets,163.30,,,,164.56,,,,203.53,,,,248.00,,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,92.70,,,,10.23,,,,11.27,,,,-16.89,,,,,
