Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,101.64,113.39,104.71,72.04,96.50,85.59,76.52,80.53,83.96,85.32,102.73,118.04,125.22,,,,,
Quarterly Results,Expenses,90.54,98.52,101.21,70.85,80.22,74.65,67.03,73.44,76.56,76.48,87.41,100.31,110.09,,,,,
Quarterly Results,Operating Profit,11.10,14.87,3.50,1.19,16.28,10.94,9.49,7.09,7.40,8.84,15.32,17.73,15.13,,,,,
Quarterly Results,OPM %,10.92%,13.11%,3.34%,1.65%,16.87%,12.78%,12.40%,8.80%,8.81%,10.36%,14.91%,15.02%,12.08%,,,,,
Quarterly Results,Other Income,3.18,0.77,0.44,0.94,0.79,0.92,0.87,0.72,9.29,0.21,0.31,0.39,0.44,,,,,
Quarterly Results,Interest,2.46,2.29,1.84,3.16,3.29,3.47,2.88,3.56,3.85,3.01,2.77,2.53,2.19,,,,,
Quarterly Results,Depreciation,2.64,3.32,4.93,4.81,4.54,3.56,3.90,3.92,4.33,4.17,4.26,4.25,4.04,,,,,
Quarterly Results,Profit before tax,9.18,10.03,-2.83,-5.84,9.24,4.83,3.58,0.33,8.51,1.87,8.60,11.34,9.34,,,,,
Quarterly Results,Tax %,59.69%,37.89%,0.00%,-45.72%,27.49%,34.99%,33.80%,9.09%,32.20%,26.74%,32.33%,30.60%,30.73%,,,,,
Quarterly Results,Net Profit,3.70,6.23,-2.83,-3.16,6.69,3.14,2.37,0.31,5.77,1.37,5.81,7.87,6.47,,,,,
Quarterly Results,EPS in Rs,1.48,2.50,-1.13,-1.27,2.68,1.26,0.95,0.12,2.31,0.55,2.33,3.16,2.59,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,326,,,,385,,,,328,,,,431,175,178,228,188,200
Profit & Loss,Expenses,286,,,,351,,,,292,,,,374,146,155,174,160,165
Profit & Loss,Operating Profit,41,,,,34,,,,36,,,,57,30,23,54,28,35
Profit & Loss,OPM %,12%,,,,9%,,,,11%,,,,13%,17%,13%,24%,15%,18%
Profit & Loss,Other Income,6,,,,5,,,,10,,,,1,1,1,1,6,8
Profit & Loss,Interest,5,,,,11,,,,14,,,,10,5,4,3,2,2
Profit & Loss,Depreciation,8,,,,18,,,,16,,,,17,4,4,5,6,7
Profit & Loss,Profit before tax,34,,,,11,,,,17,,,,31,21,16,47,26,34
