Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,165,98,170,278,170,210,129,210,155,162,146,123,149,,,,,,
Quarterly Results,Expenses,121,62,134,152,129,149,81,134,108,109,104,87,107,,,,,,
Quarterly Results,Operating Profit,44,36,36,126,41,61,48,76,47,53,42,36,41,,,,,,
Quarterly Results,OPM %,27%,37%,21%,45%,24%,29%,37%,36%,30%,33%,29%,30%,28%,,,,,,
Quarterly Results,Other Income,10,10,12,12,9,10,10,10,11,11,20,26,39,,,,,,
Quarterly Results,Interest,26,30,31,34,27,25,23,29,14,19,13,9,18,,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
Quarterly Results,Profit before tax,27,15,16,103,22,45,35,57,44,44,49,53,62,,,,,,
Quarterly Results,Tax %,28%,29%,28%,27%,30%,25%,22%,27%,28%,26%,19%,21%,22%,,,,,,
Quarterly Results,Net Profit,23,12,16,80,16,43,34,51,40,38,49,49,54,,,,,,
Quarterly Results,EPS in Rs,5.07,2.46,3.17,17.00,3.50,9.11,7.29,9.80,7.78,7.22,9.46,9.35,10.41,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,306,,,,717,,,,705,,,,580,197,193,69,82,241,206
Profit & Loss,Expenses,232,,,,471,,,,472,,,,407,137,136,26,30,177,142
Profit & Loss,Operating Profit,74,,,,246,,,,233,,,,173,60,57,43,52,64,64
Profit & Loss,OPM %,24%,,,,34%,,,,33%,,,,30%,31%,29%,62%,63%,27%,31%
Profit & Loss,Other Income,38,,,,36,,,,41,,,,96,45,50,1,1,8,18
Profit & Loss,Interest,75,,,,123,,,,91,,,,59,0,0,5,21,41,44
Profit & Loss,Depreciation,3,,,,3,,,,3,,,,3,0,0,1,2,6,5
Profit & Loss,Profit before tax,35,,,,156,,,,180,,,,208,105,106,39,30,26,32
Profit & Loss,Tax %,33%,,,,28%,,,,26%,,,,22%,21%,21%,27%,20%,21%,28%
Profit & Loss,Net Profit,39,,,,124,,,,169,,,,191,83,84,39,32,25,16
Profit & Loss,EPS in Rs,8.37,,,,26.12,,,,32.53,,,,36.43,14.65,14.79,8.42,6.84,5.23,3.30
Profit & Loss,Dividend Payout %,6%,,,,4%,,,,3%,,,,3%,3%,3%,12%,7%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,23,,,,23,,,,26,,,,26,28,28,23,23,23,23
Balance Sheet,Reserves,626,,,,762,,,,970,,,,1161,567,648,527,584,570,586
Balance Sheet,Borrowings,1087,,,,869,,,,761,,,,560,0,11,208,429,567,739
Balance Sheet,Other Liabilities,402,,,,499,,,,482,,,,350,8,8,128,461,456,351
Balance Sheet,Total Liabilities,2139,,,,2153,,,,2238,,,,2097,604,696,885,1497,1617,1699
Balance Sheet,Fixed Assets,286,,,,283,,,,286,,,,237,0,0,105,221,294,287
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0,0
Balance Sheet,Investments,271,,,,49,,,,81,,,,110,0,0,14,22,26,13
Balance Sheet,Other Assets,1582,,,,1821,,,,1871,,,,1750,603,695,767,1255,1297,1399
Balance Sheet,Total Assets,2139,,,,2153,,,,2238,,,,2097,604,696,885,1497,1617,1699
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,76,,,,315,,,,22,,,,-25,-52,-56,169,101,18,-109
Cash Flows,Cash from Investing Activity,-375,,,,27,,,,112,,,,298,64,45,-198,-312,-71,-3
Cash Flows,Cash from Financing Activity,274,,,,-326,,,,-155,,,,-265,-14,8,40,203,60,144
Cash Flows,Net Cash Flow,-26,,,,15,,,,-21,,,,8,-2,-3,11,-8,7,32
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,45,,,,22,,,,49,,,,60,128,497,0,24,33,89
Ratios,Inventory Days,,,,,,,,,5749,,,,671,383,65,,,12215,14683
