Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,7.90,4.16,11.55,8.46,5.23,11.18,13.59,14.98,14.59,20.65,19.51,16.25,-3.26,,,,,,
Quarterly Results,Expenses,2.54,1.70,3.11,2.93,2.47,2.59,3.26,2.82,2.46,2.70,3.95,3.36,2.97,,,,,,
Quarterly Results,Operating Profit,5.36,2.46,8.44,5.53,2.76,8.59,10.33,12.16,12.13,17.95,15.56,12.89,-6.23,,,,,,
Quarterly Results,OPM %,67.85%,59.13%,73.07%,65.37%,52.77%,76.83%,76.01%,81.17%,83.14%,86.92%,79.75%,79.32%,,,,,,,
Quarterly Results,Other Income,0.73,0.00,0.61,0.06,-0.63,2.78,2.57,1.35,5.92,0.95,4.03,-0.54,0.97,,,,,,
Quarterly Results,Interest,0.05,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.05,0.01,0.01,0.03,0.04,,,,,,
Quarterly Results,Depreciation,0.11,0.11,0.12,0.12,0.12,0.08,0.09,0.09,0.10,0.08,0.09,0.09,0.10,,,,,,
Quarterly Results,Profit before tax,5.93,2.35,8.93,5.47,1.94,11.29,12.81,13.42,17.90,18.81,19.49,12.23,-5.40,,,,,,
Quarterly Results,Tax %,19.39%,25.11%,25.20%,25.05%,34.02%,25.16%,19.91%,24.66%,22.51%,25.47%,22.22%,24.20%,-20.74%,,,,,,
Quarterly Results,Net Profit,4.77,1.76,6.68,4.09,1.28,8.45,10.26,10.10,13.87,14.01,15.16,9.27,-4.29,,,,,,
Quarterly Results,EPS in Rs,4.48,1.65,6.27,3.84,1.20,7.93,9.63,9.48,13.02,13.15,14.23,8.70,-4.03,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,33,,,,29,,,,67,,,,53,151,199,224,331,10,25
Profit & Loss,Expenses,8,,,,10,,,,11,,,,13,146,191,212,321,7,6
Profit & Loss,Operating Profit,25,,,,19,,,,56,,,,40,4,8,12,10,2,18
Profit & Loss,OPM %,75%,,,,65%,,,,83%,,,,76%,3%,4%,5%,3%,25%,74%
Profit & Loss,Other Income,0,,,,0,,,,0,,,,5,0,0,0,0,0,0
