Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,880,757,652,655,730,729,652,694,792,718,771,786,710,,,,,,,
Quarterly Results,Expenses,795,656,624,600,672,652,613,642,702,647,697,712,651,,,,,,,
Quarterly Results,Operating Profit,85,100,29,55,58,77,39,52,90,71,75,75,59,,,,,,,
Quarterly Results,OPM %,10%,13%,4%,8%,8%,11%,6%,8%,11%,10%,10%,10%,8%,,,,,,,
Quarterly Results,Other Income,2,2,3,3,7,4,8,5,8,12,7,6,1,,,,,,,
Quarterly Results,Interest,5,2,4,6,-1,5,2,1,-1,3,8,2,7,,,,,,,
Quarterly Results,Depreciation,13,14,17,19,23,21,28,28,31,26,27,31,40,,,,,,,
Quarterly Results,Profit before tax,69,87,10,34,43,56,18,30,68,54,46,47,13,,,,,,,
Quarterly Results,Tax %,-1%,26%,15%,19%,43%,31%,39%,8%,35%,36%,39%,38%,-64%,,,,,,,
Quarterly Results,Net Profit,70,64,9,27,24,38,11,27,44,34,28,29,22,,,,,,,
Quarterly Results,EPS in Rs,2.65,2.43,0.32,1.03,0.92,1.44,0.40,0.99,1.61,1.24,1.02,1.06,0.79,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,3084,,,,2791,,,,2863,,,,2985,1074,1047,1076,1376,1569,1534,1768
Profit & Loss,Expenses,2713,,,,2548,,,,2605,,,,2706,988,966,957,1222,1414,1418,1548
Profit & Loss,Operating Profit,371,,,,243,,,,259,,,,280,86,80,119,154,155,117,220
Profit & Loss,OPM %,12%,,,,9%,,,,9%,,,,9%,8%,8%,11%,11%,10%,8%,12%
Profit & Loss,Other Income,15,,,,18,,,,28,,,,25,1,2,2,3,6,30,4
Profit & Loss,Interest,19,,,,15,,,,9,,,,20,26,19,11,12,19,17,19
Profit & Loss,Depreciation,48,,,,72,,,,107,,,,124,30,29,28,31,44,49,47
Profit & Loss,Profit before tax,319,,,,173,,,,171,,,,161,31,34,82,113,98,81,158
Profit & Loss,Tax %,19%,,,,28%,,,,29%,,,,29%,31%,22%,13%,33%,26%,13%,20%
Profit & Loss,Net Profit,257,,,,125,,,,121,,,,114,21,27,72,76,72,70,127
Profit & Loss,EPS in Rs,9.76,,,,4.70,,,,4.37,,,,4.10,21.12,26.56,71.50,75.63,14.46,15.57,4.82
Profit & Loss,Dividend Payout %,7%,,,,11%,,,,14%,,,,12%,0%,0%,0%,0%,0%,11%,10%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,53,,,,53,,,,55,,,,55,10,10,10,10,50,45,53
Balance Sheet,Reserves,1237,,,,1359,,,,1742,,,,1851,199,225,295,369,400,382,982
Balance Sheet,Borrowings,139,,,,406,,,,143,,,,258,249,221,104,215,175,159,149
Balance Sheet,Other Liabilities,820,,,,595,,,,887,,,,880,152,176,240,300,389,484,654
Balance Sheet,Total Liabilities,2249,,,,2412,,,,2827,,,,3045,610,632,649,895,1014,1069,1838
Balance Sheet,Fixed Assets,379,,,,715,,,,879,,,,1166,226,215,202,293,346,338,325
Balance Sheet,CWIP,374,,,,447,,,,444,,,,398,25,40,61,30,31,67,148
Balance Sheet,Investments,5,,,,23,,,,126,,,,148,0,0,0,0,0,0,3
Balance Sheet,Other Assets,1492,,,,1228,,,,1378,,,,1332,358,377,386,571,637,664,1361
Balance Sheet,Total Assets,2249,,,,2412,,,,2827,,,,3045,610,632,649,895,1014,1069,1838
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,65,,,,199,,,,562,,,,108,,80,150,-7,188,196,106
Cash Flows,Cash from Investing Activity,76,,,,-384,,,,-490,,,,-268,,-21,-37,-85,-123,-56,-641
Cash Flows,Cash from Financing Activity,-124,,,,232,,,,-42,,,,90,,-57,-107,85,-63,-123,527
Cash Flows,Net Cash Flow,17,,,,47,,,,30,,,,-70,,1,6,-7,2,16,-7
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,79,,,,75,,,,74,,,,66,64,67,79,86,76,86,90
Ratios,Inventory Days,64,,,,58,,,,54,,,,71,37,57,37,55,57,51,63
