Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2020,Mar 2021,Mar 2019
Quarterly Results,Sales,99.95,89.65,80.14,77.48,87.43,86.05,97.15,107.77,113.58,116.48,122.48,121.21,130.07,,,,,,,
Quarterly Results,Expenses,91.07,85.47,78.35,70.08,76.36,79.38,89.83,99.24,104.14,108.36,112.33,110.04,114.70,,,,,,,
Quarterly Results,Operating Profit,8.88,4.18,1.79,7.40,11.07,6.67,7.32,8.53,9.44,8.12,10.15,11.17,15.37,,,,,,,
Quarterly Results,OPM %,8.88%,4.66%,2.23%,9.55%,12.66%,7.75%,7.53%,7.92%,8.31%,6.97%,8.29%,9.22%,11.82%,,,,,,,
Quarterly Results,Other Income,-0.22,4.63,0.71,-7.89,1.50,2.57,2.33,-0.42,1.80,-3.52,4.20,0.12,1.77,,,,,,,
Quarterly Results,Interest,0.46,0.36,0.22,0.56,0.58,0.32,0.59,0.98,0.93,1.21,1.60,1.32,1.69,,,,,,,
Quarterly Results,Depreciation,1.85,1.57,1.57,1.58,1.60,1.48,1.48,1.57,1.75,1.71,1.78,2.11,2.41,,,,,,,
Quarterly Results,Profit before tax,6.35,6.88,0.71,-2.63,10.39,7.44,7.58,5.56,8.56,1.68,10.97,7.86,13.04,,,,,,,
Quarterly Results,Tax %,25.51%,25.87%,35.21%,-22.43%,26.18%,25.67%,25.99%,26.62%,28.04%,31.55%,25.34%,25.95%,26.92%,,,,,,,
Quarterly Results,Net Profit,4.73,5.09,0.46,-2.05,7.67,5.52,5.61,4.08,6.16,1.15,8.19,5.81,9.53,,,,,,,
Quarterly Results,EPS in Rs,1.46,1.57,0.14,-0.63,2.36,1.70,1.73,1.26,1.90,0.35,2.52,1.79,2.94,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,340,,,,335,,,,405,,,,490,171,168,191,201,219,292,
Profit & Loss,Expenses,309,,,,310,,,,372,,,,445,155,142,159,174,192,252,
Profit & Loss,Operating Profit,30,,,,25,,,,32,,,,45,17,26,31,27,27,40,
Profit & Loss,OPM %,9%,,,,7%,,,,8%,,,,9%,10%,16%,16%,14%,12%,14%,
Profit & Loss,Other Income,-2,,,,-1,,,,6,,,,2,0,1,0,4,0,-2,
Profit & Loss,Interest,2,,,,2,,,,3,,,,6,4,4,3,2,2,2,
Profit & Loss,Depreciation,7,,,,6,,,,6,,,,8,7,6,6,6,6,6,
Profit & Loss,Profit before tax,20,,,,15,,,,29,,,,34,7,17,22,24,19,30,
Profit & Loss,Tax %,26%,,,,27%,,,,27%,,,,26%,31%,37%,35%,30%,20%,25%,
Profit & Loss,Net Profit,15,,,,11,,,,21,,,,25,5,11,14,16,15,22,
Profit & Loss,EPS in Rs,4.51,,,,3.45,,,,6.58,,,,7.61,1.42,3.35,4.39,5.05,4.66,6.92,
Profit & Loss,Dividend Payout %,22%,,,,29%,,,,38%,,,,46%,53%,30%,23%,30%,21%,22%,
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,3,,,,3,,,,3,,,,3,3,3,3,3,3,3,
Balance Sheet,Reserves,173,,,,184,,,,200,,,,213,94,101,111,124,144,161,
Balance Sheet,Borrowings,17,,,,5,,,,32,,,,73,27,21,18,13,26,12,
Balance Sheet,Other Liabilities,21,,,,29,,,,36,,,,30,23,19,19,22,18,26,
Balance Sheet,Total Liabilities,214,,,,222,,,,271,,,,319,148,145,152,162,191,203,
Balance Sheet,Fixed Assets,70,,,,69,,,,79,,,,92,57,61,60,60,58,62,
Balance Sheet,CWIP,3,,,,10,,,,10,,,,3,2,1,1,1,3,3,
Balance Sheet,Investments,2,,,,2,,,,2,,,,0,0,0,0,0,2,2,
Balance Sheet,Other Assets,140,,,,141,,,,181,,,,224,89,83,91,102,128,135,
Balance Sheet,Total Assets,214,,,,222,,,,271,,,,319,148,145,152,162,191,203,
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,14,,,,22,,,,-4,,,,-16,13,26,12,19,19,24,
Cash Flows,Cash from Investing Activity,-11,,,,-13,,,,-15,,,,-9,-6,-11,-3,-8,-15,-4,
Cash Flows,Cash from Financing Activity,1,,,,-14,,,,19,,,,24,-6,-15,-9,-10,-3,-21,
Cash Flows,Net Cash Flow,4,,,,-4,,,,0,,,,-0,0,-0,-0,0,1,-1,
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,62,,,,58,,,,60,,,,64,65,63,75,76,75,75,
Ratios,Inventory Days,90,,,,109,,,,109,,,,121,130,132,120,124,146,104,
Ratios,Days Payable,9,,,,13,,,,11,,,,9,11,15,11,16,11,10,
Ratios,Cash Conversion Cycle,143,,,,154,,,,158,,,,176,184,180,184,184,209,168,
Ratios,Working Capital Days,124,,,,122,,,,126,,,,145,136,135,139,141,169,134,
Ratios,ROCE %,14%,,,,10%,,,,12%,,,,15%,,17%,20%,17%,,20%,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,52.11%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.41%,0.48%,0.53%,0.48%,0.55%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Shareholding Pattern (Quarterly),Public,,47.89%,47.89%,47.90%,47.90%,47.88%,47.64%,47.88%,47.47%,47.40%,47.35%,47.39%,47.33%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,17065,16853,16327,15736,14996,14639,18205,19040,18380,21670,21836,21267,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,52.11%,,,,52.11%,,,,52.11%,,,,52.11%,,51.65%,51.65%,51.92%,52.78%,52.77%,52.53%
Shareholding Pattern (Yearly),FIIs,0.17%,,,,0.00%,,,,0.41%,,,,0.55%,,0.00%,0.00%,0.15%,0.15%,0.09%,0.15%
Shareholding Pattern (Yearly),Public,47.71%,,,,47.90%,,,,47.47%,,,,47.33%,,48.35%,48.35%,47.93%,47.06%,47.14%,47.32%
Shareholding Pattern (Yearly),No. of Shareholders,16927,,,,15736,,,,19040,,,,21267,,3783,4500,6457,5817,7278,6171
,,,,,,,,,,,,,,,,,,,,,
