Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1.23,1.36,1.37,1.35,1.36,1.49,1.53,1.53,1.65,1.74,1.74,1.74,1.74,,,,,,,
Quarterly Results,Expenses,1.78,1.77,1.62,1.94,4.57,1.71,2.06,1.73,0.54,1.76,1.90,1.98,2.16,,,,,,,
Quarterly Results,Operating Profit,-0.55,-0.41,-0.25,-0.59,-3.21,-0.22,-0.53,-0.20,1.11,-0.02,-0.16,-0.24,-0.42,,,,,,,
Quarterly Results,OPM %,-44.72%,-30.15%,-18.25%,-43.70%,-236.03%,-14.77%,-34.64%,-13.07%,67.27%,-1.15%,-9.20%,-13.79%,-24.14%,,,,,,,
Quarterly Results,Other Income,0.52,0.77,0.58,0.56,1.66,0.61,0.62,0.62,0.73,0.70,0.81,0.73,0.72,,,,,,,
Quarterly Results,Interest,0.12,0.11,0.11,0.12,0.11,0.10,0.11,0.11,0.09,0.09,0.06,0.04,0.01,,,,,,,
Quarterly Results,Depreciation,0.35,0.32,0.32,0.32,0.32,0.29,0.29,0.29,0.30,0.28,0.28,0.28,0.28,,,,,,,
Quarterly Results,Profit before tax,-0.50,-0.07,-0.10,-0.47,-1.98,0.00,-0.31,0.02,1.45,0.31,0.31,0.17,0.01,,,,,,,
Quarterly Results,Tax %,0.00%,0.00%,0.00%,0.00%,0.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
Quarterly Results,Net Profit,-0.50,-0.07,-0.10,-0.47,-1.98,0.00,-0.31,0.02,1.45,0.31,0.31,0.17,0.01,,,,,,,
Quarterly Results,EPS in Rs,-0.13,-0.02,-0.03,-0.12,-0.51,0.00,-0.08,0.01,0.37,0.08,0.08,0.04,0.00,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,4.59,,,,5.43,,,,6.20,,,,6.97,14.72,15.16,14.74,11.67,9.74,6.21,2.49
Profit & Loss,Expenses,6.82,,,,9.90,,,,7.40,,,,7.81,12.61,11.43,11.61,10.13,12.28,11.76,4.86
Profit & Loss,Operating Profit,-2.23,,,,-4.47,,,,-1.20,,,,-0.84,2.11,3.73,3.13,1.54,-2.54,-5.55,-2.37
Profit & Loss,OPM %,-48.58%,,,,-82.32%,,,,-19.35%,,,,-12.05%,14.33%,24.60%,21.23%,13.20%,-26.08%,-89.37%,-95.18%
Profit & Loss,Other Income,1.67,,,,3.57,,,,3.95,,,,2.96,5.07,4.72,1.01,1.48,0.79,4.16,2.41
Profit & Loss,Interest,0.48,,,,0.45,,,,0.42,,,,0.20,7.03,5.51,5.25,3.90,1.28,0.77,0.63
Profit & Loss,Depreciation,1.41,,,,1.28,,,,1.17,,,,1.13,0.90,1.00,1.25,1.17,1.46,1.29,1.28
Profit & Loss,Profit before tax,-2.45,,,,-2.63,,,,1.16,,,,0.79,-0.75,1.94,-2.36,-2.05,-4.49,-3.45,-1.87
Profit & Loss,Tax %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,28.00%,27.32%,-30.93%,-38.54%,-18.71%,0.87%,0.00%
Profit & Loss,Net Profit,-2.46,,,,-2.62,,,,1.16,,,,0.80,-2.21,-0.05,-1.63,-1.27,-3.65,-3.49,-1.87
Profit & Loss,EPS in Rs,-0.64,,,,-0.68,,,,0.30,,,,0.21,-0.57,-0.01,-0.42,-0.33,-0.94,-0.90,-0.48
Profit & Loss,Dividend Payout %,0.00%,,,,0.00%,,,,0.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,19.36,,,,19.36,,,,19.36,,,,19.36,19.36,19.36,19.36,19.36,19.36,19.36,19.36
Balance Sheet,Reserves,56.77,,,,54.47,,,,55.64,,,,56.35,67.66,67.91,68.86,67.63,63.98,60.20,58.83
Balance Sheet,Borrowings,2.89,,,,1.98,,,,1.27,,,,0.04,52.70,49.39,40.16,18.78,4.24,4.39,3.83
Balance Sheet,Other Liabilities,99.10,,,,98.04,,,,98.14,,,,97.15,28.58,29.47,35.62,53.58,67.25,70.38,97.81
Balance Sheet,Total Liabilities,178.12,,,,173.85,,,,174.41,,,,172.90,168.30,166.13,164.00,159.35,154.83,154.33,179.83
Balance Sheet,Fixed Assets,54.23,,,,52.95,,,,51.91,,,,50.78,27.96,27.04,47.43,53.99,52.55,51.39,55.72
Balance Sheet,CWIP,0.00,,,,0.00,,,,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Balance Sheet,Investments,5.82,,,,2.86,,,,4.19,,,,4.23,27.53,25.13,4.30,3.64,3.94,2.93,5.66
Balance Sheet,Other Assets,118.07,,,,118.04,,,,118.31,,,,117.89,112.81,113.96,112.27,101.72,98.34,100.01,118.45
Balance Sheet,Total Assets,178.12,,,,173.85,,,,174.41,,,,172.90,168.30,166.13,164.00,159.35,154.83,154.33,179.83
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,1.11,,,,1.04,,,,0.96,,,,0.95,2.67,4.36,-5.25,36.56,-3.79,0.02,6.40
Cash Flows,Cash from Investing Activity,0.07,,,,0.22,,,,-0.04,,,,0.35,5.48,5.41,1.17,-6.61,0.21,-0.21,-5.52
Cash Flows,Cash from Financing Activity,-1.23,,,,-1.13,,,,-0.89,,,,-1.28,-8.72,-8.95,2.92,-29.33,3.58,-0.11,-0.92
Cash Flows,Net Cash Flow,-0.05,,,,0.12,,,,0.04,,,,0.02,-0.57,0.82,-1.16,0.63,0.00,-0.29,-0.03
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,45.33,,,,7.39,,,,13.54,,,,25.66,5.46,33.47,69.83,126.36,2.25,73.47,86.49
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,45.33,,,,7.39,,,,13.54,,,,25.66,5.46,33.47,69.83,126.36,2.25,73.47,86.49
Ratios,Working Capital Days,4376.82,,,,3768.98,,,,3325.03,,,,3003.26,2099.99,1988.72,1913.15,1529.75,2478.55,3862.18,8270.40
Ratios,ROCE %,-2.45%,,,,-3.07%,,,,2.04%,,,,1.30%,,2.64%,2.17%,1.58%,-3.32%,-3.12%,-1.49%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,69.05%,69.04%,69.14%,69.14%,69.34%,69.03%,69.57%,69.57%,69.57%,69.57%,69.57%,69.57%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.04%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),Public,,28.29%,28.30%,28.19%,28.18%,27.99%,28.30%,27.76%,27.77%,27.76%,27.76%,27.73%,27.74%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,7810,7949,7973,8384,8164,8069,8105,8603,8966,9040,9538,9676,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,69.05%,,,,69.14%,,,,69.57%,,,,69.57%,,63.08%,63.15%,63.61%,65.24%,67.07%,67.68%
Shareholding Pattern (Yearly),FIIs,2.66%,,,,2.66%,,,,2.66%,,,,2.66%,,2.66%,2.66%,2.66%,2.66%,2.66%,2.66%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.01%,,,,0.01%,,,,0.04%,,0.03%,0.03%,0.00%,0.00%,0.00%,0.00%
