Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,77,95,121,74,61,129,150,324,273,236,524,360,477,,,,,
Quarterly Results,Expenses,64,82,108,38,39,116,119,236,198,195,453,288,350,,,,,
Quarterly Results,Operating Profit,12,13,13,36,22,13,31,88,75,41,72,72,126,,,,,
Quarterly Results,OPM %,16%,14%,10%,48%,36%,10%,20%,27%,28%,17%,14%,20%,27%,,,,,
Quarterly Results,Other Income,0,1,0,0,0,1,1,0,2,3,3,4,1,,,,,
Quarterly Results,Interest,1,1,1,1,2,1,2,0,4,3,4,3,4,,,,,
Quarterly Results,Depreciation,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,
Quarterly Results,Profit before tax,11,12,11,34,20,12,28,86,72,39,69,71,121,,,,,
Quarterly Results,Tax %,37%,16%,27%,27%,37%,27%,25%,26%,29%,28%,23%,24%,23%,,,,,
Quarterly Results,Net Profit,7,10,8,25,12,9,21,64,51,28,54,53,94,,,,,
Quarterly Results,EPS in Rs,0.65,0.96,0.78,2.41,1.18,0.88,1.98,6.17,4.93,2.72,5.14,5.13,9.00,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,162,,,,351,,,,876,,,,1598,2,7,6,13,
Profit & Loss,Expenses,138,,,,267,,,,669,,,,1287,2,4,5,6,
Profit & Loss,Operating Profit,24,,,,84,,,,207,,,,311,0,3,1,7,
Profit & Loss,OPM %,15%,,,,24%,,,,24%,,,,19%,25%,45%,15%,54%,
Profit & Loss,Other Income,8,,,,2,,,,3,,,,11,0,1,1,2,
Profit & Loss,Interest,7,,,,5,,,,7,,,,15,0,2,3,4,
Profit & Loss,Depreciation,4,,,,3,,,,5,,,,6,0,1,1,2,
Profit & Loss,Profit before tax,21,,,,77,,,,198,,,,300,0,1,-3,3,
Profit & Loss,Tax %,58%,,,,28%,,,,25%,,,,24%,79%,334%,26%,170%,
Profit & Loss,Net Profit,9,,,,55,,,,148,,,,229,0,-2,-3,-2,
Profit & Loss,EPS in Rs,0.85,,,,5.32,,,,14.22,,,,21.98,0.02,-0.38,-0.31,-0.23,
Profit & Loss,Dividend Payout %,12%,,,,4%,,,,7%,,,,5%,0%,0%,0%,0%,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,21,,,,21,,,,21,,,,21,10,10,21,21,
Balance Sheet,Reserves,9,,,,64,,,,211,,,,435,0,-1,5,1,
Balance Sheet,Borrowings,42,,,,39,,,,41,,,,27,0,37,40,125,
Balance Sheet,Other Liabilities,96,,,,159,,,,441,,,,637,5,48,56,55,
Balance Sheet,Total Liabilities,168,,,,283,,,,714,,,,1120,16,95,122,203,
Balance Sheet,Fixed Assets,73,,,,74,,,,156,,,,198,4,32,30,155,
Balance Sheet,CWIP,1,,,,80,,,,3,,,,56,4,3,41,2,
Balance Sheet,Investments,1,,,,0,,,,9,,,,52,0,0,0,30,
Balance Sheet,Other Assets,93,,,,128,,,,545,,,,814,8,59,50,17,
Balance Sheet,Total Assets,168,,,,283,,,,714,,,,1120,16,95,122,203,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,43,,,,65,,,,127,,,,303,0,-7,51,2,
Cash Flows,Cash from Investing Activity,9,,,,-66,,,,-114,,,,-237,0,-28,-38,-114,
Cash Flows,Cash from Financing Activity,-40,,,,-9,,,,-6,,,,-49,0,35,14,86,
Cash Flows,Net Cash Flow,12,,,,-10,,,,6,,,,17,0,0,27,-26,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,105,,,,64,,,,155,,,,114,74,214,87,131,
Ratios,Inventory Days,5,,,,53,,,,17,,,,2,,,,44,
Ratios,Days Payable,164,,,,108,,,,168,,,,69,,,,578,
Ratios,Cash Conversion Cycle,-54,,,,9,,,,3,,,,47,74,214,87,-403,
Ratios,Working Capital Days,-71,,,,-33,,,,1,,,,2,-804,-513,-860,-144,
Ratios,ROCE %,22%,,,,84%,,,,103%,,,,85%,,7%,2%,6%,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.51%,74.51%,74.51%,74.51%,74.51%,74.48%,74.46%,74.46%,74.46%,74.44%,74.39%,74.39%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.83%,0.98%,0.99%,1.13%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.01%,0.01%,0.00%,0.01%,0.24%,,,,,
Shareholding Pattern (Quarterly),Public,,25.49%,25.48%,25.49%,25.48%,25.49%,25.51%,25.43%,25.33%,24.69%,24.58%,24.60%,24.25%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,8037,8814,9972,11120,14698,24844,28985,86482,185340,220702,284189,323258,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.51%,,,,74.51%,,,,74.46%,,,,74.39%,38.56%,38.59%,71.52%,74.27%,44.44%
Shareholding Pattern (Yearly),FIIs,0.00%,,,,0.00%,,,,0.20%,,,,1.13%,2.09%,1.40%,0.72%,0.32%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.01%,,,,0.24%,0.00%,0.00%,0.00%,0.00%,0.00%
Shareholding Pattern (Yearly),Public,25.49%,,,,25.48%,,,,25.33%,,,,24.25%,59.35%,60.00%,27.76%,25.40%,55.56%
Shareholding Pattern (Yearly),No. of Shareholders,8021,,,,11120,,,,86482,,,,323258,1387,1328,1223,1269,419
,,,,,,,,,,,,,,,,,,,
