Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,60.45,51.77,60.64,37.30,52.32,61.95,78.42,44.56,86.79,82.86,94.60,165.92,74.08,,,,,,
Quarterly Results,Expenses,56.66,45.98,53.44,32.61,44.11,45.29,56.55,39.68,71.70,67.36,77.97,150.47,64.52,,,,,,
Quarterly Results,Operating Profit,3.79,5.79,7.20,4.69,8.21,16.66,21.87,4.88,15.09,15.50,16.63,15.45,9.56,,,,,,
Quarterly Results,OPM %,6.27%,11.18%,11.87%,12.57%,15.69%,26.89%,27.89%,10.95%,17.39%,18.71%,17.58%,9.31%,12.90%,,,,,,
Quarterly Results,Other Income,0.71,0.45,0.80,0.78,0.14,0.30,0.41,2.88,0.56,1.17,1.06,0.22,0.51,,,,,,
Quarterly Results,Interest,1.94,2.06,1.98,2.14,2.73,2.81,3.26,2.26,2.18,3.18,2.54,3.99,1.11,,,,,,
Quarterly Results,Depreciation,2.27,2.37,2.40,2.58,2.47,2.70,2.79,3.06,2.97,2.81,2.87,2.87,2.93,,,,,,
Quarterly Results,Profit before tax,0.29,1.81,3.62,0.75,3.15,11.45,16.23,2.44,10.50,10.68,12.28,8.81,6.03,,,,,,
Quarterly Results,Tax %,62.07%,28.73%,28.18%,14.67%,22.54%,27.86%,28.16%,29.51%,35.43%,31.46%,31.35%,-4.88%,37.81%,,,,,,
Quarterly Results,Net Profit,0.11,1.30,2.60,0.64,2.43,8.26,11.66,1.72,6.78,7.33,8.43,9.23,3.75,,,,,,
Quarterly Results,EPS in Rs,0.06,0.24,0.48,0.12,0.45,1.53,2.17,0.32,1.25,1.36,1.57,1.71,0.70,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,199,,,,202,,,,272,,,,417,185,238,275,253,165,154
Profit & Loss,Expenses,178,,,,176,,,,213,,,,359,167,208,255,230,170,147
Profit & Loss,Operating Profit,21,,,,26,,,,58,,,,58,18,30,20,23,-5,6
Profit & Loss,OPM %,11%,,,,13%,,,,22%,,,,14%,10%,12%,7%,9%,-3%,4%
Profit & Loss,Other Income,3,,,,2,,,,4,,,,2,-2,1,2,3,1,-8
Profit & Loss,Interest,7,,,,9,,,,10,,,,11,4,4,5,6,6,7
Profit & Loss,Depreciation,10,,,,10,,,,12,,,,11,3,4,4,4,5,6
Profit & Loss,Profit before tax,7,,,,9,,,,41,,,,38,8,23,13,16,-15,-15
Profit & Loss,Tax %,25%,,,,25%,,,,30%,,,,24%,32%,31%,37%,29%,-33%,-28%
Profit & Loss,Net Profit,5,,,,7,,,,28,,,,29,6,16,8,11,-10,-11
Profit & Loss,EPS in Rs,0.99,,,,1.28,,,,5.27,,,,5.34,1.28,3.55,1.53,2.11,-1.85,-2.03
Profit & Loss,Dividend Payout %,30%,,,,26%,,,,9%,,,,9%,31%,17%,33%,26%,0%,0%
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,11,,,,11,9,9,11,11,11,11
Balance Sheet,Reserves,179,,,,184,,,,209,,,,235,57,116,188,199,186,174
Balance Sheet,Borrowings,78,,,,83,,,,61,,,,41,23,38,46,28,58,58
Balance Sheet,Other Liabilities,54,,,,78,,,,160,,,,242,41,56,64,61,53,51
Balance Sheet,Total Liabilities,322,,,,356,,,,442,,,,528,130,220,309,299,307,294
Balance Sheet,Fixed Assets,180,,,,189,,,,200,,,,200,39,104,105,117,116,184
Balance Sheet,CWIP,4,,,,2,,,,3,,,,3,2,4,16,35,62,2
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,5,0,0,0,0,0
Balance Sheet,Other Assets,138,,,,165,,,,238,,,,326,83,112,188,147,130,108
Balance Sheet,Total Assets,322,,,,356,,,,442,,,,528,130,220,309,299,307,294
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-2,,,,21,,,,79,,,,118,10,-7,-24,50,-6,10
Cash Flows,Cash from Investing Activity,-11,,,,-16,,,,-25,,,,-11,-4,-9,-46,-26,-14,-4
Cash Flows,Cash from Financing Activity,13,,,,-6,,,,-34,,,,-34,-3,14,71,-24,20,-7
Cash Flows,Net Cash Flow,-0,,,,-0,,,,20,,,,73,3,-3,1,0,-0,-1
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,131,,,,97,,,,98,,,,33,84,86,130,94,106,109
Ratios,Inventory Days,142,,,,335,,,,290,,,,235,80,102,84,84,180,182
Ratios,Days Payable,79,,,,66,,,,51,,,,178,43,38,48,64,81,84
Ratios,Cash Conversion Cycle,193,,,,365,,,,336,,,,90,121,150,166,114,205,207
Ratios,Working Capital Days,150,,,,164,,,,94,,,,2,70,97,125,87,139,131
Ratios,ROCE %,5%,,,,7%,,,,18%,,,,17%,,22%,9%,9%,-4%,0%
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,41.33%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.19%,0.28%,0.27%,0.17%,0.26%,0.45%,0.32%,0.27%,0.62%,0.36%,0.39%,0.73%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,3.37%,3.35%,3.36%,3.42%,3.31%,7.61%,9.27%,10.27%,9.43%,8.37%,8.20%,8.03%,,,,,,
Shareholding Pattern (Quarterly),Public,,55.11%,55.03%,55.04%,55.08%,55.08%,50.61%,49.08%,48.11%,48.60%,49.93%,50.08%,49.91%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,9104,9612,10350,9991,11188,20515,24060,24933,63794,80398,83708,83951,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,41.33%,,,,41.33%,,,,41.33%,,,,41.33%,,47.67%,40.41%,41.13%,41.33%,41.33%
Shareholding Pattern (Yearly),FIIs,0.28%,,,,0.17%,,,,0.27%,,,,0.73%,,0.21%,0.66%,0.65%,0.65%,0.65%
Shareholding Pattern (Yearly),DIIs,3.46%,,,,3.42%,,,,10.27%,,,,8.03%,,5.86%,17.32%,16.74%,12.76%,3.46%
Shareholding Pattern (Yearly),Public,54.93%,,,,55.08%,,,,48.11%,,,,49.91%,,46.26%,41.61%,41.48%,45.25%,54.56%
Shareholding Pattern (Yearly),No. of Shareholders,9311,,,,9991,,,,24933,,,,83951,,9715,9881,10040,9707,9386
,,,,,,,,,,,,,,,,,,,,
