Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,254,273,357,438,449,383,408,438,448,493,495,513,693,,,,,,,
Quarterly Results,Expenses,219,241,300,372,382,303,321,349,357,360,331,355,519,,,,,,,
Quarterly Results,Operating Profit,35,31,57,66,67,80,87,89,90,133,164,158,174,,,,,,,
Quarterly Results,OPM %,14%,11%,16%,15%,15%,21%,21%,20%,20%,27%,33%,31%,25%,,,,,,,
Quarterly Results,Other Income,5,4,3,-18,29,7,9,9,15,18,23,15,25,,,,,,,
Quarterly Results,Interest,0,0,0,0,0,0,1,0,1,2,6,11,9,,,,,,,
Quarterly Results,Depreciation,2,3,4,4,8,6,7,6,11,14,18,22,23,,,,,,,
Quarterly Results,Profit before tax,37,32,56,45,87,80,87,91,93,135,164,140,167,,,,,,,
Quarterly Results,Tax %,6%,5%,9%,-3%,12%,12%,6%,4%,9%,10%,11%,9%,13%,,,,,,,
Quarterly Results,Net Profit,35,31,51,46,77,71,82,87,85,121,146,128,145,,,,,,,
Quarterly Results,EPS in Rs,0.86,0.74,1.23,1.23,1.68,1.68,1.91,2.05,1.96,2.77,3.36,2.93,3.28,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,850,,,,1516,,,,1677,,,,2193,450,505,635,789,804,786,478
Profit & Loss,Expenses,742,,,,1293,,,,1326,,,,1564,420,467,551,629,693,700,437
Profit & Loss,Operating Profit,108,,,,223,,,,351,,,,629,30,38,84,160,111,86,41
Profit & Loss,OPM %,13%,,,,15%,,,,21%,,,,29%,7%,7%,13%,20%,14%,11%,9%
Profit & Loss,Other Income,15,,,,19,,,,40,,,,80,0,0,3,4,43,-15,19
Profit & Loss,Interest,2,,,,3,,,,8,,,,28,2,1,7,13,13,4,2
Profit & Loss,Depreciation,7,,,,18,,,,31,,,,77,5,6,26,40,19,12,9
Profit & Loss,Profit before tax,114,,,,220,,,,352,,,,606,24,31,53,111,122,55,48
Profit & Loss,Tax %,2%,,,,7%,,,,8%,,,,11%,1%,1%,6%,13%,14%,4%,-4%
Profit & Loss,Net Profit,111,,,,204,,,,326,,,,540,24,31,50,97,105,52,50
Profit & Loss,EPS in Rs,2.72,,,,4.89,,,,7.60,,,,12.34,0.58,0.75,1.22,2.36,2.57,1.28,1.22
Profit & Loss,Dividend Payout %,12%,,,,15%,,,,13%,,,,0%,0%,0%,7%,5%,10%,20%,10%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,10,,,,41,,,,41,,,,41,10,10,10,10,10,10,10
Balance Sheet,Reserves,560,,,,762,,,,1166,,,,1690,73,108,155,250,362,418,450
Balance Sheet,Borrowings,11,,,,7,,,,31,,,,359,7,6,95,108,38,1,1
Balance Sheet,Other Liabilities,52,,,,136,,,,378,,,,716,13,13,36,101,66,40,38
Balance Sheet,Total Liabilities,633,,,,945,,,,1616,,,,2806,103,137,297,470,475,469,498
Balance Sheet,Fixed Assets,112,,,,234,,,,296,,,,1363,24,24,78,49,51,41,38
Balance Sheet,CWIP,0,,,,0,,,,0,,,,11,0,0,0,0,3,0,0
Balance Sheet,Investments,70,,,,88,,,,116,,,,220,2,2,32,28,28,29,24
Balance Sheet,Other Assets,451,,,,623,,,,1205,,,,1212,78,111,187,393,393,400,436
Balance Sheet,Total Assets,633,,,,945,,,,1616,,,,2806,103,137,297,470,475,469,498
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,185,,,,261,,,,350,,,,829,13,36,48,56,133,116,45
Cash Flows,Cash from Investing Activity,-172,,,,-238,,,,-260,,,,-1119,-11,-7,-115,-27,-66,-107,-22
Cash Flows,Cash from Financing Activity,-12,,,,7,,,,257,,,,158,6,-2,84,-2,-87,-54,-9
Cash Flows,Net Cash Flow,2,,,,30,,,,347,,,,-131,8,27,17,27,-20,-45,13
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,10,,,,8,,,,9,,,,20,5,2,34,98,80,52,76
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,10,,,,8,,,,9,,,,20,5,2,34,98,80,52,76
Ratios,Working Capital Days,9,,,,-1,,,,-2,,,,-2,28,36,41,71,64,51,77
Ratios,ROCE %,22%,,,,32%,,,,31%,,,,33%,,30%,31%,39%,26%,21%,11%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.59%,74.41%,74.41%,74.41%,71.68%,71.52%,71.52%,71.52%,71.52%,70.38%,70.38%,70.38%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,4.32%,6.67%,8.20%,7.57%,8.46%,7.66%,7.56%,7.67%,7.40%,8.96%,10.93%,9.94%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.05%,0.05%,0.05%,0.05%,0.07%,0.89%,1.05%,1.35%,1.71%,1.36%,2.26%,,,,,,,
Shareholding Pattern (Quarterly),Public,,21.06%,18.64%,17.30%,17.92%,19.78%,20.49%,19.93%,19.65%,19.68%,18.87%,17.27%,17.38%,,,,,,,
Shareholding Pattern (Quarterly),Others,,0.03%,0.24%,0.06%,0.05%,0.04%,0.26%,0.11%,0.10%,0.07%,0.07%,0.06%,0.04%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,57531,62499,85081,87068,88435,96119,111240,144947,151709,173612,170165,187493,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,74.59%,,,,74.41%,,,,71.52%,,,,70.38%,,,74.24%,74.24%,74.24%,74.24%,74.59%
Shareholding Pattern (Yearly),FIIs,1.36%,,,,7.57%,,,,7.67%,,,,9.94%,,,0.01%,4.54%,2.77%,3.10%,1.22%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.05%,,,,1.05%,,,,2.26%,,,0.00%,0.28%,0.06%,0.11%,0.00%
Shareholding Pattern (Yearly),Public,24.01%,,,,17.92%,,,,19.65%,,,,17.38%,,,25.75%,20.94%,22.93%,22.55%,24.03%
Shareholding Pattern (Yearly),Others,0.04%,,,,0.05%,,,,0.10%,,,,0.04%,,,0.00%,0.00%,0.00%,0.00%,0.16%
Shareholding Pattern (Yearly),No. of Shareholders,41702,,,,87068,,,,144947,,,,187493,,,1062,22761,20571,17378,31997
,,,,,,,,,,,,,,,,,,,,,
