Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,2,2,1,1,5,2,2,2,2,2,2,2,1,,,,,,,
Quarterly Results,Expenses,5,2,2,2,10,2,2,2,2,2,2,2,6,,,,,,,
Quarterly Results,Operating Profit,-4,-0,-0,-0,-5,-0,0,0,-0,1,0,0,-5,,,,,,,
Quarterly Results,OPM %,-248%,-17%,-35%,-35%,-88%,-1%,15%,11%,-20%,31%,17%,12%,-454%,,,,,,,
Quarterly Results,Other Income,16,0,0,0,-2,0,0,0,0,0,0,0,1,,,,,,,
Quarterly Results,Interest,2,1,1,5,0,0,0,0,0,0,0,0,0,,,,,,,
Quarterly Results,Depreciation,0,0,38,0,0,0,0,0,0,0,0,0,0,,,,,,,
Quarterly Results,Profit before tax,10,-1,-39,-5,-7,0,0,0,-0,1,0,0,-4,,,,,,,
Quarterly Results,Tax %,8%,0%,0%,0%,-112%,588%,769%,1483%,400%,161%,468%,944%,299%,,,,,,,
Quarterly Results,Net Profit,9,-1,-39,-5,1,-1,-1,-1,-1,-0,-1,-1,-15,,,,,,,
Quarterly Results,EPS in Rs,2.21,-0.34,-9.18,-1.22,0.18,-0.20,-0.21,-0.20,-0.30,-0.08,-0.17,-0.18,-3.66,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,6,,,,10,,,,8,,,,7,207,209,59,7,4,3,5
Profit & Loss,Expenses,7,,,,9,,,,8,,,,10,89,143,79,9,4,5,7
Profit & Loss,Operating Profit,-1,,,,1,,,,0,,,,-3,119,66,-20,-2,-1,-2,-2
Profit & Loss,OPM %,-13%,,,,8%,,,,2%,,,,-46%,57%,32%,-33%,-35%,-17%,-79%,-35%
Profit & Loss,Other Income,-2,,,,-8,,,,1,,,,1,7,11,-85,-47,0,7,-8
Profit & Loss,Interest,6,,,,6,,,,0,,,,0,14,17,11,6,5,4,5
Profit & Loss,Depreciation,17,,,,39,,,,1,,,,1,27,45,50,53,32,29,25
Profit & Loss,Profit before tax,-26,,,,-52,,,,0,,,,-3,84,16,-165,-107,-38,-29,-40
Profit & Loss,Tax %,3%,,,,-14%,,,,3900%,,,,469%,28%,59%,-1%,-9%,-0%,-2%,-0%
Profit & Loss,Net Profit,-27,,,,-45,,,,-4,,,,-17,61,7,-163,-97,-38,-28,-40
