Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,11.58,14.72,11.69,9.20,11.61,11.14,10.66,6.50,11.59,10.60,5.93,6.85,7.67,,,,,
Quarterly Results,Expenses,12.10,12.44,13.17,10.12,11.02,10.41,11.33,8.12,10.96,10.08,6.74,5.79,8.53,,,,,
Quarterly Results,Operating Profit,-0.52,2.28,-1.48,-0.92,0.59,0.73,-0.67,-1.62,0.63,0.52,-0.81,1.06,-0.86,,,,,
Quarterly Results,OPM %,-4.49%,15.49%,-12.66%,-10.00%,5.08%,6.55%,-6.29%,-24.92%,5.44%,4.91%,-13.66%,15.47%,-11.21%,,,,,
Quarterly Results,Other Income,1.50,0.93,1.05,1.66,0.58,0.58,0.89,0.83,1.38,0.57,1.21,-0.03,1.21,,,,,
Quarterly Results,Interest,0.51,0.23,0.43,0.55,-0.23,0.29,0.70,0.41,0.38,0.24,0.23,0.74,0.25,,,,,
Quarterly Results,Depreciation,1.25,1.22,1.21,1.03,1.27,0.76,0.64,0.64,0.74,0.77,0.50,0.47,0.82,,,,,
Quarterly Results,Profit before tax,-0.78,1.76,-2.07,-0.84,0.13,0.26,-1.12,-1.84,0.89,0.08,-0.33,-0.18,-0.72,,,,,
Quarterly Results,Tax %,-60.26%,27.84%,-2.42%,0.00%,-553.85%,61.54%,-10.71%,-2.17%,11.24%,137.50%,3.03%,83.33%,9.72%,,,,,
Quarterly Results,Net Profit,-0.60,1.35,-2.09,-1.70,0.42,0.02,-0.77,-2.15,1.45,-0.03,-0.34,-0.32,0.02,,,,,
Quarterly Results,EPS in Rs,-0.67,1.51,-2.34,-1.90,0.47,0.02,-0.86,-2.40,1.62,-0.03,-0.38,-0.36,0.02,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,53.36,,,,47.23,,,,39.90,,,,31.06,76.96,60.31,62.02,,
Profit & Loss,Expenses,51.27,,,,46.66,,,,40.83,,,,31.16,69.78,57.93,59.05,,
Profit & Loss,Operating Profit,2.09,,,,0.57,,,,-0.93,,,,-0.10,7.18,2.38,2.97,,
