Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,28.94,34.22,13.19,116.10,148.18,48.62,43.32,52.61,91.16,61.93,64.35,72.77,102.01,,,,,,,
Quarterly Results,Expenses,34.42,27.02,27.86,105.15,139.92,43.26,38.70,49.05,80.79,53.72,58.94,66.14,89.53,,,,,,,
Quarterly Results,Operating Profit,-5.48,7.20,-14.67,10.95,8.26,5.36,4.62,3.56,10.37,8.21,5.41,6.63,12.48,,,,,,,
Quarterly Results,OPM %,-18.94%,21.04%,-111.22%,9.43%,5.57%,11.02%,10.66%,6.77%,11.38%,13.26%,8.41%,9.11%,12.23%,,,,,,,
Quarterly Results,Other Income,3.17,1.58,-36.85,-6.81,2.08,2.45,2.47,5.76,1.16,3.11,3.85,1.95,3.52,,,,,,,
Quarterly Results,Interest,0.35,0.48,0.49,0.52,0.13,0.25,0.60,0.56,-0.29,0.86,0.95,0.97,1.05,,,,,,,
Quarterly Results,Depreciation,2.40,2.13,1.90,1.97,2.47,1.94,1.91,1.88,1.94,1.90,2.16,2.77,3.56,,,,,,,
Quarterly Results,Profit before tax,-5.06,6.17,-53.91,1.65,7.74,5.62,4.58,6.88,9.88,8.56,6.15,4.84,11.39,,,,,,,
Quarterly Results,Tax %,-14.03%,24.64%,-7.81%,-161.21%,27.52%,13.70%,44.54%,-18.02%,34.62%,12.03%,40.49%,-7.44%,53.73%,,,,,,,
Quarterly Results,Net Profit,-4.34,4.65,-49.69,4.31,5.60,4.85,2.54,8.12,6.47,7.53,3.67,5.20,5.27,,,,,,,
Quarterly Results,EPS in Rs,-0.31,0.31,-3.24,0.24,0.21,0.21,0.09,0.36,0.24,0.27,0.12,0.19,0.16,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,128,,,,312,,,,236,,,,301,3,31,85,105,130,156,115
Profit & Loss,Expenses,117,,,,299,,,,210,,,,268,3,22,64,76,110,132,96
Profit & Loss,Operating Profit,11,,,,13,,,,26,,,,33,-1,9,21,29,21,24,19
Profit & Loss,OPM %,9%,,,,4%,,,,11%,,,,11%,-27%,28%,25%,28%,16%,15%,17%
Profit & Loss,Other Income,9,,,,-40,,,,12,,,,12,2,0,2,4,8,7,3
Profit & Loss,Interest,3,,,,2,,,,3,,,,4,0,0,1,3,2,3,4
Profit & Loss,Depreciation,9,,,,8,,,,8,,,,10,0,3,1,4,4,5,4
Profit & Loss,Profit before tax,8,,,,-38,,,,27,,,,31,1,5,20,26,22,23,15
Profit & Loss,Tax %,66%,,,,-8%,,,,19%,,,,30%,64%,29%,35%,16%,35%,38%,24%
Profit & Loss,Net Profit,3,,,,-35,,,,22,,,,22,0,4,13,22,14,14,11
Profit & Loss,EPS in Rs,0.17,,,,-1.50,,,,0.80,,,,0.73,0.03,0.26,0.93,1.52,0.98,0.98,0.69
Profit & Loss,Dividend Payout %,121%,,,,0%,,,,0%,,,,0%,193%,39%,22%,13%,20%,20%,29%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,22,,,,27,,,,27,7,7,14,14,14,14,14
Balance Sheet,Reserves,119,,,,139,,,,249,,,,270,24,28,33,49,59,73,80
Balance Sheet,Borrowings,21,,,,13,,,,44,,,,12,0,0,5,5,14,13,14
Balance Sheet,Other Liabilities,107,,,,128,,,,211,,,,116,1,16,26,58,53,71,57
Balance Sheet,Total Liabilities,261,,,,302,,,,531,,,,425,33,51,78,126,140,172,165
Balance Sheet,Fixed Assets,87,,,,56,,,,50,,,,81,1,28,28,36,55,50,68
Balance Sheet,CWIP,0,,,,0,,,,9,,,,0,0,0,0,18,16,18,1
Balance Sheet,Investments,12,,,,11,,,,21,,,,36,1,0,2,1,1,0,1
Balance Sheet,Other Assets,161,,,,236,,,,451,,,,308,30,23,49,70,68,104,97
Balance Sheet,Total Assets,261,,,,302,,,,531,,,,425,33,51,78,126,140,172,165
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,2,,,,-49,,,,10,,,,34,2,18,2,28,19,-9,-2
Cash Flows,Cash from Investing Activity,-27,,,,-19,,,,-80,,,,-37,-4,-29,-1,-27,-22,4,-3
Cash Flows,Cash from Financing Activity,41,,,,63,,,,122,,,,-35,11,12,2,1,4,-2,-3
Cash Flows,Net Cash Flow,15,,,,-6,,,,51,,,,-38,10,1,3,2,0,-7,-8
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,131,,,,80,,,,111,,,,72,106,69,54,49,78,89,110
Ratios,Inventory Days,62,,,,9,,,,31,,,,19,1297,247,76,142,288,57,119
Ratios,Days Payable,221,,,,47,,,,153,,,,56,288,59,92,1274,561,274,316
Ratios,Cash Conversion Cycle,-28,,,,41,,,,-10,,,,35,1114,257,38,-1083,-196,-129,-88
Ratios,Working Capital Days,52,,,,112,,,,5,,,,107,2506,91,48,21,41,97,163
Ratios,ROCE %,8%,,,,8%,,,,11%,,,,12%,,16%,50%,47%,30%,24%,17%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,54.86%,54.86%,54.86%,52.03%,52.03%,52.03%,52.03%,54.14%,54.14%,54.14%,54.14%,54.14%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.04%,0.02%,0.00%,0.00%,0.00%,0.07%,0.86%,0.37%,0.60%,0.37%,0.37%,0.38%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.02%,0.02%,0.02%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,0.01%,,,,,,,
Shareholding Pattern (Quarterly),Public,,45.08%,45.11%,45.12%,47.95%,47.96%,47.89%,47.11%,45.49%,45.24%,45.49%,45.47%,45.45%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,59446,57523,55514,55431,54381,64493,86739,94624,88032,106267,120895,119349,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,54.86%,,,,52.03%,,,,54.14%,,,,54.14%,,,24.34%,68.06%,69.67%,71.33%,71.33%
Shareholding Pattern (Yearly),FIIs,0.36%,,,,0.00%,,,,0.37%,,,,0.38%,,,0.00%,3.67%,0.16%,0.14%,0.73%
Shareholding Pattern (Yearly),DIIs,0.02%,,,,0.01%,,,,0.01%,,,,0.01%,,,0.06%,0.02%,0.09%,0.02%,0.44%
Shareholding Pattern (Yearly),Public,44.76%,,,,47.95%,,,,45.49%,,,,45.45%,,,75.60%,28.25%,30.08%,28.51%,27.50%
Shareholding Pattern (Yearly),No. of Shareholders,60128,,,,55431,,,,94624,,,,119349,,,7214,15289,13849,12732,16351
,,,,,,,,,,,,,,,,,,,,,
