Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,225,240,268,286,299,306,334,351,375,395,421,450,484,,,,,
Quarterly Results,Expenses,39,41,51,47,55,45,56,59,61,61,68,67,75,,,,,
Quarterly Results,Operating Profit,187,200,217,239,243,260,277,293,313,334,353,383,409,,,,,
Quarterly Results,OPM %,83%,83%,81%,83%,82%,85%,83%,83%,84%,85%,84%,85%,84%,,,,,
Quarterly Results,Other Income,9,8,9,9,12,10,11,13,13,10,14,9,15,,,,,
Quarterly Results,Interest,49,54,67,77,78,85,96,98,109,120,128,143,150,,,,,
Quarterly Results,Depreciation,2,2,2,2,2,2,3,2,2,3,3,3,3,,,,,
Quarterly Results,Profit before tax,144,152,157,168,176,183,190,205,215,222,237,246,271,,,,,
Quarterly Results,Tax %,24%,22%,21%,25%,23%,22%,22%,23%,24%,23%,23%,22%,24%,,,,,
Quarterly Results,Net Profit,110,119,123,126,135,142,148,158,164,172,182,190,207,,,,,
Quarterly Results,EPS in Rs,2.21,2.39,2.48,2.52,2.72,2.86,2.97,3.16,3.29,3.44,3.64,3.81,4.14,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,815,,,,1093,,,,1365,,,,1750,126,201,325,500,640
Profit & Loss,Expenses,144,,,,196,,,,225,,,,271,32,47,67,86,101
Profit & Loss,Operating Profit,670,,,,897,,,,1140,,,,1479,94,154,258,414,539
Profit & Loss,OPM %,82%,,,,82%,,,,83%,,,,85%,74%,77%,79%,83%,84%
Profit & Loss,Other Income,26,,,,40,,,,52,,,,48,0,3,13,23,19
Profit & Loss,Interest,209,,,,277,,,,389,,,,541,36,53,115,185,207
Profit & Loss,Depreciation,7,,,,7,,,,9,,,,12,2,2,3,6,6
Profit & Loss,Profit before tax,480,,,,654,,,,793,,,,975,56,101,153,247,345
Profit & Loss,Tax %,23%,,,,23%,,,,23%,,,,23%,34%,34%,27%,15%,23%
Profit & Loss,Net Profit,370,,,,503,,,,612,,,,751,37,67,112,211,267
Profit & Loss,EPS in Rs,7.45,,,,10.10,,,,12.26,,,,15.03,4.73,8.49,14.18,22.74,28.77
Profit & Loss,Dividend Payout %,0%,,,,20%,,,,37%,,,,30%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,99,,,,100,,,,100,,,,100,79,79,79,95,95
Balance Sheet,Reserves,2817,,,,3240,,,,3668,,,,4217,442,506,620,1614,1885
Balance Sheet,Borrowings,2728,,,,3796,,,,5200,,,,6873,306,840,1603,2022,2515
Balance Sheet,Other Liabilities,39,,,,41,,,,37,,,,54,18,40,61,16,26
Balance Sheet,Total Liabilities,5684,,,,7176,,,,9005,,,,11243,845,1465,2362,3747,4520
Balance Sheet,Fixed Assets,12,,,,15,,,,22,,,,35,5,4,4,10,10
Balance Sheet,CWIP,0,,,,0,,,,0,,,,0,0,0,0,0,0
Balance Sheet,Investments,102,,,,51,,,,51,,,,53,1,45,0,0,53
Balance Sheet,Other Assets,5570,,,,7110,,,,8931,,,,11156,840,1416,2358,3737,4458
Balance Sheet,Total Assets,5684,,,,7176,,,,9005,,,,11243,845,1465,2362,3747,4520
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-724,,,,-1047,,,,-1356,,,,-1405,-303,-495,-714,-735,-621
Cash Flows,Cash from Investing Activity,-62,,,,111,,,,21,,,,13,2,8,0,-97,65
Cash Flows,Cash from Financing Activity,768,,,,978,,,,1224,,,,1461,300,534,764,1209,495
Cash Flows,Net Cash Flow,-18,,,,42,,,,-111,,,,70,-1,47,51,377,-61
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,0,,,,0,,,,0,,,,0,0,0,0,0,0
Ratios,Inventory Days,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,0,,,,0,,,,0,,,,0,0,0,0,0,0
Ratios,Working Capital Days,-7,,,,-1,,,,-3,,,,7,-5,-56,-8,-9,-7
Ratios,ROCE %,14%,,,,15%,,,,15%,,,,15%,,14%,14%,14%,13%
,,,,,,,,,,,,,,,,,,,
