Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,598,606,745,652,670,498,441,369,381,451,381,415,359,,,,,,,
Quarterly Results,Expenses,528,594,737,612,766,495,425,393,425,439,422,399,372,,,,,,,
Quarterly Results,Operating Profit,70,13,8,40,-95,3,15,-24,-44,12,-42,16,-13,,,,,,,
Quarterly Results,OPM %,12%,2%,1%,6%,-14%,1%,4%,-7%,-12%,3%,-11%,4%,-4%,,,,,,,
Quarterly Results,Other Income,10,40,36,6,21,6,82,3898,71,22,532,90,36,,,,,,,
Quarterly Results,Interest,109,121,129,139,135,115,148,58,5,6,8,3,3,,,,,,,
Quarterly Results,Depreciation,8,8,8,8,9,8,8,8,8,8,8,8,8,,,,,,,
Quarterly Results,Profit before tax,-37,-76,-93,-101,-219,-113,-59,3807,14,20,474,94,13,,,,,,,
Quarterly Results,Tax %,12%,1%,0%,0%,12%,6%,-11%,20%,-369%,24%,17%,25%,8%,,,,,,,
Quarterly Results,Net Profit,-42,-77,-93,-101,-246,-120,-52,3054,66,16,393,70,12,,,,,,,
Quarterly Results,EPS in Rs,-2.02,-3.72,-4.50,-4.88,-11.92,-5.80,-2.52,147.87,3.22,0.75,19.03,3.39,0.56,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,2001,,,,2674,,,,1688,,,,1605,2385,1848,1924,2662,4430,1895,1193
Profit & Loss,Expenses,1850,,,,2708,,,,1737,,,,1632,2132,1660,1647,2077,2722,1567,1167
Profit & Loss,Operating Profit,151,,,,-35,,,,-49,,,,-27,253,187,276,585,1708,327,26
Profit & Loss,OPM %,8%,,,,-1%,,,,-3%,,,,-2%,11%,10%,14%,22%,39%,17%,2%
Profit & Loss,Other Income,-129,,,,102,,,,4057,,,,680,58,46,27,-105,45,51,90
Profit & Loss,Interest,524,,,,523,,,,326,,,,19,232,290,368,413,489,554,588
Profit & Loss,Depreciation,33,,,,33,,,,31,,,,33,47,34,32,30,30,33,34
Profit & Loss,Profit before tax,-534,,,,-489,,,,3650,,,,601,31,-90,-97,38,1234,-209,-507
Profit & Loss,Tax %,-14%,,,,6%,,,,19%,,,,18%,34%,1%,30%,7%,0%,-257%,-7%
Profit & Loss,Net Profit,-460,,,,-517,,,,2949,,,,490,20,-91,-127,35,1228,328,-469
Profit & Loss,EPS in Rs,-22.29,,,,-25.02,,,,142.77,,,,23.73,0.99,-4.41,-6.13,1.70,60.12,15.87,-22.71
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,1%,,,,5%,81%,-11%,-11%,59%,2%,1%,0%
,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,41,,,,41,,,,41,,,,41,41,41,41,41,41,41,41
Balance Sheet,Reserves,-772,,,,-1287,,,,1833,,,,2330,1511,1245,293,596,168,46,-210
Balance Sheet,Borrowings,4442,,,,3642,,,,3,,,,3,1835,2519,2542,2803,3971,4153,4172
Balance Sheet,Other Liabilities,520,,,,598,,,,684,,,,622,698,654,761,707,1000,561,635
Balance Sheet,Total Liabilities,4231,,,,2994,,,,2560,,,,2995,4085,4459,3637,4147,5181,4800,4639
Balance Sheet,Fixed Assets,466,,,,442,,,,575,,,,583,879,631,572,556,528,521,488
Balance Sheet,CWIP,0,,,,0,,,,14,,,,27,75,72,75,74,5,1,1
Balance Sheet,Investments,367,,,,194,,,,747,,,,1467,54,54,773,950,1062,377,474
Balance Sheet,Other Assets,3397,,,,2357,,,,1225,,,,919,3077,3701,2218,2566,3586,3901,3677
Balance Sheet,Total Assets,4231,,,,2994,,,,2560,,,,2995,4085,4459,3637,4147,5181,4800,4639
,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,522,,,,861,,,,355,,,,-17,48,-436,169,-451,-774,99,604
Cash Flows,Cash from Investing Activity,6,,,,177,,,,3532,,,,35,-89,49,120,559,190,271,141
Cash Flows,Cash from Financing Activity,-268,,,,-1320,,,,-3965,,,,-41,29,405,-254,-154,600,-398,-591
Cash Flows,Net Cash Flow,260,,,,-282,,,,-78,,,,-23,-12,18,36,-47,16,-28,153
,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,54,,,,36,,,,11,,,,10,41,47,26,29,90,138,200
Ratios,Inventory Days,490,,,,194,,,,69,,,,78,244,258,149,126,574,822,1252
Ratios,Days Payable,91,,,,64,,,,101,,,,87,165,113,126,108,136,104,236
Ratios,Cash Conversion Cycle,453,,,,166,,,,-21,,,,2,120,193,48,47,527,855,1217
Ratios,Working Capital Days,297,,,,110,,,,-4,,,,152,112,144,13,215,196,501,408
Ratios,ROCE %,6%,,,,1%,,,,1%,,,,3%,,5%,10%,19%,45%,8%,1%
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,53.66%,53.67%,53.67%,53.60%,53.60%,53.60%,53.58%,53.58%,53.58%,53.58%,53.59%,53.59%,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.60%,0.58%,0.14%,0.36%,1.39%,0.98%,0.97%,1.92%,0.73%,1.06%,1.20%,1.58%,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.34%,2.50%,2.06%,1.96%,1.72%,1.54%,1.27%,1.42%,1.43%,1.45%,1.45%,1.42%,,,,,,,
Shareholding Pattern (Quarterly),Public,,45.40%,43.25%,44.16%,44.10%,43.31%,43.90%,44.18%,43.06%,44.26%,43.91%,43.78%,43.43%,,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,151448,154960,157626,156453,140726,148123,145543,135374,136806,139706,147960,150289,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,53.66%,,,,53.60%,,,,53.58%,,,,53.59%,,53.69%,53.69%,53.69%,53.69%,53.66%,53.66%
Shareholding Pattern (Yearly),FIIs,0.52%,,,,0.36%,,,,1.92%,,,,1.58%,,7.71%,5.83%,3.11%,1.55%,1.07%,0.03%
Shareholding Pattern (Yearly),DIIs,0.37%,,,,1.96%,,,,1.42%,,,,1.42%,,12.76%,4.88%,4.57%,3.81%,4.14%,3.80%
Shareholding Pattern (Yearly),Public,45.45%,,,,44.10%,,,,43.06%,,,,43.43%,,25.84%,35.61%,38.63%,40.95%,41.13%,42.51%
Shareholding Pattern (Yearly),No. of Shareholders,154569,,,,156453,,,,135374,,,,150289,,102325,100234,97776,107056,133332,152173
,,,,,,,,,,,,,,,,,,,,,
