Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,3806,4073,4135,4257,5011,5140,4369,4505,5534,6208,5237,5269,6528,,,,,,,,
Quarterly Results,Expenses,3088,3240,3319,3301,3755,3634,3223,3403,3903,4124,3776,3882,4402,,,,,,,,
Quarterly Results,Operating Profit,718,833,815,956,1256,1505,1146,1102,1630,2084,1461,1388,2126,,,,,,,,
Quarterly Results,OPM %,19%,20%,20%,22%,25%,29%,26%,24%,29%,34%,28%,26%,33%,,,,,,,,
Quarterly Results,Other Income,64,55,50,39,-566,21,53,60,160,63,68,57,-139,,,,,,,,
Quarterly Results,Interest,38,34,35,33,28,18,9,20,35,32,25,32,77,,,,,,,,
Quarterly Results,Depreciation,185,181,182,182,179,180,184,195,205,215,234,229,238,,,,,,,,
Quarterly Results,Profit before tax,558,673,648,780,484,1328,1006,947,1550,1900,1271,1184,1672,,,,,,,,
Quarterly Results,Tax %,20%,18%,21%,25%,28%,16%,22%,23%,21%,23%,29%,15%,25%,,,,,,,,
Quarterly Results,Net Profit,453,576,526,631,358,1134,803,790,1246,1482,920,1026,1244,,,,,,,,
Quarterly Results,EPS in Rs,3.88,5.06,5.16,6.15,2.93,10.74,7.91,7.80,11.75,14.11,9.06,10.17,11.64,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,15110,,,,17237,,,,19547,,,,23242,7224,8651,9427,9376,11905,13166,14253,14404
Profit & Loss,Expenses,11768,,,,13378,,,,14163,,,,16183,6021,6896,7095,7474,9074,10174,11455,11013
Profit & Loss,Operating Profit,3342,,,,3860,,,,5384,,,,7058,1203,1756,2332,1902,2831,2991,2798,3391
Profit & Loss,OPM %,22%,,,,22%,,,,28%,,,,30%,17%,20%,25%,20%,24%,23%,20%,24%
Profit & Loss,Other Income,2581,,,,-422,,,,293,,,,50,30,45,112,127,111,183,-264,-231
Profit & Loss,Interest,127,,,,130,,,,81,,,,166,90,68,53,45,91,194,342,159
Profit & Loss,Depreciation,713,,,,723,,,,764,,,,916,201,287,292,373,539,599,696,670
Profit & Loss,Profit before tax,5084,,,,2585,,,,4832,,,,6027,942,1446,2099,1612,2312,2382,1495,2331
Profit & Loss,Tax %,10%,,,,23%,,,,20%,,,,23%,11%,18%,8%,8%,24%,22%,21%,8%
Profit & Loss,Net Profit,4618,,,,2092,,,,3973,,,,4673,836,1188,1964,1517,1810,1899,1204,2185
Profit & Loss,EPS in Rs,43.83,,,,19.37,,,,38.36,,,,44.97,7.85,11.24,18.89,14.53,17.35,18.06,11.49,20.84
Profit & Loss,Dividend Payout %,6%,,,,31%,,,,8%,,,,24%,23%,21%,17%,22%,20%,19%,30%,17%
,,,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,102,,,,101,,,,101,,,,101,102,102,102,102,102,102,102,102
Balance Sheet,Reserves,16897,,,,17415,,,,19729,,,,23852,3337,4149,5597,6858,8642,10284,10273,12890
Balance Sheet,Borrowings,4221,,,,1195,,,,804,,,,3213,2700,2651,2442,5207,5407,7899,7986,4608
Balance Sheet,Other Liabilities,6421,,,,6851,,,,8201,,,,10035,1847,2144,2208,2937,3632,4945,5115,6165
Balance Sheet,Total Liabilities,27642,,,,25562,,,,28834,,,,37202,7986,9047,10350,15104,17783,23231,23477,23765
Balance Sheet,Fixed Assets,12188,,,,11521,,,,12368,,,,14508,3124,3352,3748,5755,6483,12164,12230,12133
Balance Sheet,CWIP,726,,,,1201,,,,2423,,,,1318,892,798,951,1543,1527,837,742,783
Balance Sheet,Investments,3288,,,,1547,,,,1220,,,,6408,87,154,416,435,746,674,765,830
Balance Sheet,Other Assets,11439,,,,11294,,,,12822,,,,14968,3885,4743,5235,7371,9028,9556,9740,10019
Balance Sheet,Total Assets,27642,,,,25562,,,,28834,,,,37202,7986,9047,10350,15104,17783,23231,23477,23765
,,,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,2104,,,,2689,,,,3228,,,,6777,903,994,1894,1312,919,1282,2932,3294
Cash Flows,Cash from Investing Activity,-1018,,,,1542,,,,-1492,,,,-8372,-438,-465,-860,-2872,-974,-3977,-1004,-837
Cash Flows,Cash from Financing Activity,-868,,,,-4400,,,,-1810,,,,2014,-529,-351,-935,2316,52,1885,-1528,-2548
Cash Flows,Net Cash Flow,219,,,,-170,,,,-75,,,,419,-64,178,99,756,-3,-811,399,-90
,,,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,81,,,,94,,,,97,,,,63,57,67,68,89,98,110,94,79
Ratios,Inventory Days,245,,,,197,,,,202,,,,227,184,175,158,193,211,208,207,246
Ratios,Days Payable,141,,,,123,,,,125,,,,133,123,125,154,165,167,149,152,168
Ratios,Cash Conversion Cycle,185,,,,168,,,,175,,,,158,119,118,71,116,142,169,149,158
Ratios,Working Capital Days,112,,,,95,,,,103,,,,129,46,56,46,62,95,99,79,95
Ratios,ROCE %,13%,,,,15%,,,,22%,,,,24%,17%,23%,28%,16%,18%,15%,11%,14%
,,,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,74.88%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,74.98%,75.00%,,,,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.86%,2.61%,2.52%,3.42%,4.04%,4.85%,4.99%,5.72%,5.59%,7.52%,7.53%,7.31%,,,,,,,,
Shareholding Pattern (Quarterly),DIIs,,11.94%,12.86%,13.61%,13.51%,13.44%,13.01%,12.96%,12.55%,12.56%,10.59%,10.61%,10.95%,,,,,,,,
Shareholding Pattern (Quarterly),Government,,0.08%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.07%,0.05%,0.05%,0.05%,,,,,,,,
