Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,144,131,147,152,186,154,172,166,225,177,247,275,308,,,,,
Quarterly Results,Expenses,118,108,119,122,146,120,148,140,182,147,198,206,224,,,,,
Quarterly Results,Operating Profit,26,23,28,31,41,34,25,27,43,30,49,69,85,,,,,
Quarterly Results,OPM %,18%,17%,19%,20%,22%,22%,14%,16%,19%,17%,20%,25%,28%,,,,,
Quarterly Results,Other Income,0,1,1,3,-0,1,-30,3,1,1,8,2,6,,,,,
Quarterly Results,Interest,1,0,0,1,1,1,1,3,2,4,0,1,1,,,,,
Quarterly Results,Depreciation,3,3,3,3,3,4,4,4,5,6,7,6,7,,,,,
Quarterly Results,Profit before tax,22,20,26,30,37,31,-10,24,37,20,50,63,83,,,,,
Quarterly Results,Tax %,4%,27%,26%,25%,26%,28%,71%,25%,31%,26%,25%,28%,24%,,,,,
Quarterly Results,Net Profit,21,15,19,22,27,22,-17,18,26,15,38,45,63,,,,,
Quarterly Results,EPS in Rs,2.92,2.04,2.61,3.06,3.73,2.71,-2.55,2.27,3.41,1.71,4.56,5.49,7.63,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,520,,,,617,,,,717,,,,1007,160,188,239,240,341
Profit & Loss,Expenses,415,,,,493,,,,589,,,,775,137,157,196,198,260
Profit & Loss,Operating Profit,105,,,,123,,,,128,,,,232,23,31,42,42,80
Profit & Loss,OPM %,20%,,,,20%,,,,18%,,,,23%,14%,16%,18%,17%,24%
Profit & Loss,Other Income,3,,,,4,,,,-25,,,,17,0,3,0,2,1
Profit & Loss,Interest,6,,,,2,,,,6,,,,6,3,3,5,6,6
Profit & Loss,Depreciation,10,,,,12,,,,16,,,,27,1,2,3,4,4
Profit & Loss,Profit before tax,91,,,,112,,,,82,,,,216,19,28,35,35,72
Profit & Loss,Tax %,21%,,,,26%,,,,41%,,,,26%,35%,35%,34%,21%,25%
Profit & Loss,Net Profit,72,,,,83,,,,49,,,,160,12,18,23,27,54
