Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,111,128,138,144,155,171,167,178,212,218,219,232,,,,,,
Quarterly Results,Expenses,85,94,101,105,113,126,120,131,158,163,164,175,,,,,,
Quarterly Results,Operating Profit,26,34,36,38,41,46,46,47,54,55,55,57,,,,,,
Quarterly Results,OPM %,23%,26%,26%,27%,27%,27%,28%,26%,25%,25%,25%,25%,,,,,,
Quarterly Results,Other Income,1,1,1,1,1,4,5,6,4,3,4,5,,,,,,
Quarterly Results,Interest,4,5,6,6,6,3,0,0,3,2,2,1,,,,,,
Quarterly Results,Depreciation,6,6,7,8,7,7,8,8,11,16,17,13,,,,,,
Quarterly Results,Profit before tax,16,23,24,25,29,40,44,44,43,40,40,49,,,,,,
Quarterly Results,Tax %,30%,30%,12%,31%,35%,30%,33%,13%,29%,23%,24%,20%,,,,,,
Quarterly Results,Net Profit,11,16,21,17,19,28,29,38,30,31,30,39,,,,,,
Quarterly Results,EPS in Rs,1.68,2.47,3.24,2.64,2.91,3.21,3.44,4.47,3.54,3.61,3.16,4.02,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,478,,,,635,,,,880,71,78,91,136,215,375
Profit & Loss,Expenses,,,,343,,,,453,,,,660,53,60,71,98,147,263
Profit & Loss,Operating Profit,,,,135,,,,182,,,,220,18,18,20,38,68,112
Profit & Loss,OPM %,,,,28%,,,,29%,,,,25%,25%,24%,22%,28%,32%,30%
Profit & Loss,Other Income,,,,3,,,,16,,,,16,0,0,0,0,1,2
Profit & Loss,Interest,,,,23,,,,11,,,,8,6,5,7,20,20,23
Profit & Loss,Depreciation,,,,28,,,,29,,,,57,7,6,8,21,21,28
Profit & Loss,Profit before tax,,,,88,,,,157,,,,172,5,8,5,-2,28,63
Profit & Loss,Tax %,,,,25%,,,,27%,,,,24%,41%,23%,21%,-18%,30%,30%
Profit & Loss,Net Profit,,,,66,,,,114,,,,131,3,6,4,-2,20,44
Profit & Loss,EPS in Rs,,,,10.04,,,,13.33,,,,13.55,2.21,3.75,2.43,-0.79,11.09,6.74
Profit & Loss,Dividend Payout %,,,,0%,,,,0%,,,,0%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,66,,,,86,,,,96,14,16,16,16,16,66
Balance Sheet,Reserves,,,,117,,,,788,,,,1509,29,41,39,38,56,51
Balance Sheet,Borrowings,,,,267,,,,85,,,,12,85,125,175,194,193,264
Balance Sheet,Other Liabilities,,,,36,,,,60,,,,114,10,11,26,39,43,45
Balance Sheet,Total Liabilities,,,,486,,,,1019,,,,1731,138,193,257,287,309,426
Balance Sheet,Fixed Assets,,,,299,,,,442,,,,605,54,53,164,189,251,303
Balance Sheet,CWIP,,,,0,,,,0,,,,222,64,110,65,62,0,0
Balance Sheet,Investments,,,,0,,,,0,,,,74,0,0,0,0,0,0
Balance Sheet,Other Assets,,,,187,,,,577,,,,830,20,30,27,36,58,123
Balance Sheet,Total Assets,,,,486,,,,1019,,,,1731,138,193,257,287,309,426
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,,,,64,,,,-3,,,,150,25,17,17,39,44,60
Cash Flows,Cash from Investing Activity,,,,-20,,,,-226,,,,-420,-50,-51,-78,-43,-21,-52
Cash Flows,Cash from Financing Activity,,,,-18,,,,304,,,,520,26,43,47,5,-19,-1
Cash Flows,Net Cash Flow,,,,26,,,,75,,,,249,1,9,-13,1,3,7
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,,,,82,,,,131,,,,125,58,44,48,45,62,83
Ratios,Inventory Days,,,,,,,,,,,,43,47,42,88,72,,
Ratios,Days Payable,,,,,,,,,,,,60,127,106,490,347,,
Ratios,Cash Conversion Cycle,,,,82,,,,131,,,,108,-22,-20,-354,-229,62,83
Ratios,Working Capital Days,,,,79,,,,123,,,,140,44,29,7,-11,23,52
Ratios,ROCE %,,,,27%,,,,24%,,,,14%,,8%,6%,7%,18%,26%
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,,,,,66.33%,66.44%,66.54%,66.54%,66.54%,61.44%,61.64%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,,,,,5.42%,2.59%,3.99%,4.90%,6.28%,9.78%,4.45%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,,,,,8.88%,8.81%,9.30%,9.40%,6.97%,11.50%,13.56%,,,,,,
Shareholding Pattern (Quarterly),Public,,,,,,19.37%,22.15%,20.15%,19.16%,20.20%,17.27%,20.35%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,,,,,50113,51743,46567,51916,62616,73251,85668,,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,,,,66.54%,,,,61.64%,,,,,,
Shareholding Pattern (Yearly),FIIs,,,,,,,,3.99%,,,,4.45%,,,,,,
Shareholding Pattern (Yearly),DIIs,,,,,,,,9.30%,,,,13.56%,,,,,,
Shareholding Pattern (Yearly),Public,,,,,,,,20.15%,,,,20.35%,,,,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,,,,46567,,,,85668,,,,,,
,,,,,,,,,,,,,,,,,,,
