Section,,Mar 2006,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,176,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,176,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,-0,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,-0%,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,14,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,6,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,6,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,2,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,26%,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,1,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,194%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,57,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,62,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,54,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,187,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,72,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,14,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,2,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,99,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,187,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-25,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,-26,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,65,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,13,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,97,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,78,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,0,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,175,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,74,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.11%,0.10%,0.08%,0.08%,0.24%,0.14%,0.86%,0.89%,0.82%,0.90%,1.30%,1.15%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,1.22%,1.80%,1.68%,1.94%,2.40%,2.62%,1.90%,1.87%,2.05%,1.73%,1.79%,2.28%,,,,,,
Shareholding Pattern (Quarterly),Public,,23.67%,23.11%,23.23%,22.98%,22.36%,22.24%,22.23%,22.25%,22.13%,22.35%,21.90%,21.57%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,26511,25310,23987,23469,22757,22836,24011,24109,23730,27505,26293,25238,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,75.00%,,,,75.00%,,,,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%,75.00%
Shareholding Pattern (Yearly),FIIs,,,,,0.08%,,,,0.89%,,,,1.15%,4.81%,5.45%,5.31%,1.36%,0.05%,0.11%
Shareholding Pattern (Yearly),DIIs,,,,,1.94%,,,,1.87%,,,,2.28%,7.10%,6.43%,7.70%,9.24%,2.23%,1.31%
Shareholding Pattern (Yearly),Public,,,,,22.98%,,,,22.25%,,,,21.57%,13.09%,13.12%,11.99%,14.40%,22.72%,23.58%
Shareholding Pattern (Yearly),No. of Shareholders,,,,,23469,,,,24109,,,,25238,14632,15299,14074,20510,26690,26113
,,,,,,,,,,,,,,,,,,,,
