Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1899,2435,2864,4398,3644,3054,3683,2595,2243,2377,3844,4105,3494,,,
Quarterly Results,Expenses,1806,2277,2682,4027,3553,3093,3427,2313,2095,2231,3418,3769,3147,,,
Quarterly Results,Operating Profit,92,157,181,371,91,-39,256,282,148,146,425,336,347,,,
Quarterly Results,OPM %,5%,6%,6%,8%,2%,-1%,7%,11%,7%,6%,11%,8%,10%,,,
Quarterly Results,Other Income,26,10,6,6,70,19,11,9,31,19,15,35,42,,,
Quarterly Results,Interest,42,51,73,87,80,92,96,82,95,91,82,86,103,,,
Quarterly Results,Depreciation,23,31,47,47,50,47,51,55,58,61,63,65,63,,,
Quarterly Results,Profit before tax,52,85,68,242,31,-159,120,154,26,13,296,220,223,,,
Quarterly Results,Tax %,32%,26%,25%,26%,67%,-25%,26%,29%,18%,59%,23%,28%,28%,,,
Quarterly Results,Net Profit,36,63,51,180,10,-120,89,109,22,5,228,159,160,,,
Quarterly Results,EPS in Rs,0.62,0.77,0.63,2.21,0.12,-1.47,1.10,1.34,0.26,0.07,2.79,1.95,1.96,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,7859,,,,13341,,,,11575,,,,13820,4358,4193,5165
Profit & Loss,Expenses,7175,,,,12525,,,,10903,,,,12565,3906,3726,4616
Profit & Loss,Operating Profit,684,,,,816,,,,672,,,,1255,452,467,549
Profit & Loss,OPM %,9%,,,,6%,,,,6%,,,,9%,10%,11%,11%
Profit & Loss,Other Income,27,,,,76,,,,45,,,,111,29,27,12
Profit & Loss,Interest,86,,,,291,,,,366,,,,362,159,192,111
Profit & Loss,Depreciation,90,,,,175,,,,211,,,,252,70,72,83
Profit & Loss,Profit before tax,535,,,,426,,,,141,,,,752,251,230,366
Profit & Loss,Tax %,26%,,,,29%,,,,29%,,,,27%,37%,16%,39%
Profit & Loss,Net Profit,398,,,,304,,,,100,,,,552,159,193,223
Profit & Loss,EPS in Rs,6.92,,,,3.73,,,,1.23,,,,6.77,276.24,335.77,387.99
Profit & Loss,Dividend Payout %,0%,,,,13%,,,,41%,,,,15%,36%,0%,0%
,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,575,,,,814,,,,815,,,,815,575,575,575
Balance Sheet,Reserves,1650,,,,2690,,,,2750,,,,3262,907,1028,1252
Balance Sheet,Borrowings,2954,,,,4648,,,,4014,,,,4358,3123,2298,1251
Balance Sheet,Other Liabilities,2749,,,,2504,,,,2083,,,,2711,1022,1109,1344
Balance Sheet,Total Liabilities,7928,,,,10657,,,,9661,,,,11146,5628,5010,4423
Balance Sheet,Fixed Assets,1261,,,,2872,,,,3431,,,,3349,1024,1214,1226
Balance Sheet,CWIP,336,,,,697,,,,372,,,,553,255,149,220
Balance Sheet,Investments,553,,,,3,,,,3,,,,272,0,3,125
Balance Sheet,Other Assets,5778,,,,7085,,,,5855,,,,6972,4349,3644,2852
Balance Sheet,Total Assets,7928,,,,10657,,,,9661,,,,11146,5628,5010,4423
,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-44,,,,-2377,,,,1437,,,,1386,-920,1270,1501
Cash Flows,Cash from Investing Activity,-1099,,,,-419,,,,-367,,,,-597,-103,-143,-289
Cash Flows,Cash from Financing Activity,1589,,,,2301,,,,-1022,,,,-6,1018,-1141,-1124
Cash Flows,Net Cash Flow,446,,,,-495,,,,48,,,,783,-5,-15,87
,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,42,,,,101,,,,86,,,,67,196,187,82
Ratios,Inventory Days,133,,,,77,,,,74,,,,82,166,134,85
Ratios,Days Payable,132,,,,66,,,,60,,,,72,83,100,89
Ratios,Cash Conversion Cycle,43,,,,112,,,,100,,,,76,280,221,78
Ratios,Working Capital Days,63,,,,124,,,,118,,,,98,272,214,105
Ratios,ROCE %,15%,,,,11%,,,,7%,,,,14%,,10%,14%
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,56.10%,56.10%,56.10%,56.10%,56.10%,56.08%,56.08%,56.08%,56.08%,56.08%,56.05%,56.05%,,,
Shareholding Pattern (Quarterly),FIIs,,6.70%,4.39%,4.74%,5.11%,5.25%,5.57%,5.08%,1.63%,1.90%,2.05%,5.40%,7.17%,,,
Shareholding Pattern (Quarterly),DIIs,,22.12%,21.36%,20.73%,21.77%,22.48%,23.56%,22.02%,24.60%,26.83%,27.09%,25.54%,24.44%,,,
Shareholding Pattern (Quarterly),Public,,15.08%,18.16%,18.43%,17.01%,16.15%,14.78%,16.81%,17.69%,15.18%,14.79%,13.01%,12.33%,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,207079,225486,226168,217370,213562,198551,211148,239967,227253,233301,221785,231639,,,
,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,56.10%,,,,56.08%,,,,56.05%,,,
Shareholding Pattern (Yearly),FIIs,,,,,5.11%,,,,1.63%,,,,7.17%,,,
Shareholding Pattern (Yearly),DIIs,,,,,21.77%,,,,24.60%,,,,24.44%,,,
Shareholding Pattern (Yearly),Public,,,,,17.01%,,,,17.69%,,,,12.33%,,,
Shareholding Pattern (Yearly),No. of Shareholders,,,,,217370,,,,239967,,,,231639,,,
,,,,,,,,,,,,,,,,,
