Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2021,Mar 2017,Mar 2018,Mar 2019,Mar 2020
Quarterly Results,Sales,169,161,164,206,195,193,183,191,224,177,145,187,216,,,,,
Quarterly Results,Expenses,140,130,148,190,157,162,166,142,176,155,137,187,189,,,,,
Quarterly Results,Operating Profit,29,31,16,16,38,31,18,49,48,22,8,-0,28,,,,,
Quarterly Results,OPM %,17%,19%,10%,8%,20%,16%,10%,26%,21%,12%,6%,-0%,13%,,,,,
Quarterly Results,Other Income,1,1,2,1,3,2,2,2,3,2,1,2,5,,,,,
Quarterly Results,Interest,0,0,1,0,0,1,1,1,0,1,1,1,1,,,,,
Quarterly Results,Depreciation,9,9,9,9,9,9,9,8,8,8,8,7,7,,,,,
Quarterly Results,Profit before tax,21,23,8,8,32,23,10,42,43,15,1,-6,25,,,,,
Quarterly Results,Tax %,39%,26%,25%,-30%,24%,24%,29%,25%,26%,25%,47%,-25%,27%,,,,,
Quarterly Results,Net Profit,13,17,6,10,24,17,7,31,32,11,0,-5,18,,,,,
Quarterly Results,EPS in Rs,0.89,1.19,0.44,0.71,1.68,1.19,0.50,2.14,2.15,0.76,0.03,-0.33,1.24,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,629,,,,727,,,,792,,,,725,503,,,,
Profit & Loss,Expenses,512,,,,626,,,,646,,,,668,397,,,,
Profit & Loss,Operating Profit,117,,,,101,,,,146,,,,57,106,,,,
Profit & Loss,OPM %,19%,,,,14%,,,,18%,,,,8%,21%,,,,
Profit & Loss,Other Income,4,,,,7,,,,9,,,,10,6,,,,
Profit & Loss,Interest,1,,,,1,,,,2,,,,3,2,,,,
Profit & Loss,Depreciation,31,,,,35,,,,35,,,,30,27,,,,
Profit & Loss,Profit before tax,88,,,,71,,,,118,,,,35,83,,,,
Profit & Loss,Tax %,37%,,,,19%,,,,26%,,,,27%,35%,,,,
Profit & Loss,Net Profit,55,,,,58,,,,88,,,,25,54,,,,
Profit & Loss,EPS in Rs,3.84,,,,4.00,,,,5.95,,,,1.70,3.79,,,,
Profit & Loss,Dividend Payout %,91%,,,,100%,,,,50%,,,,88%,66%,,,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,144,,,,145,,,,147,,,,148,142,,,,
Balance Sheet,Reserves,168,,,,180,,,,234,,,,216,169,,,,
Balance Sheet,Borrowings,0,,,,0,,,,0,,,,111,0,,,,
Balance Sheet,Other Liabilities,150,,,,143,,,,153,,,,220,120,,,,
Balance Sheet,Total Liabilities,462,,,,468,,,,535,,,,695,432,,,,
Balance Sheet,Fixed Assets,197,,,,182,,,,171,,,,168,182,,,,
Balance Sheet,CWIP,5,,,,7,,,,39,,,,211,13,,,,
Balance Sheet,Investments,0,,,,0,,,,2,,,,2,0,,,,
Balance Sheet,Other Assets,260,,,,280,,,,323,,,,314,237,,,,
Balance Sheet,Total Assets,462,,,,468,,,,535,,,,695,432,,,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,57,,,,86,,,,96,,,,135,95,,,,
Cash Flows,Cash from Investing Activity,-40,,,,-37,,,,-61,,,,-164,-97,,,,
Cash Flows,Cash from Financing Activity,-56,,,,-50,,,,-34,,,,65,-21,,,,
Cash Flows,Net Cash Flow,-39,,,,-0,,,,1,,,,36,-23,,,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,8,,,,11,,,,15,,,,9,8,,,,
Ratios,Inventory Days,517,,,,425,,,,393,,,,232,342,,,,
Ratios,Days Payable,255,,,,231,,,,196,,,,277,234,,,,
Ratios,Cash Conversion Cycle,270,,,,205,,,,211,,,,-35,116,,,,
Ratios,Working Capital Days,16,,,,12,,,,56,,,,15,-6,,,,
Ratios,ROCE %,29%,,,,23%,,,,34%,,,,9%,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,56.12%,56.01%,56.01%,55.66%,55.62%,55.07%,55.07%,54.83%,54.83%,54.83%,54.68%,54.68%,,,,,
Shareholding Pattern (Quarterly),FIIs,,0.23%,0.22%,0.18%,0.12%,2.84%,2.93%,2.91%,2.07%,1.94%,0.77%,0.64%,1.12%,,,,,
Shareholding Pattern (Quarterly),DIIs,,0.00%,0.06%,0.00%,0.00%,0.00%,0.30%,0.70%,0.47%,0.21%,0.89%,0.96%,1.08%,,,,,
Shareholding Pattern (Quarterly),Public,,43.65%,43.69%,43.81%,44.22%,41.54%,41.70%,41.32%,42.62%,43.02%,43.50%,43.72%,43.12%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,71957,72148,72696,72011,69627,74176,74092,85442,94483,100940,101623,100299,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,56.12%,,,,55.66%,,,,54.83%,,,,54.68%,56.80%,75.00%,75.00%,75.00%,57.17%
Shareholding Pattern (Yearly),FIIs,0.29%,,,,0.12%,,,,2.07%,,,,1.12%,0.00%,0.00%,0.19%,0.18%,0.00%
Shareholding Pattern (Yearly),DIIs,0.00%,,,,0.00%,,,,0.47%,,,,1.08%,0.00%,0.00%,0.03%,2.58%,0.06%
Shareholding Pattern (Yearly),Public,43.59%,,,,44.22%,,,,42.62%,,,,43.12%,43.19%,25.00%,24.78%,22.24%,42.77%
