Section,,Mar 2006,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,,,,,,,,,,,,,,,,,,,
Quarterly Results,Expenses,,,,,,,,,,,,,,,,,,,
Quarterly Results,Operating Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,OPM %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Other Income,,,,,,,,,,,,,,,,,,,
Quarterly Results,Interest,,,,,,,,,,,,,,,,,,,
Quarterly Results,Depreciation,,,,,,,,,,,,,,,,,,,
Quarterly Results,Profit before tax,,,,,,,,,,,,,,,,,,,
Quarterly Results,Tax %,,,,,,,,,,,,,,,,,,,
Quarterly Results,Net Profit,,,,,,,,,,,,,,,,,,,
Quarterly Results,EPS in Rs,,,,,,,,,,,,,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,506,,,,,,,,,,,,,,,,,,
Profit & Loss,Expenses,510,,,,,,,,,,,,,,,,,,
Profit & Loss,Operating Profit,-4,,,,,,,,,,,,,,,,,,
Profit & Loss,OPM %,-1%,,,,,,,,,,,,,,,,,,
Profit & Loss,Other Income,19,,,,,,,,,,,,,,,,,,
Profit & Loss,Interest,6,,,,,,,,,,,,,,,,,,
Profit & Loss,Depreciation,2,,,,,,,,,,,,,,,,,,
Profit & Loss,Profit before tax,6,,,,,,,,,,,,,,,,,,
Profit & Loss,Tax %,35%,,,,,,,,,,,,,,,,,,
Profit & Loss,Net Profit,4,,,,,,,,,,,,,,,,,,
Profit & Loss,EPS in Rs,0.27,,,,,,,,,,,,,,,,,,
Profit & Loss,Dividend Payout %,37%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,14,,,,,,,,,,,,,,,,,,
Balance Sheet,Reserves,8,,,,,,,,,,,,,,,,,,
Balance Sheet,Borrowings,51,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Liabilities,47,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Liabilities,120,,,,,,,,,,,,,,,,,,
Balance Sheet,Fixed Assets,26,,,,,,,,,,,,,,,,,,
Balance Sheet,CWIP,3,,,,,,,,,,,,,,,,,,
Balance Sheet,Investments,0,,,,,,,,,,,,,,,,,,
Balance Sheet,Other Assets,91,,,,,,,,,,,,,,,,,,
Balance Sheet,Total Assets,120,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,-8,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Investing Activity,-5,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Financing Activity,15,,,,,,,,,,,,,,,,,,
Cash Flows,Net Cash Flow,3,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,17,,,,,,,,,,,,,,,,,,
Ratios,Inventory Days,32,,,,,,,,,,,,,,,,,,
Ratios,Days Payable,16,,,,,,,,,,,,,,,,,,
Ratios,Cash Conversion Cycle,32,,,,,,,,,,,,,,,,,,
Ratios,Working Capital Days,31,,,,,,,,,,,,,,,,,,
Ratios,ROCE %,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,49.78%,49.79%,49.79%,50.94%,55.92%,55.92%,55.92%,55.41%,49.57%,52.91%,52.91%,52.91%,,,,,,
Shareholding Pattern (Quarterly),FIIs,,6.40%,6.35%,5.91%,4.52%,4.30%,4.01%,3.87%,1.47%,0.69%,0.69%,0.69%,0.72%,,,,,,
Shareholding Pattern (Quarterly),DIIs,,4.35%,0.89%,0.89%,0.75%,0.66%,0.66%,0.66%,1.26%,1.26%,1.26%,1.26%,1.26%,,,,,,
Shareholding Pattern (Quarterly),Government,,0.35%,0.35%,0.35%,0.30%,0.26%,0.26%,0.26%,0.26%,0.26%,0.26%,0.26%,0.26%,,,,,,
Shareholding Pattern (Quarterly),Public,,39.12%,42.61%,43.06%,43.48%,38.86%,39.13%,39.29%,41.61%,48.23%,44.88%,44.88%,44.86%,,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,50406,67103,73439,73148,79461,98470,140783,270147,287055,300122,308537,315124,,,,,,
,,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,,,,,50.94%,,,,55.41%,,,,52.91%,48.32%,47.58%,47.58%,47.58%,44.98%,49.78%
Shareholding Pattern (Yearly),FIIs,,,,,4.52%,,,,1.47%,,,,0.72%,0.00%,0.00%,0.00%,0.00%,4.47%,6.65%
Shareholding Pattern (Yearly),DIIs,,,,,0.75%,,,,1.26%,,,,1.26%,5.14%,5.12%,4.01%,4.04%,5.03%,4.51%
Shareholding Pattern (Yearly),Government,,,,,0.30%,,,,0.26%,,,,0.26%,0.41%,0.41%,0.41%,0.41%,0.38%,0.35%
Shareholding Pattern (Yearly),Public,,,,,43.48%,,,,41.61%,,,,44.86%,46.14%,46.89%,47.99%,47.97%,45.14%,38.71%
Shareholding Pattern (Yearly),No. of Shareholders,,,,,73148,,,,270147,,,,315124,170741,59496,56540,55044,48404,47136
,,,,,,,,,,,,,,,,,,,,
