Section,,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Quarterly Results,Sales,832,662,798,915,878,848,940,1096,1010,1001,1182,1283,,,,,,
Quarterly Results,Expenses,386,321,421,444,427,396,460,515,495,481,596,642,,,,,,
Quarterly Results,Operating Profit,445,341,376,472,451,452,480,581,515,521,586,641,,,,,,
Quarterly Results,OPM %,54%,52%,47%,52%,51%,53%,51%,53%,51%,52%,50%,50%,,,,,,
Quarterly Results,Other Income,30,35,44,58,40,47,78,104,94,87,83,89,,,,,,
Quarterly Results,Interest,231,109,211,136,-16,71,143,134,82,-80,256,8,,,,,,
Quarterly Results,Depreciation,98,99,102,98,95,101,108,134,135,134,138,140,,,,,,
Quarterly Results,Profit before tax,146,167,108,295,412,328,307,417,392,554,276,581,,,,,,
Quarterly Results,Tax %,1%,17%,-8%,-2%,22%,22%,17%,21%,24%,33%,-22%,11%,,,,,,
Quarterly Results,Net Profit,145,138,116,302,322,256,254,329,297,374,336,516,,,,,,
Quarterly Results,EPS in Rs,23.31,22.18,3.70,1.61,1.72,1.21,1.19,1.57,1.39,1.77,1.57,2.43,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,,,,3195,,,,3763,,,,4476,888,998,1080,1143,1604,2273
Profit & Loss,Expenses,,,,1572,,,,1795,,,,2214,377,410,550,524,787,1164
Profit & Loss,Operating Profit,,,,1623,,,,1968,,,,2262,511,588,530,619,816,1109
Profit & Loss,OPM %,,,,51%,,,,52%,,,,51%,58%,59%,49%,54%,51%,49%
Profit & Loss,Other Income,,,,176,,,,266,,,,353,57,77,101,94,75,106
Profit & Loss,Interest,,,,596,,,,332,,,,266,90,130,177,277,228,420
Profit & Loss,Depreciation,,,,391,,,,436,,,,547,82,157,171,202,271,370
Profit & Loss,Profit before tax,,,,811,,,,1465,,,,1803,396,377,284,234,393,426
Profit & Loss,Tax %,,,,8%,,,,21%,,,,16%,22%,26%,4%,16%,28%,22%
Profit & Loss,Net Profit,,,,750,,,,1161,,,,1521,310,281,272,197,285,330
Profit & Loss,EPS in Rs,,,,3.97,,,,5.50,,,,7.16,54.60,44.09,43.93,31.37,48.00,54.02
Profit & Loss,Dividend Payout %,,,,0%,,,,10%,,,,11%,0%,0%,0%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,,,,360,,,,410,,,,415,56,60,60,60,60,60
Balance Sheet,Reserves,,,,3635,,,,7616,,,,9282,1798,2553,2827,2488,2831,3212
Balance Sheet,Borrowings,,,,4568,,,,4758,,,,5042,1599,1732,2051,3109,3946,4740
Balance Sheet,Other Liabilities,,,,750,,,,909,,,,2068,628,840,762,1089,1286,1165
Balance Sheet,Total Liabilities,,,,9312,,,,13694,,,,16807,4082,5185,5701,6747,8123,9177
Balance Sheet,Fixed Assets,,,,5975,,,,7757,,,,9523,2730,3186,3256,3948,4924,6134
