Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2017
Quarterly Results,Sales,132.11,131.36,112.23,100.10,113.39,123.56,114.68,102.94,128.62,130.23,134.75,137.97,147.47,,,,,
Quarterly Results,Expenses,117.07,115.31,103.82,96.91,103.64,114.83,104.18,97.31,117.49,119.33,125.40,126.08,134.89,,,,,
Quarterly Results,Operating Profit,15.04,16.05,8.41,3.19,9.75,8.73,10.50,5.63,11.13,10.90,9.35,11.89,12.58,,,,,
Quarterly Results,OPM %,11.38%,12.22%,7.49%,3.19%,8.60%,7.07%,9.16%,5.47%,8.65%,8.37%,6.94%,8.62%,8.53%,,,,,
Quarterly Results,Other Income,1.22,1.69,2.81,1.06,1.07,3.87,1.43,0.98,1.26,1.45,1.59,1.60,1.49,,,,,
Quarterly Results,Interest,0.09,0.04,0.10,0.03,-0.02,0.03,0.08,0.18,0.03,0.03,0.03,0.03,0.03,,,,,
Quarterly Results,Depreciation,1.94,2.09,2.11,2.16,2.27,2.52,2.55,2.74,2.79,2.73,2.74,2.74,2.75,,,,,
Quarterly Results,Profit before tax,14.23,15.61,9.01,2.06,8.57,10.05,9.30,3.69,9.57,9.59,8.17,10.72,11.29,,,,,
Quarterly Results,Tax %,25.93%,24.79%,24.31%,26.70%,31.39%,20.90%,19.14%,23.04%,25.81%,25.76%,25.95%,25.65%,26.40%,,,,,
Quarterly Results,Net Profit,10.53,11.73,6.82,1.51,5.89,7.97,7.52,2.82,7.09,7.13,6.04,7.96,8.31,,,,,
Quarterly Results,EPS in Rs,1.94,2.16,1.26,0.28,1.09,1.47,1.39,0.52,1.31,1.31,1.11,1.47,1.53,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,477,,,,457,,,,470,,,,550,215,214,258,323,
