Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2019,Mar 2020,Mar 2021,Mar 2017,Mar 2018
Quarterly Results,Sales,592,602,600,645,875,928,987,923,943,879,867,1011,918,,,,,
Quarterly Results,Expenses,452,486,500,553,828,795,839,806,795,725,760,886,825,,,,,
Quarterly Results,Operating Profit,139,116,101,92,47,133,148,117,148,154,107,125,93,,,,,
Quarterly Results,OPM %,24%,19%,17%,14%,5%,14%,15%,13%,16%,18%,12%,12%,10%,,,,,
Quarterly Results,Other Income,0,4,4,4,-654,3,3,1,-322,3,15,7,1,,,,,
Quarterly Results,Interest,-0,-0,-2,7,34,26,9,16,13,11,10,13,9,,,,,
Quarterly Results,Depreciation,9,9,9,10,42,46,44,48,44,48,50,55,47,,,,,
Quarterly Results,Profit before tax,131,111,97,79,-683,64,98,54,-231,98,62,64,38,,,,,
Quarterly Results,Tax %,24%,26%,26%,26%,-1%,26%,27%,27%,12%,26%,26%,26%,4%,,,,,
Quarterly Results,Net Profit,100,82,72,59,-679,47,72,39,-258,73,46,48,36,,,,,
Quarterly Results,EPS in Rs,6.20,5.12,4.49,3.64,-36.11,2.26,3.45,1.91,-12.49,3.53,2.22,2.30,1.75,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,1999,,,,2726,,,,3781,,,,3674,748,1388,1370,,
Profit & Loss,Expenses,1610,,,,2365,,,,3227,,,,3195,619,1172,1161,,
Profit & Loss,Operating Profit,390,,,,361,,,,555,,,,479,129,215,209,,
Profit & Loss,OPM %,19%,,,,13%,,,,15%,,,,13%,17%,16%,15%,,
Profit & Loss,Other Income,5,,,,-646,,,,-322,,,,26,18,10,12,,
Profit & Loss,Interest,3,,,,40,,,,65,,,,43,1,14,7,,
Profit & Loss,Depreciation,34,,,,71,,,,182,,,,200,9,26,30,,
Profit & Loss,Profit before tax,357,,,,-396,,,,-16,,,,263,138,186,185,,
Profit & Loss,Tax %,25%,,,,18%,,,,545%,,,,23%,35%,27%,26%,,
Profit & Loss,Net Profit,269,,,,-466,,,,-100,,,,203,90,136,137,,
Profit & Loss,EPS in Rs,16.71,,,,-24.79,,,,-4.86,,,,9.81,7.48,11.31,11.37,,
Profit & Loss,Dividend Payout %,15%,,,,-10%,,,,-51%,,,,25%,33%,22%,22%,,
,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,16,,,,19,,,,21,,,,21,12,12,12,,
Balance Sheet,Reserves,1013,,,,2872,,,,3825,,,,3978,364,691,794,,
Balance Sheet,Borrowings,65,,,,1589,,,,487,,,,380,0,71,62,,
Balance Sheet,Other Liabilities,581,,,,1400,,,,765,,,,797,132,278,391,,
Balance Sheet,Total Liabilities,1674,,,,5881,,,,5097,,,,5176,508,1052,1260,,
Balance Sheet,Fixed Assets,282,,,,3258,,,,2805,,,,2730,60,228,243,,
Balance Sheet,CWIP,34,,,,39,,,,49,,,,63,3,9,46,,
Balance Sheet,Investments,0,,,,0,,,,0,,,,0,103,0,0,,
Balance Sheet,Other Assets,1358,,,,2583,,,,2244,,,,2383,342,816,970,,
Balance Sheet,Total Assets,1674,,,,5881,,,,5097,,,,5176,508,1052,1260,,
,,,,,,,,,,,,,,,,,,,
Cash Flows,Cash from Operating Activity,27,,,,238,,,,271,,,,373,54,173,165,,
Cash Flows,Cash from Investing Activity,-70,,,,-1150,,,,-312,,,,-113,-5,26,-79,,
Cash Flows,Cash from Financing Activity,-50,,,,1172,,,,-231,,,,-213,-35,-118,-54,,
Cash Flows,Net Cash Flow,-93,,,,260,,,,-272,,,,47,14,81,33,,
,,,,,,,,,,,,,,,,,,,
Ratios,Debtor Days,89,,,,101,,,,79,,,,73,77,87,87,,
Ratios,Inventory Days,186,,,,204,,,,148,,,,179,96,117,151,,
Ratios,Days Payable,161,,,,180,,,,95,,,,104,92,99,148,,
Ratios,Cash Conversion Cycle,114,,,,125,,,,131,,,,148,82,105,90,,
Ratios,Working Capital Days,124,,,,130,,,,135,,,,142,87,105,108,,
Ratios,ROCE %,37%,,,,11%,,,,9%,,,,7%,,35%,23%,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Quarterly),Promoters,,70.19%,70.19%,70.19%,60.11%,55.47%,56.07%,56.07%,56.07%,56.07%,56.07%,56.07%,56.07%,,,,,
Shareholding Pattern (Quarterly),FIIs,,2.20%,2.47%,2.75%,2.28%,3.79%,3.68%,3.67%,3.78%,4.74%,5.16%,5.01%,4.99%,,,,,
Shareholding Pattern (Quarterly),DIIs,,8.29%,8.41%,8.63%,7.91%,14.08%,13.59%,13.76%,13.29%,12.80%,12.35%,12.65%,12.97%,,,,,
Shareholding Pattern (Quarterly),Public,,19.32%,18.93%,18.43%,29.70%,26.67%,26.65%,26.51%,26.86%,26.40%,26.43%,26.27%,25.96%,,,,,
Shareholding Pattern (Quarterly),No. of Shareholders,,57631,64763,68390,68440,65184,73698,71705,74075,69476,70665,70563,64581,,,,,
,,,,,,,,,,,,,,,,,,,
Shareholding Pattern (Yearly),Promoters,70.19%,,,,60.11%,,,,56.07%,,,,56.07%,66.49%,66.49%,66.49%,69.62%,69.62%
Shareholding Pattern (Yearly),FIIs,0.64%,,,,2.28%,,,,3.78%,,,,4.99%,4.61%,3.44%,1.47%,5.67%,5.13%
Shareholding Pattern (Yearly),DIIs,9.18%,,,,7.91%,,,,13.29%,,,,12.97%,10.77%,12.49%,11.88%,4.97%,5.24%
Shareholding Pattern (Yearly),Public,19.99%,,,,29.70%,,,,26.86%,,,,25.96%,18.14%,17.58%,20.16%,19.74%,20.02%
Shareholding Pattern (Yearly),No. of Shareholders,51528,,,,68440,,,,74075,,,,64581,16273,15630,18581,13971,15290
,,,,,,,,,,,,,,,,,,,
