Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,1396,2230,1702,1816,2079,2173,1828,2362,3104,2357,2757,3144,3174,,,,,,,
Quarterly Results,Expenses,1319,2057,1585,1520,1868,2001,1651,1823,2580,1715,2246,2327,3084,,,,,,,
Quarterly Results,Operating Profit,77,174,118,296,211,172,177,539,524,642,511,817,90,,,,,,,
Quarterly Results,OPM %,6%,8%,7%,16%,10%,8%,10%,23%,17%,27%,19%,26%,3%,,,,,,,
Quarterly Results,Other Income,129,136,164,176,211,233,251,269,349,271,254,286,310,,,,,,,
Quarterly Results,Interest,1,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,
Quarterly Results,Depreciation,23,18,18,18,20,20,20,20,23,23,23,40,29,,,,,,,
Quarterly Results,Profit before tax,182,290,261,452,400,383,407,786,849,889,740,1063,370,,,,,,,
Quarterly Results,Tax %,20%,25%,25%,25%,26%,25%,25%,25%,26%,25%,25%,28%,21%,,,,,,,
Quarterly Results,Net Profit,159,225,214,354,326,314,333,627,663,696,585,807,325,,,,,,,
Quarterly Results,EPS in Rs,3.94,5.57,5.30,8.78,8.09,7.79,8.25,15.54,16.43,17.26,14.50,20.01,8.06,,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,5733,,,,7827,,,,9467,,,,11432,3605,4094,3505,4457,4614,4905,4048
Profit & Loss,Expenses,5292,,,,7027,,,,8051,,,,9372,3383,3874,3375,4300,4353,4642,3822
Profit & Loss,Operating Profit,441,,,,801,,,,1416,,,,2060,222,221,129,157,261,263,226
Profit & Loss,OPM %,8%,,,,10%,,,,15%,,,,18%,6%,5%,4%,4%,6%,5%,6%
Profit & Loss,Other Income,396,,,,687,,,,1101,,,,1121,563,761,766,565,617,546,448
Profit & Loss,Interest,14,,,,9,,,,9,,,,4,8,16,17,20,36,13,11
Profit & Loss,Depreciation,75,,,,76,,,,83,,,,115,31,44,39,52,64,69,60
Profit & Loss,Profit before tax,749,,,,1403,,,,2425,,,,3062,746,922,839,650,778,727,604
Profit & Loss,Tax %,25%,,,,25%,,,,25%,,,,26%,34%,39%,37%,39%,40%,48%,25%
Profit & Loss,Net Profit,611,,,,1119,,,,1937,,,,2414,516,596,585,496,532,471,514
Profit & Loss,EPS in Rs,15.14,,,,27.74,,,,48.02,,,,59.83,129.59,149.63,117.49,11.07,11.88,11.66,12.74
Profit & Loss,Dividend Payout %,29%,,,,29%,,,,29%,,,,22%,19%,17%,34%,49%,19%,46%,28%
