Section,,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021
Quarterly Results,Sales,106,95,104,107,106,149,116,103,135,114,136,120,145,,,,,,
Quarterly Results,Expenses,96,90,93,89,98,130,105,98,121,111,122,112,148,,,,,,
Quarterly Results,Operating Profit,10,5,11,18,8,18,11,4,15,3,14,8,-3,,,,,,
Quarterly Results,OPM %,9%,5%,11%,17%,8%,12%,10%,4%,11%,3%,11%,7%,-2%,,,,,,
Quarterly Results,Other Income,7,2,1,3,67,6,3,3,46,40,5,2,281,,,,,,
Quarterly Results,Interest,14,15,15,15,14,15,18,15,14,10,10,10,10,,,,,,
Quarterly Results,Depreciation,8,7,7,7,7,7,7,7,7,5,5,6,7,,,,,,
Quarterly Results,Profit before tax,-5,-15,-11,-1,53,2,-11,-15,40,28,4,-6,261,,,,,,
Quarterly Results,Tax %,0%,0%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,2%,,,,,,
Quarterly Results,Net Profit,-5,-15,-11,-1,53,2,-11,-15,38,28,4,-6,257,,,,,,
Quarterly Results,EPS in Rs,-1.01,-2.85,-1.96,-0.19,9.80,0.44,-1.98,-2.76,6.93,5.21,0.76,-1.02,47.37,,,,,,
Quarterly Results,Raw PDF,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Profit & Loss,Sales,398,,,,411,,,,502,,,,515,308,263,270,,,
Profit & Loss,Expenses,352,,,,369,,,,448,,,,492,465,328,262,,,
Profit & Loss,Operating Profit,45,,,,42,,,,54,,,,23,-157,-65,8,,,
Profit & Loss,OPM %,11%,,,,10%,,,,11%,,,,4%,-51%,-25%,3%,,,
Profit & Loss,Other Income,24,,,,72,,,,53,,,,328,13,-246,-20,,,
Profit & Loss,Interest,57,,,,60,,,,63,,,,39,19,16,7,,,
Profit & Loss,Depreciation,32,,,,29,,,,27,,,,24,36,36,35,,,
Profit & Loss,Profit before tax,-20,,,,26,,,,16,,,,288,-200,-363,-53,,,
Profit & Loss,Tax %,2%,,,,0%,,,,14%,,,,2%,0%,0%,1%,,,
Profit & Loss,Net Profit,-20,,,,26,,,,14,,,,283,-214,-373,-50,,,
Profit & Loss,EPS in Rs,-3.70,,,,4.81,,,,2.63,,,,52.33,-42.42,-68.81,-9.31,,,
Profit & Loss,Dividend Payout %,0%,,,,0%,,,,0%,,,,0%,0%,0%,0%,,,
,,,,,,,,,,,,,,,,,,,,
Balance Sheet,Equity Capital,11,,,,11,,,,11,,,,11,10,11,11,,,
